Time(s),T1(DegC),Wall Temp(DegC),Top Plate(DegC),Bottom Plate(DegC),P1(PSI),P2(PSI),Mass Flowrate(g/min),Heater Energy (kJ),
64.3,30.7,29.4,28.2,26.5,68.2,2.2,0,0,30.78181818
64.4,30.8,29.3,27.9,26.5,68.1,1.9,-0.06,0,30.76363636
64.5,30.8,29.3,27.9,26.5,68.5,2.7,-0.04,0,30.75454545
64.6,30.7,29.3,28,26.6,68.7,2,-0.02,0,30.74545455
64.7,30.8,29.3,28,26.5,67.9,2.2,-0.02,0,30.74545455
64.8,30.8,29.3,28,26.5,68.4,2,0,0,30.74545455
64.9,30.6,29.3,28.1,26.5,68.8,2.4,0,0,30.75454545
65,30.7,29.3,28,26.4,68.8,2.4,-0.04,0,30.72727273
65.1,30.7,29.3,28,26.4,68.2,0.7,-0.02,0,30.7
65.2,30.8,29.3,28.1,26.6,66.2,1.9,-0.02,0,30.7
65.3,30.8,29.3,28.1,26.6,68.4,2,0,0,30.68181818
65.4,30.8,29.3,28.1,26.6,68.2,1.7,-0.04,0,30.66363636
65.5,30.5,29.1,27.8,26.4,68.5,2,0,0,30.67272727
65.6,30.5,29.1,27.8,26.4,68.7,2,-0.02,0,30.67272727
65.7,30.7,29.4,28.2,26.6,68.2,2.2,-0.04,0,30.67272727
65.8,30.6,29.3,28.1,26.4,68.5,2.2,0,0,30.66363636
65.9,30.6,29.3,28.1,26.4,68.2,2,-0.04,0,30.65454545
66,30.7,29.3,28.1,26.6,68.2,2,-0.02,0,30.64545455
66.1,30.7,29.3,28.1,26.5,69,1.9,-0.04,0,30.65454545
66.2,30.7,29.3,28.1,26.5,68.2,2.2,-0.04,0,30.67272727
66.3,30.7,29.3,28,26.6,68.5,2,-0.04,0,30.67272727
66.4,30.7,29.4,28,26.6,68.7,1,0,0,30.67272727
66.5,30.7,29.4,28,26.6,69.1,2.5,-0.04,0,30.67272727
66.6,30.6,29.3,28.1,26.5,68.2,2.4,-0.04,0,30.66363636
66.7,30.7,29.3,28,26.6,68.5,2,0,0,30.66363636
66.8,30.7,29.3,28,26.6,68.7,2.2,-0.06,0,30.66363636
66.9,30.6,29.3,28,26.5,68.4,2.2,-0.04,0,30.66363636
67,30.6,29.3,28,26.5,68.4,2.2,-0.02,0,30.65454545
67.1,30.6,29.3,28,26.4,68.2,2,-0.02,0,30.64545455
67.2,30.7,29.2,28.1,26.5,68.4,1.9,-0.02,0,30.65454545
67.3,30.7,29.2,28.1,26.5,68.2,2.4,-0.04,0,30.64545455
67.4,30.7,29.3,28,26.5,68.5,2.2,-0.06,0,30.63636364
67.5,30.6,29.3,28,26.5,68.7,1.4,-0.04,0,30.64545455
67.6,30.6,29.3,28,26.5,68.8,2,-0.04,0,30.65454545
67.7,30.7,29.2,28,26.5,68.4,2.7,-0.02,0,30.66363636
67.8,30.6,29.2,27.9,26.4,68.7,2.2,0,0,30.65454545
67.9,30.6,29.2,27.9,26.4,68.5,1.9,-0.04,0,30.64545455
68,30.7,29.4,28,26.5,68.7,2.2,-0.04,0,30.63636364
68.1,30.7,29.4,28,26.5,68.2,2,-0.04,0,30.63636364
68.2,30.7,29.3,28,26.5,68.7,1.9,-0.02,0,30.63636364
68.3,30.6,29.3,28,26.5,68.4,2.8,0,0,30.62727273
68.4,30.6,29.3,28,26.5,68.7,2.2,0,0,30.62727273
68.5,30.6,29.3,28,26.5,68.4,2.4,-0.02,0,30.62727273
68.6,30.6,29.4,28.1,26.5,68.4,1.4,0.02,0,30.60909091
68.7,30.6,29.4,28.1,26.5,68.4,2.2,-0.04,0,30.6
68.8,30.6,29.3,28,26.6,65.9,2,0,0,30.59090909
68.9,30.6,29.4,28,26.7,65.9,2,0,0,30.59090909
69,30.6,29.4,28,26.7,68.1,1.9,0.02,0,30.59090909
69.1,30.5,29.3,28,26.5,68.7,1.6,0,0,30.59090909
69.2,30.6,29.3,28,26.5,68.2,2.2,0.02,0,30.58181818
69.3,30.6,29.3,28,26.5,68.4,1.6,-0.02,0,30.59090909
69.4,30.6,29.2,28,26.5,68.4,2,0.04,0,30.6
69.5,30.6,29.3,28.1,26.6,68.2,2.2,0,0,30.59090909
69.6,30.6,29.3,28.1,26.6,68.1,2.2,0.06,0,30.58181818
69.7,30.5,29.2,27.9,26.5,68.4,2.2,-0.04,0,30.58181818
69.8,30.7,29.4,28.1,26.6,68.4,2.2,-0.04,0,30.59090909
69.9,30.7,29.4,28.1,26.6,68.5,2,0,0,30.6
70,30.5,29.4,28.1,26.5,68.5,2,-0.04,0,30.6
70.1,30.5,29.4,28.1,26.5,68.5,1.7,-0.04,0,30.6
70.2,30.5,29.3,28,26.4,68.4,2.4,-0.06,0,30.6
70.3,30.7,29.3,28.2,26.7,68.4,1.4,-0.04,0,30.60909091
70.4,30.7,29.3,28.2,26.7,68.7,2.4,0,0,30.59090909
70.5,30.6,29.4,28,26.5,68.4,2,-0.04,0,30.57272727
70.6,30.6,29.3,28,26.7,68.2,2,-0.02,0,30.57272727
70.7,30.6,29.3,28,26.7,68.5,2.2,0,0,30.58181818
70.8,30.6,29.3,28,26.5,68.5,2.2,0,0,30.59090909
70.9,30.5,29.3,28.1,26.5,68.4,1.9,0,0,30.58181818
71,30.5,29.3,28.1,26.5,68.8,2.4,0,0,30.57272727
71.1,30.5,29.3,28.1,26.6,68.5,2,-0.06,0,30.58181818
71.2,30.6,29.3,28,26.7,68.2,2,0.02,0,30.56363636
71.3,30.6,29.3,28,26.7,68.5,2.2,-0.02,0,30.54545455
71.4,30.6,29.4,28.1,26.6,68.2,1.7,-0.04,0,30.53636364
71.5,30.6,29.4,28.1,26.6,68.5,1.6,-0.06,0,30.54545455
71.6,30.7,29.5,28.2,26.6,68.4,1.6,-0.06,0,30.55454545
71.7,30.4,29.3,28,26.5,68.4,1.6,-0.04,0,30.55454545
71.8,30.4,29.3,28,26.5,68.1,1.3,-0.02,0,30.53636364
71.9,30.5,29.2,28.1,26.5,68.4,2.4,-0.04,0,30.51818182
72,30.6,29.3,28,26.6,68.7,2.7,-0.04,0,30.50909091
72.1,30.6,29.3,28,26.6,68.2,1.7,-0.06,0,30.49090909
72.2,30.5,29.4,28.1,26.5,68.4,2.7,-0.06,0,30.46363636
72.3,30.4,29.3,28.1,26.4,68.8,2,0,0,30.48181818
72.4,30.4,29.3,28.1,26.4,68.5,1.9,-0.02,0,30.5
72.5,30.5,29.3,28,26.6,68.4,2,-0.02,0,30.5
72.6,30.4,29.3,28.1,26.5,68.4,2,-0.02,0,30.49090909
72.7,30.4,29.3,28.1,26.5,68.2,2.4,-0.02,0,30.48181818
72.8,30.6,29.3,28,26.5,68.4,1.7,-0.04,0,30.48181818
72.9,30.6,29.3,28,26.5,68.1,2.4,-0.02,0,30.49090909
73,30.5,29.3,28.1,26.6,68.4,2.2,-0.04,0,30.5
73.1,30.5,29.3,28.1,26.7,68.5,2.2,-0.04,0,30.49090909
73.2,30.5,29.3,28.1,26.7,68.5,1.9,0,0,30.5
73.3,30.5,29.4,28.1,26.6,68.5,1.7,-0.04,0,30.50909091
73.4,30.5,29.2,28.1,26.4,68.5,2,-0.06,0,30.49090909
73.5,30.5,29.2,28.1,26.4,68.1,1.4,-0.04,0,30.47272727
73.6,30.4,29.3,28,26.6,68.1,1.4,-0.04,0,30.46363636
73.7,30.5,29.3,28,26.5,68.7,1.6,0,0,30.46363636
73.8,30.5,29.3,28,26.5,68.1,2,-0.02,0,30.46363636
73.9,30.4,29.2,27.9,26.4,68.7,2.4,0,0,30.46363636
74,30.4,29.2,28,26.5,68.4,2.5,0,0,30.46363636
74.1,30.4,29.2,28,26.5,68.4,2,0.02,0,30.45454545
74.2,30.5,29.3,28,26.5,68.4,2.2,-0.02,0,30.45454545
74.3,30.5,29.3,28.1,26.5,68.2,1.9,-0.02,0,30.45454545
74.4,30.5,29.3,28.1,26.5,67.7,2.4,0,0,30.43636364
74.5,30.5,29.3,28.1,26.6,67.7,2.4,-0.04,0,30.42727273
74.6,30.4,29.3,28,26.5,68.4,2,0,0,30.42727273
74.7,30.4,29.3,28,26.5,68.4,2,0,0,30.42727273
74.8,30.5,29.4,28.1,26.5,68.7,0.3,0,0,30.41818182
74.9,30.3,29.2,28,26.4,68.2,2.2,0,0,30.40909091
75,30.3,29.2,28,26.4,68.5,1.6,-0.04,0,30.4
75.1,30.4,29.2,27.9,26.5,68.5,1.6,-0.02,0,30.4
75.2,30.4,29.2,27.9,26.5,68.4,2,-0.02,0,30.40909091
75.3,30.4,29.2,27.9,26.4,68.4,2,-0.02,0,30.41818182
75.4,30.4,29.4,27.9,26.5,68.8,1,-0.02,0,30.41818182
75.5,30.4,29.4,27.9,26.5,68.4,1.9,-0.04,0,30.43636364
75.6,30.5,29.3,28.2,26.5,68.7,-0.1,-0.02,0,30.45454545
75.7,30.5,29.3,28.2,26.5,68.4,2,0,0,30.46363636
75.8,30.5,29.4,28,26.5,68.5,1.9,0,0,30.47272727
75.9,30.5,29.3,28,26.6,68.2,2,-0.04,0,30.46363636
76,30.5,29.3,28,26.6,68.2,1.9,-0.06,0,30.47272727
76.1,30.5,29.3,28.1,26.6,68.8,1.9,-0.06,0,30.48181818
76.2,30.5,29.4,28,26.6,68.2,2.4,-0.06,0,30.47272727
76.3,30.5,29.4,28,26.6,68.5,1.4,-0.04,0,30.46363636
76.4,30.3,29.3,28,26.5,68.5,2.2,-0.06,0,30.45454545
76.5,30.5,29.4,28.1,26.6,68.4,2.2,-0.04,0,30.44545455
76.6,30.5,29.4,28.1,26.6,68.5,1.7,0,0,30.43636364
76.7,30.4,29.3,28.1,26.5,68.7,1.6,0,0,30.42727273
76.8,30.4,29.3,28.1,26.5,68.1,1.7,-0.04,0,30.42727273
76.9,30.4,29.3,28.1,26.5,68.4,2,-0.02,0,30.42727273
77,30.4,29.3,28,26.6,68.2,2,-0.06,0,30.43636364
77.1,30.4,29.3,28,26.6,68.5,1.9,-0.04,0,30.42727273
77.2,30.4,29.3,28,26.4,68.2,2,-0.02,0,30.41818182
77.3,30.5,29.3,28,26.5,68.2,2,0.02,0,30.42727273
77.4,30.5,29.3,28,26.5,68.5,1.9,-0.04,0,30.43636364
77.5,30.4,29.4,28,26.5,68.4,2,-0.04,0,30.43636364
77.6,30.4,29.5,28,26.5,68.1,2,-0.02,0,30.43636364
77.7,30.4,29.5,28,26.5,68.4,2.2,-0.06,0,30.43636364
77.8,30.5,29.4,28.1,26.6,68.1,2.2,-0.04,0,30.42727273
77.9,30.5,29.4,28.1,26.6,68.5,2,-0.06,0,30.40909091
78,30.4,29.2,28,26.6,68.1,2.4,-0.04,0,30.39090909
78.1,30.4,29.4,28,26.6,68.4,2.4,-0.04,0,30.39090909
78.2,30.4,29.4,28,26.6,68.4,2.4,-0.04,0,30.39090909
78.3,30.3,29.4,28.1,26.6,68.5,2,-0.04,0,30.38181818
78.4,30.3,29.1,28,26.3,68.1,2.4,-0.06,0,30.38181818
78.5,30.3,29.1,28,26.3,68.5,2.4,0,0,30.38181818
78.6,30.4,29.4,28.1,26.6,68.7,2.4,-0.04,0,30.38181818
78.7,30.4,29.4,28.1,26.6,68.2,2.2,0,0,30.38181818
78.8,30.3,29.3,28,26.6,68.5,2,0,0,30.38181818
78.9,30.5,29.2,28,26.5,68.1,1.9,-0.04,0,30.39090909
79,30.5,29.2,28,26.5,68.7,2.2,-0.02,0,30.40909091
79.1,30.4,29.3,28,26.6,68.7,2.2,-0.09,0,30.42727273
79.2,30.4,29.3,28.1,26.6,68.2,2,-0.06,0,30.43636364
79.3,30.4,29.3,28.1,26.6,68.4,1.9,-0.04,0,30.43636364
79.4,30.4,29.4,28.1,26.6,68.2,2.2,-0.04,0,30.44545455
79.5,30.5,29.3,28.1,26.7,68.7,1.7,-0.06,0,30.43636364
79.6,30.5,29.3,28.1,26.7,68.4,2.2,-0.04,0,30.42727273
79.7,30.5,29.3,28,26.6,68.4,1.9,-0.04,0,30.42727273
79.8,30.4,29.3,28,26.6,68.1,1.9,-0.04,0,30.42727273
79.9,30.4,29.3,28,26.6,67.6,2.5,-0.04,0,30.41818182
80,30.4,29.3,28.1,26.5,68.5,1.9,-0.02,0,30.40909091
80.1,30.4,29.3,28.2,26.4,68.5,1.9,-0.04,0,30.39090909
80.2,30.4,29.3,28.2,26.4,68.2,1.7,-0.09,0,30.37272727
80.3,30.4,29.5,28.1,26.7,68.1,2.4,-0.04,0,30.35454545
80.4,30.3,29.4,28,26.6,68.5,1.6,-0.06,0,30.34545455
80.5,30.3,29.4,28,26.6,68.5,1.6,0.06,0,30.33636364
80.6,30.3,29.3,28,26.6,68.2,1.9,-0.06,0,30.32727273
80.7,30.3,29.3,28,26.6,68.2,1.9,0,0,30.32727273
80.8,30.3,29.4,28,26.5,68.8,2,0,0,30.32727273
80.9,30.3,29.4,28,26.5,68.4,1.9,-0.02,0,30.31818182
81,30.3,29.4,28,26.5,68.1,2.2,0,0,30.32727273
81.1,30.3,29.3,28.1,26.5,68.2,2,-0.02,0,30.33636364
81.2,30.4,29.3,28.1,26.6,68.4,2.2,-0.04,0,30.34545455
81.3,30.4,29.3,28.1,26.6,68.2,2.2,0.02,0,30.34545455
81.4,30.3,29.4,28.1,26.6,68.4,2,0,0,30.34545455
81.5,30.4,29.3,28.1,26.6,68.1,2.2,-0.04,0,30.34545455
81.6,30.4,29.3,28.1,26.6,68.4,1.9,-0.06,0,30.34545455
81.7,30.4,29.4,28.1,26.5,68.5,2.2,-0.06,0,30.34545455
81.8,30.3,29.4,28.1,26.7,68.5,2.5,-0.06,0,30.33636364
81.9,30.3,29.4,28.1,26.7,68.5,2.5,-0.06,0,30.32727273
82,30.3,29.4,28.1,26.6,68.1,1.9,-0.02,0,30.33636364
82.1,30.3,29.4,28.1,26.6,68.5,1.7,-0.04,0,30.32727273
82.2,30.3,29.3,28.1,26.5,68.2,1.9,-0.02,0,30.31818182
82.3,30.3,29.2,28,26.5,68.4,1.7,0,0,30.30909091
82.4,30.3,29.2,28,26.5,68.7,2.4,-0.04,0,30.30909091
82.5,30.4,29.4,28,26.6,67.7,2,0,0,30.30909091
82.6,30.3,29.2,27.9,26.4,68.2,1.6,-0.04,0,30.30909091
82.7,30.3,29.2,27.9,26.4,68.5,1.9,-0.04,0,30.30909091
82.8,30.3,29.3,28.1,26.6,68.4,2,-0.02,0,30.31818182
82.9,30.3,29.3,28.1,26.5,68.2,1.9,-0.02,0,30.32727273
83,30.3,29.3,28.1,26.5,68.2,1.9,0,0,30.32727273
83.1,30.3,29.3,28,26.5,68.4,2.2,-0.02,0,30.3
83.2,30.3,29.3,28,26.5,68.5,1.7,-0.02,0,30.28181818
83.3,30.4,29.4,28.1,26.5,68.4,1.9,-0.04,0,30.28181818
83.4,30.4,29.4,28.1,26.5,68.7,2,-0.02,0,30.29090909
83.5,30.3,29.2,28,26.5,68.5,2.5,-0.02,0,30.3
83.6,30.1,29.2,27.9,26.3,68.5,1.7,0,0,30.30909091
83.7,30.1,29.2,27.9,26.3,68.2,2.7,-0.02,0,30.30909091
83.8,30.3,29.2,27.9,26.5,68.2,2.4,0,0,30.30909091
83.9,30.4,29.3,28,26.5,68.7,-0.6,-0.04,0,30.30909091
84,30.4,29.3,28,26.5,68.7,-0.6,-0.06,0,30.29090909
84.1,30.4,29.4,28.1,26.7,68.1,1.9,0,0,30.28181818
84.2,30.3,29.3,28,26.4,68.4,2,-0.02,0,30.3
84.3,30.3,29.3,28,26.4,68.1,2.4,-0.07,0,30.31818182
84.4,30.4,29.4,28.1,26.7,68.5,1.7,-0.04,0,30.31818182
84.5,30.2,29.2,27.9,26.6,68.4,2.4,-0.06,0,30.31818182
84.6,30.2,29.2,27.9,26.6,68.7,1.9,-0.06,0,30.30909091
84.7,30.3,29.4,28,26.6,69,1.9,-0.04,0,30.3
84.8,30.3,29.3,28,26.5,68.4,1.9,-0.04,0,30.3
84.9,30.3,29.3,28,26.5,68.4,1.9,-0.04,0,30.3
85,30.4,29.3,28,26.6,68.5,2,-0.04,0,30.29090909
85.1,30.3,29.3,28,26.6,68.5,1.4,-0.02,0,30.3
85.2,30.3,29.3,28,26.6,67,2.2,-0.02,0,30.30909091
85.3,30.3,29.3,28,26.5,68.2,1.9,-0.06,0,30.30909091
85.4,30.3,29.3,28,26.5,68.8,1.9,0,0,30.3
85.5,30.3,29.3,28,26.5,68.7,2.4,0.02,0,30.3
85.6,30.3,29.2,28,26.5,68.2,2,-0.04,0,30.29090909
85.7,30.3,29.3,28.1,26.5,68.7,2.4,-0.02,0,30.28181818
85.8,30.3,29.3,28.1,26.5,68.7,2.4,-0.04,0,30.27272727
85.9,30.2,29.2,28,26.5,67.9,2.2,0,0,30.26363636
86,30.3,29.4,28.1,26.6,68.8,1.6,-0.04,0,30.26363636
86.1,30.3,29.4,28.1,26.6,69,2,0,0,30.27272727
86.2,30.2,29.3,28,26.5,68.2,1.7,-0.04,0,30.28181818
86.3,30.2,29.3,28,26.4,68.4,2.2,-0.04,0,30.28181818
86.4,30.2,29.3,28,26.4,68.5,2.2,-0.02,0,30.28181818
86.5,30.3,29.3,28.1,26.6,68.5,2.4,0,0,30.29090909
86.6,30.4,29.2,28.2,26.6,68.4,2.2,-0.02,0,30.28181818
86.7,30.4,29.2,28.2,26.6,68.4,2.2,-0.04,0,30.27272727
86.8,30.3,29.3,28,26.4,67.9,2.4,-0.04,0,30.28181818
86.9,30.3,29.3,28,26.4,68.7,1.9,-0.04,0,30.28181818
87,30.3,29.4,28,26.7,68.7,2,-0.06,0,30.28181818
87.1,30.2,29.2,28,26.6,68.7,2,-0.06,0,30.28181818
87.2,30.2,29.2,28,26.6,68.4,2.2,-0.02,0,30.27272727
87.3,30.3,29.2,28.1,26.5,68.5,2.5,-0.04,0,30.26363636
87.4,30.2,29.4,28,26.6,68.4,2.5,0,0,30.27272727
87.5,30.2,29.4,28,26.6,68.7,2.5,-0.04,0,30.27272727
87.6,30.3,29.3,28,26.5,67.9,2,-0.04,0,30.27272727
87.7,30.3,29.3,28.1,26.7,67.9,2,-0.04,0,30.27272727
87.8,30.3,29.3,28.1,26.7,68.1,2.2,0,0,30.27272727
87.9,30.4,29.4,28.1,26.5,68.5,2.2,0,0,30.27272727
88,30.3,29.3,27.9,26.5,68.2,2,-0.02,0,30.27272727
88.1,30.3,29.3,27.9,26.5,68.5,1.9,-0.04,0,30.27272727
88.2,30.2,29.2,28,26.6,68.4,1.9,0,0,30.26363636
88.3,30.2,29.2,28,26.6,68.4,2,-0.04,0,30.25454545
88.4,30.3,29.4,28.1,26.6,67.9,2.2,-0.04,0,30.24545455
88.5,30.2,29.2,28,26.5,68.2,2.2,-0.04,0,30.22727273
88.6,30.2,29.2,28,26.5,68.2,2.2,0,0,30.22727273
88.7,30.2,29.2,27.9,26.5,68.4,2.4,-0.02,0,30.22727273
88.8,30.2,29.3,28.1,26.5,68.5,2.2,0,0,30.23636364
88.9,30.2,29.3,28.1,26.5,68.2,2.5,0,0,30.23636364
89,30.2,29.2,28,26.5,68.2,2,-0.06,0,30.22727273
89.1,30.3,29.3,28.1,26.6,68.2,2,-0.02,0,30.22727273
89.2,30.3,29.3,28.1,26.6,68.5,1.9,-0.04,0,30.22727273
89.3,30.3,29.3,28.1,26.5,68.4,2.4,0,0,30.22727273
89.4,30.2,29.3,28.1,26.5,68.4,2.2,-0.02,0,30.23636364
89.5,30.2,29.3,28.1,26.5,68.4,2.2,-0.04,0,30.24545455
89.6,30.2,29.3,28.1,26.6,68.4,2.2,-0.04,0,30.25454545
89.7,30.2,29.3,28.1,26.5,68.8,2.4,-0.02,0,30.25454545
89.8,30.2,29.3,28.1,26.5,68.5,3,-0.02,0,30.25454545
89.9,30.3,29.4,28.1,26.5,68.4,1.9,-0.02,0,30.24545455
90,30.3,29.3,28.2,26.6,68.2,1.6,-0.04,0,30.25454545
90.1,30.3,29.3,28.2,26.6,68.4,2,-0.02,0,30.26363636
90.2,30.3,29.4,28.2,26.7,68.5,2,-0.02,0,30.27272727
90.3,30.3,29.4,28.2,26.7,68.5,2.5,-0.06,0,30.28181818
90.4,30.2,29.3,27.9,26.5,68.4,3,-0.04,0,30.29090909
90.5,30.3,29.3,28.1,26.5,68.4,3,-0.04,0,30.27272727
90.6,30.3,29.3,28.1,26.5,66.4,2.4,-0.07,0,30.26363636
90.7,30.3,29.3,28.1,26.5,68.7,2,0,0,30.25454545
90.8,30.3,29.3,28.1,26.5,67.7,2.2,-0.04,0,30.23636364
90.9,30.3,29.3,28.1,26.5,68.5,2,0,0,30.21818182
91,30.1,29.2,27.9,26.5,68.4,1.7,-0.02,0,30.22727273
91.1,30.2,29.2,28,26.5,68.1,2,-0.06,0,30.22727273
91.2,30.2,29.2,28,26.5,68.5,1.9,-0.02,0,30.22727273
91.3,30.1,29.3,28,26.5,68.1,2,0,0,30.22727273
91.4,30.1,29.3,28,26.5,68.1,2,0,0,30.22727273
91.5,30.3,29.4,28.1,26.7,68.2,2.5,-0.04,0,30.22727273
91.6,30.3,29.3,28.1,26.6,68.1,1.7,-0.04,0,30.23636364
91.7,30.3,29.3,28.1,26.6,68.4,1.9,0,0,30.2
91.8,30.3,29.4,28.1,26.6,68.5,2.2,-0.06,0,30.16363636
91.9,30.3,29.3,28.2,26.6,68.4,2,-0.04,0,30.15454545
92,30.3,29.3,28.2,26.6,67.9,1.9,-0.02,0,30.12727273
92.1,30.2,29.3,28.1,26.6,68.5,2.4,0,0,30.08181818
92.2,29.8,29.2,28.2,26.6,68.4,2.7,0,2.3,30.03636364
92.3,29.8,29.2,28.2,26.6,68.2,2.4,0,2.3,30
92.4,30,29.3,28.2,26.6,68.2,3,0,2.3,29.96363636
92.5,29.8,29.1,28.1,26.5,68.1,2,0,2.3,29.94545455
92.6,29.8,29.1,28.1,26.5,68.1,2,0,2.3,29.90909091
92.7,29.8,29.3,28,26.5,67.4,2.5,0,2.3,29.88181818
92.8,29.9,29.1,28.1,26.5,68.4,2.2,0,2.3,29.89090909
92.9,29.9,29.1,28.1,26.5,68.2,2.4,0,2.3,29.91818182
93,30.1,29.3,28.2,26.6,69,2.2,0,2.3,29.92727273
93.1,29.9,29.1,27.9,26.4,68.4,2,0,3.5,29.94545455
93.2,29.9,29.1,27.9,26.4,68.7,1.9,0,3.5,29.96363636
93.3,29.9,29.2,28,26.5,68.4,2,0,3.5,29.99090909
93.4,30.1,29.3,28.2,26.8,68.5,1.9,0,3.5,30.00909091
93.5,30.1,29.3,28.2,26.8,68.2,1.7,0,3.5,30.02727273
93.6,30,29.2,27.9,26.5,68.2,1.7,0,3.5,30.02727273
93.7,30,29.2,27.9,26.5,68.8,1.9,0,3.5,30.04545455
93.8,30.1,29.2,28.1,26.5,68.4,2,0,3.5,30.07272727
93.9,30.1,29.3,28,26.7,68.4,2.4,0,3.5,30.09090909
94,30.1,29.3,28,26.7,68.1,2.2,0,3.5,30.09090909
94.1,30.1,29.2,28.1,26.6,68.2,2.2,0,4.6,30.09090909
94.2,30.1,29.2,28.1,26.6,69.4,1.9,0,4.6,30.10909091
94.3,30.2,29.3,28.2,26.6,68.5,2,0,4.6,30.12727273
94.4,30.1,29.2,28,26.5,68.2,1.6,0,4.6,30.14545455
94.5,30.1,29.2,28,26.5,68.2,2,0,4.6,30.16363636
94.6,30.1,29.2,28.1,26.4,68.2,2,0,4.6,30.18181818
94.7,30.2,29.2,28.1,26.5,68.2,1.7,0,4.6,30.2
94.8,30.2,29.2,28.1,26.5,68.7,2.5,0,4.6,30.21818182
94.9,30.3,29.3,28.1,26.6,68.5,1.9,0,4.6,30.22727273
95,30.3,29.3,28.1,26.6,68.8,1.7,0,4.6,30.25454545
95.1,30.3,29.3,28,26.5,68.7,2,0,4.6,30.28181818
95.2,30.3,29.2,28.1,26.6,68.5,1.9,0,4.6,30.31818182
95.3,30.3,29.2,28.1,26.6,68.7,2.2,0,4.6,30.34545455
95.4,30.3,29.2,28.1,26.6,68.4,2,0,4.6,30.37272727
95.5,30.4,29.2,28.1,26.7,68.7,1.7,0,4.6,30.4
95.6,30.4,29.2,28.1,26.7,67.4,2,0,4.6,30.42727273
95.7,30.5,29.2,28.1,26.6,68.4,1.7,0,4.6,30.45454545
95.8,30.5,29.2,28.1,26.6,68.4,1.7,0,4.6,30.48181818
95.9,30.5,29.2,28.1,26.6,68.2,2.7,0,4.6,30.50909091
96,30.6,29.2,28.1,26.5,68.5,2,0,4.6,30.52727273
96.1,30.6,29.3,28.1,26.6,68.7,1.7,0,4.6,30.53636364
96.2,30.6,29.3,28.1,26.6,68.4,2.5,0,4.6,30.54545455
96.3,30.6,29.2,28.2,26.5,68.4,2,0,4.6,30.56363636
96.4,30.6,29.2,28.2,26.5,68.4,2,0,4.6,30.59090909
96.5,30.5,29.1,28,26.4,68.4,1.9,0,4.6,30.61818182
96.6,30.5,29.1,28,26.4,68.7,2.4,0,4.6,30.63636364
96.7,30.5,29.1,28,26.4,68.8,2,0,4.6,30.66363636
96.8,30.7,29.3,28.1,26.6,68.5,2.4,0,4.6,30.69090909
96.9,30.8,29.3,28.2,26.6,68.7,1.9,0,4.6,30.7
97,30.8,29.3,28.2,26.6,68.5,2,0,4.6,30.70909091
97.1,30.8,29.3,28.1,26.6,68.5,1.9,0,5.7,30.73636364
97.2,30.9,29.3,28.1,26.6,68.4,1.7,0,5.7,30.76363636
97.3,30.9,29.3,28.1,26.6,68.7,1.7,0,5.7,30.79090909
97.4,30.7,29.2,28.1,26.6,68.7,1.7,0,5.7,30.8
97.5,30.7,29.2,28.1,26.6,68.7,1.7,0,5.7,30.8
97.6,30.8,29.3,28.2,26.6,68.7,2.7,0,5.7,30.8
97.7,30.8,29.3,28.1,26.6,68.5,2.2,0,5.7,30.80909091
97.8,30.8,29.3,28.1,26.6,68.8,2.7,0,5.7,30.80909091
97.9,30.8,29.2,28.1,26.6,68.2,2.2,0,5.7,30.80909091
98,30.8,29.2,28.1,26.5,69,1.9,0,5.7,30.81818182
98.1,30.8,29.2,28.1,26.5,68.8,1.9,0,6.8,30.83636364
98.2,30.9,29.4,28.1,26.7,68.4,2,0,6.8,30.84545455
98.3,30.9,29.2,28.1,26.6,68.4,2,0,6.8,30.85454545
98.4,30.9,29.2,28.1,26.6,68.4,2,0,6.8,30.86363636
98.5,30.8,29.2,28.1,26.5,68.7,2.2,0,6.8,30.87272727
98.6,30.9,29.3,28.2,26.6,68.7,1.7,0,6.8,30.89090909
98.7,30.9,29.3,28.2,26.6,68.8,2,0,6.8,30.90909091
98.8,30.9,29.1,28.1,26.5,67.9,2.5,0,6.8,30.90909091
98.9,30.9,29.1,28,26.6,68.8,2,0,6.8,30.92727273
99,30.9,29.1,28,26.6,69,2.5,0,6.8,30.94545455
99.1,31,29.2,28.1,26.6,68.8,2,0,6.8,30.97272727
99.2,31,29.2,28.1,26.6,68.7,1.9,0,7.9,30.98181818
99.3,30.9,29.1,28,26.4,68.7,2,0,7.9,30.99090909
99.4,31.1,29.3,28.2,26.6,68.7,2.2,0,7.9,31.00909091
99.5,31.1,29.3,28.2,26.6,68.7,1.7,0,7.9,31.02727273
99.6,31.1,29.2,28,26.6,69.1,2.2,0,7.9,31.04545455
99.7,31,29.1,28,26.5,69.1,1.9,0,7.9,31.05454545
99.8,31,29.1,28,26.5,68.7,2,0,7.9,31.08181818
99.9,31.1,29.2,28.1,26.5,68.8,2.2,0,7.9,31.11818182
100,31.1,29.2,28.1,26.5,69,2.2,0,7.9,31.13636364
100.1,31.1,29.2,28.1,26.5,69,2.2,0,7.9,31.15454545
100.2,31.1,29.2,28,26.5,68.5,1.6,0,9,31.17272727
100.3,31.3,29.2,28,26.6,68.4,2,0,9,31.2
100.4,31.3,29.2,28,26.6,68.5,1.9,0,9,31.23636364
