Time(s),T1(DegC),Wall Temp(DegC),Top Plate(DegC),Bottom Plate(DegC),P1(PSI),P2(PSI),Mass Flowrate(g/min),Heater Energy (kJ),
100.5,31.3,29.3,28.2,26.8,68.7,2.4,0,9,31.26363636
100.6,31.3,29.1,28,26.5,68.7,2.5,0,9,31.29090909
100.7,31.3,29.1,28,26.5,68.8,2.4,0,9,31.32727273
100.8,31.3,29.1,28,26.5,68.8,1.9,0,9,31.36363636
100.9,31.4,29.3,28,26.5,69.1,1.7,0,9,31.37272727
101,31.4,29.3,28,26.5,69.1,1.7,0,9,31.38181818
101.1,31.4,29.3,28.1,26.6,69.1,2,0,9,31.39090909
101.2,31.5,29.4,28.2,26.6,69.1,1.7,0,10,31.40909091
101.3,31.5,29.4,28.2,26.6,68.4,2.4,0,10,31.42727273
101.4,31.4,29.2,28.2,26.5,68.4,1.7,0,10,31.43636364
101.5,31.4,29.2,28.2,26.5,69,2,0,10,31.46363636
101.6,31.4,29,28.1,26.4,68.7,1.6,0,10,31.49090909
101.7,31.5,29.2,28,26.5,69,2.7,0,10,31.5
101.8,31.5,29.2,28,26.5,68.8,2,0,10,31.52727273
101.9,31.4,29.1,28.1,26.6,68.8,2,0,10,31.55454545
102,31.7,29.3,28.1,26.6,68.8,1.9,0,10,31.59090909
102.1,31.7,29.3,28.1,26.6,66.5,2.4,0,10,31.62727273
102.2,31.5,29.2,28.1,26.5,69.1,2.8,0,11,31.66363636
102.3,31.8,29.3,28.1,26.6,69,2,0,11,31.69090909
102.4,31.8,29.3,28.1,26.6,68.7,2.4,0,11,31.72727273
102.5,31.8,29.2,28.1,26.7,68.7,1.7,0,11,31.77272727
102.6,31.8,29.2,28,26.6,68.5,2.2,0,11,31.78181818
102.7,31.8,29.2,28,26.6,68.8,2,0,11,31.79090909
102.8,31.8,29.2,28.1,26.6,68.8,2,0,11,31.83636364
102.9,31.9,29.2,28.1,26.5,70.1,2,0,11,31.85454545
103,31.9,29.2,28.1,26.5,68.8,1.9,0,11,31.87272727
103.1,31.8,29.1,28.1,26.4,69,2,0,11,31.89090909
103.2,31.8,29.1,28.1,26.4,69.1,2,0,12,31.90909091
103.3,32,29.3,28.1,26.6,68.8,2.2,0,12,31.92727273
103.4,32,29.2,28.1,26.6,68.7,2.2,0,12,31.95454545
103.5,32,29.2,28.1,26.6,69.4,2,0,12,31.97272727
103.6,32,29.2,28,26.6,69.1,1.6,0,12,31.99090909
103.7,32,29.2,28,26.5,69,1.7,0,12,32.02727273
103.8,32,29.2,28,26.5,69,1.7,0,12,32.06363636
103.9,32.1,29.2,28.1,26.5,69.3,1.9,0,12,32.09090909
104,32.1,29.2,28.1,26.5,68.8,1.6,0,12,32.11818182
104.1,32.1,29.2,28.1,26.6,68.5,1.7,0,12,32.14545455
104.2,32.2,29.1,28.1,26.7,69.3,2.5,0,12.9,32.17272727
104.3,32.2,29.1,28.1,26.7,70.4,2.2,0,12.9,32.2
104.4,32.3,29.2,28.2,26.6,68.8,2.2,0,12.9,32.22727273
104.5,32.3,29.2,28.1,26.6,69.1,1.7,0,12.9,32.24545455
104.6,32.3,29.2,28.1,26.6,69.3,2.4,0,12.9,32.27272727
104.7,32.3,29.4,28.1,26.7,69.3,2.4,0,12.9,32.3
104.8,32.3,29.2,28.3,26.7,69.1,2,0,12.9,32.31818182
104.9,32.3,29.2,28.3,26.7,68.7,2.2,0,12.9,32.34545455
105,32.3,29.2,28.1,26.7,69.3,2.4,0,12.9,32.36363636
105.1,32.4,29.1,28,26.4,69.4,2.2,0,12.9,32.39090909
105.2,32.4,29.1,28,26.4,69.1,1.7,0,13.8,32.41818182
105.3,32.4,29.2,28.1,26.6,70.1,2,0,13.8,32.44545455
105.4,32.5,29.2,28.1,26.6,69.4,2,0,13.8,32.47272727
105.5,32.5,29.2,28.1,26.6,69.1,2,0,13.8,32.50909091
105.6,32.6,29.2,28.1,26.6,69.3,1.9,0,13.8,32.54545455
105.7,32.6,29.2,28.1,26.6,69.3,1.9,0,13.8,32.57272727
105.8,32.6,29.2,28.1,26.6,68.8,2,0,13.8,32.60909091
105.9,32.6,29.3,28.1,26.6,69,1.9,0,13.8,32.64545455
106,32.7,29.2,28,26.6,69.1,2.4,0,13.8,32.67272727
106.1,32.7,29.2,28,26.6,69.7,2,0,13.8,32.7
106.2,32.7,29.2,28.1,26.5,69.3,1.7,0,14.7,32.70909091
106.3,32.8,29.2,28,26.5,69.3,1.9,0,14.7,32.72727273
106.4,32.8,29.2,28,26.5,69.3,2.2,0,14.7,32.74545455
106.5,32.8,29.2,28.1,26.5,69.3,2,0,14.7,32.78181818
106.6,32.8,29.2,28.1,26.5,69.3,2,0,14.7,32.80909091
106.7,32.7,29.2,28.1,26.7,69.1,1.7,0,14.7,32.82727273
106.8,32.8,29.2,28.1,26.6,69.1,2.4,0,14.7,32.84545455
106.9,32.8,29.2,28.1,26.6,69.4,1.7,0,14.7,32.87272727
107,33,29.3,28.1,26.6,68.7,2.4,0,14.7,32.9
107.1,33,29.3,28.1,26.6,69.6,1.7,0,14.7,32.91818182
107.2,32.9,29.2,28.2,26.5,69.7,2.2,0,15.6,32.93636364
107.3,32.9,29.2,28,26.5,69.1,2,0,15.6,32.96363636
107.4,33.1,29.3,28.1,26.6,69.3,2,0,15.6,32.99090909
107.5,33.1,29.3,28.1,26.6,69,2,0,15.6,33.01818182
107.6,33,29.2,28,26.6,69,2,0,15.6,33.02727273
107.7,33,29.2,28,26.6,69.7,1.9,0,15.6,33.04545455
107.8,33,29.2,28,26.6,69.3,1.7,0,15.6,33.07272727
107.9,33.1,29.2,28.1,26.7,68.8,2,0,15.6,33.09090909
108,33.1,29.2,28.1,26.7,69.1,1.9,0,15.6,33.1
108.1,33.1,29.2,27.9,26.5,69.4,2.2,0,15.6,33.10909091
108.2,33.2,29.2,28,26.5,69.3,2.2,0,16.4,33.13636364
108.3,33.2,29.2,28,26.5,68.8,2.2,0,16.4,33.17272727
108.4,33.1,29.1,28.1,26.5,69,2,0,16.4,33.20909091
108.5,33.2,29.2,28.1,26.5,69,2,0,16.4,33.22727273
108.6,33.2,29.2,28.1,26.5,69.6,2.2,0,16.4,33.25454545
108.7,33.3,29.2,28.2,26.5,69.9,1.9,0,16.4,33.28181818
108.8,33.4,29.2,28.2,26.5,69.3,2.2,0,16.4,33.3
108.9,33.4,29.2,28.2,26.5,69.4,2,0,16.4,33.31818182
109,33.3,29.1,27.9,26.4,69.7,-0.6,0,16.4,33.34545455
109.1,33.4,29.1,28,26.6,69,1.9,0,16.4,33.37272727
109.2,33.4,29.1,28,26.6,69.3,2.2,0,17.2,33.40909091
109.3,33.4,29.1,28,26.5,69.4,2.7,0,17.2,33.43636364
109.4,33.4,29.2,28,26.4,69.4,2.7,0,17.2,33.45454545
109.5,33.4,29.2,28,26.4,69.1,2,0,17.2,33.46363636
109.6,33.5,29.3,28.1,26.6,69.6,1.1,0,17.2,33.48181818
109.7,33.6,29.3,28,26.6,69.3,2.2,0,17.2,33.50909091
109.8,33.6,29.3,28,26.6,69.1,2.2,0,17.2,33.53636364
109.9,33.6,29.2,28.2,26.5,69.1,2,0,17.2,33.56363636
110,33.5,29.1,28,26.5,69.4,2.5,0,17.2,33.6
110.1,33.5,29.1,28,26.5,69.6,2.2,0,17.2,33.63636364
110.2,33.7,29.2,28,26.6,69.6,2.2,0,18,33.66363636
110.3,33.7,29.2,28,26.6,69.6,2.2,0,18,33.69090909
110.4,33.7,29.4,28.1,26.7,69.6,2.2,0,18,33.71818182
110.5,33.8,29.2,28.2,26.6,69.6,2.8,0,18,33.74545455
110.6,33.8,29.2,28.2,26.6,69.7,1.9,0,18,33.79090909
110.7,33.8,29.1,28.1,26.5,68.2,2,0,18,33.83636364
110.8,33.9,29.3,28.2,26.6,68.1,2.2,0,18,33.85454545
110.9,33.9,29.3,28.2,26.6,69.6,1.9,0,18,33.87272727
111,33.9,29.2,28.1,26.6,69.6,1.7,0,18,33.89090909
111.1,34,29.1,28.1,26.6,69.9,2,0,18,33.91818182
111.2,34,29.1,28.1,26.6,69.7,2,0,18.8,33.93636364
111.3,33.9,29.3,28.1,26.6,69.7,2,0,18.8,33.95454545
111.4,33.9,29.2,28,26.6,69.7,2.4,0,18.8,33.98181818
111.5,33.9,29.2,28,26.6,69.7,1.7,0,18.8,34.00909091
111.6,34.1,29.2,28.1,26.6,69.3,2.2,0,18.8,34.03636364
111.7,34,29.2,28,26.5,69.7,2,0,18.8,34.05454545
111.8,34,29.2,28,26.5,69.6,2,0,18.8,34.07272727
111.9,34.2,29.2,28.1,26.6,69.4,2.4,0,18.8,34.1
112,34.2,29.3,28.2,26.5,69.4,2.4,0,18.8,34.13636364
112.1,34.2,29.3,28.2,26.5,69.9,1.9,0,18.8,34.17272727
112.2,34.2,29.3,28.2,26.6,69.6,2,0,19.5,34.19090909
112.3,34.2,29.3,28.1,26.6,69.6,2,0,19.5,34.23636364
112.4,34.2,29.3,28.1,26.6,69.7,1.9,0,19.5,34.28181818
112.5,34.3,29.2,28.1,26.7,69.7,2,0,19.5,34.29090909
112.6,34.3,29.2,28.1,26.5,69.3,2,0,19.5,34.32727273
112.7,34.3,29.2,28.1,26.5,69.1,2,0,19.5,34.36363636
112.8,34.5,29.2,28.1,26.7,69.7,2.2,0,19.5,34.39090909
112.9,34.5,29.2,28.1,26.7,69.9,2.2,0,19.5,34.41818182
113,34.3,29.3,28,26.6,69.7,1.9,0,19.5,34.44545455
113.1,34.6,29.3,28.2,26.6,69.7,1.6,0,19.5,34.47272727
113.2,34.6,29.3,28.2,26.6,69.7,1.6,0,20.2,34.5
113.3,34.5,29.2,28.2,26.7,70.4,2.2,0,20.2,34.53636364
113.4,34.5,29.3,28,26.6,70.1,2,0,20.2,34.54545455
113.5,34.5,29.3,28,26.6,69.4,1.9,0,20.2,34.55454545
113.6,34.6,29.2,28,26.6,69.3,1.7,0,20.2,34.59090909
113.7,34.6,29.2,28,26.6,69.9,2.4,0,20.2,34.59090909
113.8,34.7,29.2,28.1,26.6,69.7,2.2,0,20.2,34.59090909
113.9,34.6,29.2,28.2,26.6,70.2,1.9,0,20.2,34.60909091
114,34.6,29.2,28.2,26.6,69.7,1.9,0,20.2,34.63636364
114.1,34.7,29.2,28.2,26.7,69.7,1.9,0,20.2,34.66363636
114.2,34.6,29.1,28.1,26.6,69.4,1.7,0,20.9,34.68181818
114.3,34.6,29.1,28.1,26.6,69.4,1.1,0,20.9,34.69090909
114.4,34.7,29.2,28,26.7,69.9,1.9,0,20.9,34.69090909
114.5,34.8,29.3,28,26.6,69.9,0.7,0,20.9,34.70909091
114.6,34.8,29.3,28,26.6,69.6,2,0,20.9,34.72727273
114.7,34.8,29.2,28,26.5,70.1,1.7,0,20.9,34.73636364
114.8,34.7,29.1,28.1,26.5,69.6,2.4,0,20.9,34.76363636
114.9,34.7,29.1,28.1,26.5,69.7,2.4,0,20.9,34.79090909
115,34.8,29.2,28.1,26.5,69.7,2.2,0,20.9,34.80909091
115.1,34.8,29.1,28,26.6,69.7,2.2,0,20.9,34.82727273
115.2,34.8,29.1,28,26.6,69.7,2.2,0,21.6,34.83636364
115.3,34.9,29.1,28.1,26.6,69.7,1.7,0,21.6,34.84545455
115.4,34.9,29.2,28.1,26.6,69.1,2.2,0,21.6,34.86363636
115.5,34.9,29.2,28.1,26.6,69.4,2.2,0,21.6,34.88181818
115.6,35,29.3,28.2,26.6,69.9,2.4,0,21.6,34.9
115.7,34.9,29.1,28.1,26.6,69.4,2.2,0,21.6,34.92727273
115.8,34.9,29.1,28.1,26.6,69.7,2.4,0,21.6,34.95454545
115.9,34.9,29.1,28.2,26.6,70.1,2,0,21.6,34.98181818
116,34.9,29.1,28.2,26.6,70.1,2,0,21.6,35
116.1,35,29.2,28,26.6,69.7,1.7,0,21.6,35.01818182
116.2,35.1,29.3,28,26.6,69.9,1.9,0,22.3,35.02727273
116.3,35.1,29.3,28,26.6,69.7,2.2,0,22.3,35.04545455
116.4,35.2,29.3,28.1,26.7,69.7,1.9,0,22.3,35.06363636
116.5,35.1,29.3,28.2,26.7,69.9,2.5,0,22.3,35.1
116.6,35.1,29.3,28.2,26.7,70.2,2.2,0,22.3,35.12727273
116.7,35.1,29.3,28.2,26.7,70.1,1.9,0,22.3,35.14545455
116.8,35.1,29.2,28,26.5,70.1,1.9,0,22.3,35.16363636
116.9,35.1,29.2,28,26.5,69.6,2.2,0,22.3,35.18181818
117,35.3,29.3,28.1,26.6,69.6,2.2,0,22.3,35.19090909
117.1,35.2,29.2,28.1,26.6,69.7,2.4,0,22.3,35.21818182
117.2,35.2,29.2,28.1,26.6,70.2,2,0,22.9,35.24545455
117.3,35.3,29.3,28.2,26.6,69.7,2.2,0,22.9,35.28181818
117.4,35.3,29.3,28.1,26.5,69.9,1.9,0,22.9,35.30909091
117.5,35.3,29.3,28.1,26.5,69.7,1.6,0,22.9,35.33636364
117.6,35.4,29.3,28.1,26.6,70.1,1.7,0,22.9,35.33636364
117.7,35.4,29.3,28.1,26.6,69.4,1.9,0,22.9,35.36363636
117.8,35.5,29.2,28,26.6,69.1,2,0,22.9,35.39090909
117.9,35.4,29.2,28.1,26.5,69.1,2,0,22.9,35.41818182
118,35.4,29.2,28.1,26.5,70.2,2.2,0,22.9,35.45454545
118.1,35.3,29.2,28.1,26.6,69.6,2.2,0,22.9,35.49090909
118.2,35.5,29.3,28.2,26.6,69.7,2.4,0,23.5,35.50909091
118.3,35.5,29.3,28.2,26.6,70.2,2.5,0,23.5,35.52727273
118.4,35.6,29.2,28,26.6,70.1,1.6,0,23.5,35.53636364
118.5,35.7,29.4,28.2,26.7,69.4,2.4,0,23.5,35.55454545
118.6,35.7,29.4,28.2,26.7,69.9,1.7,0,23.5,35.57272727
118.7,35.6,29.2,28.1,26.6,69.6,1.6,0,23.5,35.60909091
118.8,35.6,29.2,28.1,26.6,69.6,1.6,0,23.5,35.61818182
118.9,35.6,29.2,28.1,26.6,70.1,2.4,0,23.5,35.62727273
119,35.6,29.2,28.1,26.6,70.4,2,0,23.5,35.63636364
119.1,35.6,29.2,28.1,26.6,69.7,2.5,0,23.5,35.62727273
119.2,35.7,29.2,28.2,26.7,69.9,2.4,0,24.1,35.63636364
119.3,35.6,29.2,28.2,26.5,69.9,1.7,0,24.1,35.65454545
119.4,35.6,29.2,28.2,26.5,69.9,2,0,24.1,35.67272727
119.5,35.7,29.3,28.1,26.5,69.6,2.4,0,24.1,35.69090909
119.6,35.6,29.2,28,26.5,69.7,1.7,0,24.1,35.70909091
119.7,35.8,29.2,27.9,26.5,70.1,2.5,0,24.1,35.70909091
119.8,35.8,29.2,27.9,26.5,70.1,2.5,0,24.1,35.7
119.9,35.8,29.2,28.1,26.6,69.7,2.5,0,24.1,35.71818182
120,35.8,29.2,28.1,26.6,69.9,2.4,0,24.1,35.74545455
120.1,35.8,29.2,28.1,26.6,70.4,2.7,0,24.1,35.76363636
120.2,35.6,29,27.9,26.5,70.2,2,0,24.1,35.79090909
120.3,35.6,29,27.9,26.5,70.2,2.4,0,24.7,35.8
120.4,35.8,29.2,28.2,26.6,69.3,2.7,0,24.7,35.80909091
120.5,35.9,29.3,28.1,26.6,69.4,2,0,24.7,35.82727273
120.6,35.9,29.3,28.1,26.6,70.2,2.2,0,24.7,35.83636364
120.7,35.9,29.2,28.1,26.6,70.2,2,0,24.7,35.84545455
120.8,35.9,29.3,28.1,26.7,70.2,2,0,24.7,35.88181818
120.9,35.9,29.3,28.1,26.7,70.1,2.4,0,24.7,35.92727273
121,36,29.2,28.1,26.6,70.2,2,0,24.7,35.95454545
121.1,35.9,29.2,28.1,26.5,70.1,2.2,0,24.7,35.97272727
121.2,35.9,29.2,28.1,26.5,69.4,2,0,24.7,36
121.3,36,29.2,28,26.6,69.7,1.9,0,25.3,36.02727273
121.4,36.1,29.3,28.2,26.8,69.7,2.2,0,25.3,36.05454545
121.5,36.1,29.3,28.2,26.8,69.9,1.7,0,25.3,36.08181818
121.6,36.1,29.1,28.1,26.5,69.6,2.2,0,25.3,36.1
121.7,36.2,29.3,28.1,26.6,69.6,2.2,0,25.3,36.11818182
121.8,36.2,29.3,28.1,26.6,70.2,0.3,0,25.3,36.13636364
121.9,36.2,29.2,28.2,26.5,70.1,2,0,25.3,36.15454545
122,36.2,29.2,28.2,26.5,70.2,2.2,0,25.3,36.16363636
122.1,36.2,29.2,28,26.6,70.4,1.7,0,25.3,36.17272727
122.2,36.1,29.2,28.1,26.6,70.5,1.9,0,25.3,36.18181818
122.3,36.1,29.2,28.1,26.6,69.9,2.5,0,25.8,36.19090909
122.4,36.2,29.2,28,26.6,69.9,2.4,0,25.8,36.2
122.5,36.2,29.3,28,26.6,70.4,1.7,0,25.8,36.2
122.6,36.2,29.3,28,26.6,70.4,1.7,0,25.8,36.20909091
122.7,36.2,29.2,28,26.5,70.1,2.4,0,25.8,36.21818182
122.8,36.3,29.3,28.2,26.7,70.1,1.3,0,25.8,36.23636364
122.9,36.3,29.3,28.2,26.7,70.4,2.5,0,25.8,36.25454545
123,36.2,29.1,28.1,26.4,70.4,1.9,0,25.8,36.26363636
123.1,36.3,29.2,28.1,26.6,70.4,1.6,0,25.8,36.28181818
123.2,36.3,29.2,28.1,26.6,70.2,2.2,0,25.8,36.3
123.3,36.3,29.2,28.1,26.5,70.1,2,0,26.3,36.33636364
123.4,36.3,29.2,28.1,26.5,70.2,2.2,0,26.3,36.36363636
123.5,36.3,29.3,28.1,26.6,70.2,2.2,0,26.3,36.39090909
123.6,36.4,29.2,28.1,26.6,70.5,2,0,26.3,36.41818182
123.7,36.4,29.2,28.1,26.6,70.1,2.2,0,26.3,36.43636364
123.8,36.6,29.2,28.3,26.6,69.9,2.2,0,26.3,36.45454545
123.9,36.6,29.2,28.3,26.6,69.7,2,0,26.3,36.47272727
124,36.6,29.3,28.2,26.6,70.1,2.4,0,26.3,36.49090909
124.1,36.5,29.2,28.1,26.6,70.1,2.8,0,26.3,36.51818182
124.2,36.5,29.2,28.1,26.6,70.2,2.5,0,26.3,36.54545455
124.3,36.5,29.2,28,26.5,70.4,2.4,0,26.8,36.57272727
124.4,36.5,29.1,28,26.5,70.2,1.9,0,26.8,36.58181818
124.5,36.5,29.1,28,26.5,70.2,1.9,0,26.8,36.58181818
124.6,36.6,29.2,28.2,26.6,69.9,1.6,0,26.8,36.58181818
124.7,36.7,29.3,28.2,26.6,70.1,2.2,0,26.8,36.6
124.8,36.7,29.3,28.2,26.6,70.1,2.7,0,26.8,36.60909091
124.9,36.7,29.2,28.1,26.6,69.9,2.2,0,26.8,36.61818182
125,36.6,29.2,28.1,26.6,69.9,1.7,0,26.8,36.63636364
125.1,36.6,29.2,28.1,26.6,70.1,1.9,0,26.8,36.65454545
125.2,36.7,29.2,28.1,26.6,69.9,2.4,0,26.8,36.68181818
125.3,36.6,29.1,27.9,26.5,70.1,2,0,27.3,36.69090909
125.4,36.6,29.1,27.9,26.5,70.7,1.7,0,27.3,36.7
125.5,36.7,29.3,28.1,26.6,70.7,1.7,0,27.3,36.71818182
125.6,36.7,29.3,28.1,26.6,70.1,2.2,0,27.3,36.75454545
125.7,36.9,29.3,28.2,26.6,70.1,2,0,27.3,36.79090909
125.8,36.8,29.1,28,26.5,69.9,1.7,0,27.3,36.80909091
125.9,36.8,29.1,28,26.5,70.5,1.9,0,27.3,36.83636364
126,36.9,29.3,28.1,26.7,70.2,1.9,0,27.3,36.86363636
126.1,37,29.1,28.1,26.5,70.4,2.4,0,27.3,36.9
126.2,37,29.1,28.1,26.5,70.4,2.4,0,27.3,36.93636364
126.3,36.9,29.2,28.1,26.6,70.5,2.2,0,27.8,36.95454545
126.4,36.9,29.2,28,26.5,70.5,2.2,0,27.8,36.98181818
126.5,36.9,29.2,28,26.5,70.7,2.4,0,27.8,37
126.6,37.1,29.2,28.1,26.6,70.1,2.2,0,27.8,37.00909091
126.7,37.1,29.2,28.2,26.6,70.2,1.6,0,27.8,37.01818182
126.8,37.1,29.2,28.2,26.6,70.7,1.9,0,27.8,37.01818182
126.9,37.1,29.2,28.1,26.5,70.2,2.4,0,27.8,37.02727273
127,37,29.2,28.1,26.6,70.2,2,0,27.8,37.05454545
127.1,37,29.2,28.1,26.6,70.2,2.4,0,27.8,37.08181818
127.2,37.1,29.1,28.2,26.6,70.5,2.2,0,27.8,37.09090909
127.3,37,29.1,28,26.6,70.1,2,0,28.3,37.1
127.4,37,29.1,28,26.6,70.4,2.2,0,28.3,37.10909091
127.5,37.2,29.3,28.2,26.6,70.4,2,0,28.3,37.11818182
127.6,37.2,29.1,28.2,26.6,71,1.7,0,28.3,37.13636364
127.7,37.2,29.1,28.2,26.6,70.2,2,0,28.3,37.15454545
127.8,37.2,29.3,28.2,26.7,70.5,1.9,0,28.3,37.16363636
127.9,37.2,29.3,28.2,26.7,69.7,2.2,0,28.3,37.17272727
128,37.2,29.2,28.1,26.6,70.7,2,0,28.3,37.18181818
128.1,37.2,29.2,28.1,26.6,70.2,2.7,0,28.3,37.18181818
128.2,37.2,29.2,28.1,26.6,70.2,2.7,0,28.3,37.19090909
128.3,37.2,29.2,28.2,26.6,70.5,2,0,28.8,37.2
128.4,37.1,29.1,27.9,26.4,70.4,1.7,0,28.8,37.2
128.5,37.1,29.1,27.9,26.4,70.5,1,0,28.8,37.2
128.6,37.2,29.2,28,26.6,70.4,1.9,0,28.8,37.20909091
128.7,37.3,29.3,28.1,26.6,70.5,1.1,0,28.8,37.23636364
128.8,37.3,29.3,28.1,26.6,70.8,1.7,0,28.8,37.26363636
128.9,37.2,29.1,28,26.4,70.1,2,0,28.8,37.28181818
129,37.2,29.1,28,26.4,70.2,2.2,0,28.8,37.30909091
129.1,37.3,29.2,28.1,26.5,70.8,1.9,0,28.8,37.33636364
129.2,37.5,29.3,28.2,26.6,70.8,1.9,0,28.8,37.34545455
129.3,37.5,29.3,28.2,26.6,70.1,1.9,0,29.2,37.37272727
129.4,37.4,29.2,28.1,26.5,70.2,1.9,0,29.2,37.4
129.5,37.4,29.2,28.2,26.6,70.4,2.5,0,29.2,37.43636364
129.6,37.4,29.2,28.2,26.6,69.9,2.5,0,29.2,37.47272727
129.7,37.3,29.1,28,26.6,70.2,2,0,29.2,37.49090909
129.8,37.6,29.2,28.1,26.6,70.4,1.6,0,29.2,37.49090909
129.9,37.6,29.2,28.1,26.6,70.2,1.9,0,29.2,37.49090909
130,37.6,29.1,28.1,26.6,69.9,1.9,0,29.2,37.5
130.1,37.6,29.1,28.1,26.6,69.9,1.9,0,29.2,37.50909091
130.2,37.5,29.1,28,26.5,70.7,2,0,29.2,37.52727273
130.3,37.5,29.3,28.2,26.7,70.7,2,0,29.6,37.56363636
130.4,37.5,29.3,28.2,26.7,70.1,2.2,0,29.6,37.57272727
130.5,37.5,29.2,28.2,26.6,70.4,2.5,0,29.6,37.58181818
130.6,37.5,29.2,28.2,26.6,70.2,2.2,0,29.6,37.58181818
130.7,37.6,29.1,28.1,26.7,70.8,2.5,0,29.6,37.58181818
130.8,37.7,29.2,28.2,26.7,70.5,2.2,0,29.6,37.60909091
130.9,37.7,29.2,28.2,26.7,70.2,2.4,0,29.6,37.63636364
131,37.7,29.3,28.1,26.6,70.7,1.7,0,29.6,37.66363636
131.1,37.6,29.2,28.1,26.5,70.7,1.7,0,29.6,37.67272727
131.2,37.6,29.2,28.1,26.5,70.7,2.2,0,29.6,37.68181818
131.3,37.8,29.2,28.1,26.7,70.5,2.4,0,30,37.69090909
131.4,37.8,29.2,28.1,26.7,70.7,2,0,30,37.69090909
131.5,37.8,29.2,28.1,26.6,70.7,2.2,0,30,37.69090909
131.6,37.6,29.2,28.1,26.5,70.5,2.7,0,30,37.7
131.7,37.6,29.2,28.1,26.5,69.6,2.2,0,30,37.71818182
131.8,37.7,29.2,28.2,26.6,70.7,2,0,30,37.73636364
131.9,37.7,29.3,28.1,26.6,70.1,1.9,0,30,37.73636364
132,37.7,29.3,28.1,26.6,70.1,2,0,30,37.73636364
132.1,37.8,29.2,28.1,26.6,70.1,2,0,30,37.73636364
132.2,37.8,29.1,28.1,26.6,70.5,2.2,0,30,37.76363636
132.3,37.8,29.2,28.2,26.6,70.7,1.6,0,30.4,37.79090909
132.4,37.8,29.2,28.2,26.6,70.5,2.2,0,30.4,37.80909091
132.5,37.8,29.2,28.1,26.5,70.7,2.4,0,30.4,37.82727273
132.6,37.8,29.2,28.1,26.5,70.2,1.9,0,30.4,37.86363636
132.7,37.9,29.2,28.1,26.6,70.8,1.6,0,30.4,37.89090909
132.8,37.9,29.2,28.1,26.6,70.4,1.6,0,30.4,37.91818182
132.9,37.9,29.2,28.1,26.6,70.7,1.7,0,30.4,37.92727273
133,37.9,29.3,28.1,26.6,70.5,1.7,0,30.4,37.93636364
133.1,38.1,29.1,28.1,26.7,70.5,1.7,0,30.4,37.95454545
133.2,38.1,29.1,28.1,26.7,70.2,2,0,30.4,37.96363636
133.3,38.1,29.2,28.2,26.6,70.4,1.7,0,30.8,37.96363636
133.4,37.9,29.2,28.1,26.7,70.7,2,0,30.8,37.98181818
133.5,37.9,29.2,28.1,26.7,70.4,1.9,0,30.8,38
133.6,38,29.2,28.1,26.6,70.7,2,0,30.8,38.01818182
133.7,37.9,29.1,28,26.5,70.8,2.2,0,30.8,38.02727273
133.8,37.9,29.1,28,26.5,70.7,2.2,0,30.8,38.03636364
133.9,38.1,29.2,28.2,26.6,71,2.4,0,30.8,38.04545455
134,38.1,29.3,28.3,26.8,71,2.4,0,30.8,38.07272727
134.1,38.1,29.3,28.3,26.8,71,2.2,0,30.8,38.1
134.2,38.2,29.2,28.1,26.6,70.5,2.7,0,30.8,38.11818182
134.3,38.2,29.3,28.2,26.7,70.5,2.7,0,30.8,38.13636364
134.4,38.2,29.3,28.2,26.7,70.7,2,0,31.2,38.15454545
134.5,38.2,29.2,28.2,26.6,70.5,2.2,0,31.2,38.15454545
134.6,38.2,29.4,28.4,26.8,70.1,2,0,31.2,38.15454545
134.7,38.2,29.4,28.4,26.8,70.7,2.4,0,31.2,38.15454545
134.8,38.1,29.2,28.1,26.6,71,2.5,0,31.2,38.14545455
134.9,38.1,29.2,28.1,26.6,71,2.5,0,31.2,38.16363636
135,38.1,29.2,28.1,26.6,70.7,0.3,0,31.2,38.18181818
135.1,38.1,29.2,28.1,26.6,70.4,2,0,31.2,38.18181818
135.2,38.1,29.2,28.1,26.6,70.4,2,0,31.2,38.19090909
135.3,38.1,29.2,28.1,26.6,70.4,1.9,0,31.6,38.2
135.4,38.4,29.3,28.1,26.7,70.4,1.9,0,31.6,38.21818182
135.5,38.4,29.3,28.1,26.7,70.5,2,0,31.6,38.24545455
135.6,38.2,29.2,28.1,26.7,70.4,2.2,0,31.6,38.27272727
135.7,38.3,29.3,28.2,26.6,70.8,1.6,0,31.6,38.29090909
135.8,38.3,29.3,28.2,26.6,70.4,2,0,31.6,38.30909091
135.9,38.3,29.3,28.1,26.6,70.4,2,0,31.6,38.32727273
136,38.4,29.4,28.2,26.6,70.8,2.2,0,31.6,38.32727273
136.1,38.4,29.4,28.2,26.6,70.5,2.2,0,31.6,38.31818182
136.2,38.3,29.2,28.1,26.6,70.5,1.7,0,31.6,38.32727273
136.3,38.3,29.1,28,26.4,70.4,2,0,31.6,38.33636364
136.4,38.3,29.1,28,26.4,70.7,2.2,0,31.9,38.34545455
136.5,38.4,29.3,28.2,26.7,70.5,1.9,0,31.9,38.35454545
136.6,38.3,29.2,28.2,26.6,70.5,1.9,0,31.9,38.36363636
136.7,38.3,29.2,28.2,26.6,70.4,2.2,0,31.9,38.37272727
136.8,38.4,29.3,28.2,26.5,70.4,2.2,0,31.9,38.40909091
136.9,38.4,29.3,28.2,26.5,70.2,2.4,0,31.9,38.43636364
