Time(s),T1(DegC),Wall Temp(DegC),Top Plate(DegC),Bottom Plate(DegC),P1(PSI),P2(PSI),Mass Flowrate(g/min),Heater Energy (kJ)
66.40,38.60,36.40,32.90,29.70,67.60,1.90,0.05,0.00
66.50,38.60,36.40,32.90,29.70,68.20,1.90,0.04,0.00
66.60,38.60,36.40,32.90,29.70,67.40,2.50,0.02,0.00
66.70,38.60,36.40,32.80,29.50,67.60,2.40,0.05,0.00
66.80,38.50,36.40,32.80,29.60,68.20,1.70,0.04,0.00
66.90,38.50,36.40,32.80,29.60,67.70,2.40,0.05,0.00
67.00,38.60,36.60,32.90,29.60,67.70,2.40,0.07,0.00
67.10,38.60,36.40,32.70,29.60,67.90,2.20,0.04,0.00
67.20,38.60,36.40,32.70,29.60,68.10,1.90,0.04,0.00
67.30,38.40,36.50,32.90,29.70,67.60,2.00,0.02,0.00
67.40,38.40,36.40,32.80,29.60,68.20,1.70,0.02,0.00
67.50,38.40,36.40,32.80,29.60,67.60,1.70,0.05,0.00
67.60,38.50,36.60,32.90,29.70,68.10,1.90,0.02,0.00
67.70,38.40,36.40,32.70,29.50,67.70,2.00,-0.02,0.00
67.80,38.40,36.40,32.70,29.50,67.70,2.00,0.00,0.00
67.90,38.50,36.40,32.80,29.50,67.70,2.00,0.02,0.00
68.00,38.40,36.30,32.60,29.60,67.70,2.70,0.02,0.00
68.10,38.40,36.30,32.60,29.60,67.90,2.20,0.02,0.00
68.20,38.50,36.50,32.80,29.60,69.00,2.00,0.04,0.00
68.30,38.40,36.40,32.80,29.60,68.10,1.10,0.04,0.00
68.40,38.40,36.40,32.80,29.60,68.10,2.40,0.02,0.00
68.50,38.20,36.40,32.70,29.60,67.90,2.20,0.00,0.00
68.60,38.40,36.50,32.80,29.70,67.90,2.00,0.02,0.00
68.70,38.40,36.50,32.80,29.70,68.20,1.90,0.02,0.00
68.80,38.40,36.40,32.80,29.60,67.90,2.70,0.02,0.00
68.90,38.40,36.50,32.90,29.60,67.90,2.70,-0.02,0.00
69.00,38.40,36.50,32.90,29.60,67.90,2.40,0.00,0.00
69.10,38.30,36.40,32.90,29.70,67.40,2.40,0.02,0.00
69.20,38.40,36.40,32.90,29.70,67.90,2.00,0.00,0.00
69.30,38.40,36.40,32.90,29.70,67.90,2.40,0.02,0.00
69.40,38.30,36.30,32.80,29.60,67.90,3.00,0.04,0.00
69.50,38.30,36.30,32.90,29.60,68.20,2.00,0.02,0.00
69.60,38.30,36.30,32.90,29.60,67.90,2.50,0.02,0.00
69.70,38.30,36.40,32.70,29.50,67.90,2.40,0.05,0.00
69.80,38.30,36.50,32.80,29.60,67.90,2.40,0.04,0.00
69.90,38.30,36.50,32.80,29.60,67.60,2.40,0.02,0.00
70.00,38.20,36.40,32.80,29.50,67.70,2.50,0.04,0.00
70.10,38.40,36.50,32.90,29.60,68.20,2.00,0.00,0.00
70.20,38.40,36.50,32.90,29.60,67.90,2.00,0.04,0.00
70.30,38.20,36.40,32.80,29.60,67.90,2.70,0.02,0.00
70.40,38.30,36.40,32.80,29.60,67.90,2.50,0.04,0.00
70.50,38.30,36.40,32.80,29.60,67.60,2.20,0.02,0.00
70.60,38.30,36.50,32.80,29.70,67.70,2.70,0.02,0.00
70.70,38.30,36.50,32.80,29.70,67.70,2.70,0.02,0.00
70.80,38.30,36.60,33.00,29.70,67.90,2.40,0.02,0.00
70.90,38.20,36.40,32.70,29.50,67.90,2.40,0.04,0.00
71.00,38.20,36.40,32.70,29.50,67.90,2.40,0.00,0.00
71.10,38.20,36.50,32.80,29.60,67.70,2.00,0.05,0.00
71.20,38.20,36.40,32.80,29.60,68.40,2.20,0.04,0.00
71.30,38.20,36.40,32.80,29.60,67.90,2.00,0.05,0.00
71.40,38.10,36.40,32.80,29.50,67.40,2.00,0.02,0.00
71.50,38.10,36.40,32.90,29.50,67.90,2.40,0.05,0.00
71.60,38.10,36.40,32.90,29.50,67.70,2.00,0.02,0.00
71.70,38.20,36.40,32.70,29.60,67.70,2.00,0.00,0.00
71.80,38.00,36.30,32.70,29.50,67.90,1.90,0.02,0.00
71.90,38.00,36.30,32.70,29.50,67.90,2.80,0.02,0.00
72.00,38.10,36.20,32.70,29.50,67.70,2.40,0.02,0.00
72.10,38.10,36.40,32.80,29.60,67.70,2.00,0.00,0.00
72.20,38.10,36.40,32.80,29.60,67.60,2.20,0.02,0.00
72.30,38.10,36.30,32.80,29.50,68.10,2.80,0.00,0.00
72.40,38.00,36.40,32.70,29.60,67.60,2.20,0.00,0.00
72.50,38.00,36.40,32.70,29.60,68.20,2.20,0.00,0.00
72.60,38.10,36.40,32.80,29.60,68.20,2.20,0.04,0.00
72.70,38.20,36.40,32.80,29.60,67.40,2.20,0.00,0.00
72.80,38.20,36.40,32.80,29.60,67.70,1.90,0.00,0.00
72.90,37.90,36.40,32.90,29.70,67.40,2.70,0.00,0.00
73.00,38.00,36.40,32.80,29.70,67.70,2.40,0.04,0.00
73.10,38.00,36.40,32.80,29.70,67.60,2.40,0.00,0.00
73.20,38.10,36.40,32.80,29.60,68.10,2.00,0.00,0.00
73.30,38.10,36.40,32.80,29.60,67.40,2.20,0.02,0.00
73.40,38.10,36.40,32.80,29.60,67.70,2.70,0.00,0.00
73.50,38.00,36.30,32.80,29.60,67.70,2.70,0.04,0.00
73.60,38.10,36.50,32.90,29.60,67.60,2.00,0.02,0.00
73.70,38.10,36.50,32.90,29.60,67.40,2.00,0.02,0.00
73.80,38.10,36.40,32.80,29.60,67.10,2.50,0.02,0.00
73.90,38.00,36.50,32.80,29.60,67.60,2.00,0.02,0.00
74.00,38.00,36.50,32.80,29.60,67.90,2.20,0.02,0.00
74.10,38.10,36.30,32.90,29.60,67.40,2.20,0.00,0.00
74.20,38.10,36.40,32.90,29.70,68.10,2.80,0.04,0.00
74.30,38.10,36.40,32.90,29.70,67.90,2.70,0.02,0.00
74.40,37.90,36.30,32.80,29.60,67.90,2.70,0.00,0.00
74.50,37.90,36.30,32.80,29.60,67.70,2.40,0.02,0.00
74.60,38.00,36.30,32.80,29.60,65.60,2.40,0.02,0.00
74.70,38.00,36.30,32.80,29.60,67.70,2.20,0.00,0.00
74.80,37.90,36.30,32.80,29.60,67.60,2.00,0.00,0.00
74.90,37.80,36.30,32.80,29.50,67.40,2.20,0.02,0.00
75.00,37.80,36.30,32.80,29.50,67.40,2.50,0.04,0.00
75.10,38.00,36.50,32.90,29.70,67.60,1.90,0.05,0.00
75.20,37.80,36.30,32.60,29.60,67.60,2.50,0.02,0.00
75.30,37.80,36.30,32.60,29.60,68.10,2.50,0.04,0.00
75.40,37.90,36.40,32.90,29.50,68.10,2.50,0.02,0.00
75.50,37.90,36.40,32.90,29.60,67.70,0.00,0.04,0.00
75.60,37.90,36.40,32.90,29.60,67.60,1.90,0.04,0.00
75.70,37.80,36.30,32.80,29.50,67.60,2.40,0.02,0.00
75.80,37.80,36.30,32.80,29.50,67.70,2.20,0.02,0.00
75.90,37.80,36.40,32.70,29.50,68.20,2.00,0.00,0.00
76.00,37.90,36.30,32.80,29.50,67.40,2.50,0.04,0.00
76.10,37.90,36.30,32.80,29.50,67.90,2.40,-0.02,0.00
76.20,37.90,36.30,32.80,29.60,67.90,2.20,0.00,0.00
76.30,37.90,36.40,32.90,29.60,67.90,2.20,0.02,0.00
76.40,37.90,36.40,32.90,29.60,67.40,2.50,0.04,0.00
76.50,38.00,36.60,32.90,29.60,67.70,2.00,0.05,0.00
76.60,38.10,36.50,32.90,29.70,67.30,2.00,0.00,0.00
76.70,38.10,36.50,32.90,29.70,67.60,2.00,-4.98,0.00
76.80,37.90,36.40,32.80,29.60,67.60,2.40,-3.52,0.00
76.90,37.90,36.40,32.80,29.60,67.90,2.20,-2.63,0.00
77.00,37.90,36.30,32.80,29.60,68.40,2.20,3.08,0.00
77.10,38.00,36.60,32.80,29.70,68.40,2.40,6.81,0.00
77.20,38.00,36.60,32.80,29.70,68.50,2.50,0.33,0.00
77.30,38.20,36.40,32.80,29.70,68.50,2.50,0.07,0.00
77.40,38.10,36.30,32.80,29.60,68.20,2.50,0.06,0.00
77.50,38.10,36.30,32.80,29.60,68.40,2.00,0.09,0.00
77.60,38.10,36.40,32.80,29.50,68.10,2.20,0.05,0.00
77.70,38.10,36.40,32.90,29.60,67.90,2.20,0.00,0.00
77.80,38.10,36.40,32.90,29.60,68.40,2.50,0.01,0.00
77.90,38.00,36.40,32.80,29.60,68.20,2.00,0.01,0.00
78.00,38.00,36.40,32.80,29.60,68.40,2.50,0.01,0.00
78.10,38.10,36.40,32.90,29.70,68.40,2.80,0.04,0.00
78.20,37.90,36.50,32.80,29.60,68.10,2.40,0.01,0.00
78.30,37.90,36.50,32.80,29.60,68.10,2.50,0.01,0.00
78.40,38.10,36.40,32.90,29.70,67.90,1.70,0.04,0.00
78.50,38.10,36.40,32.90,29.70,68.10,2.70,0.00,0.00
78.60,38.00,36.50,33.00,29.60,68.40,2.40,0.00,0.00
78.70,37.90,36.50,32.90,29.60,68.40,2.40,0.01,0.00
78.80,37.90,36.50,32.90,29.60,68.50,2.00,-0.01,0.00
78.90,38.10,36.40,32.80,29.60,68.40,1.90,-0.01,0.00
79.00,38.00,36.60,32.80,29.50,68.20,2.50,0.01,0.00
79.10,38.00,36.60,32.80,29.50,69.30,2.40,0.00,0.00
79.20,38.10,36.60,32.90,29.70,69.30,2.40,0.01,0.00
79.30,37.90,36.40,32.80,29.60,68.20,2.40,0.00,0.00
79.40,37.90,36.40,32.80,29.60,67.90,2.70,0.13,0.00
79.50,38.00,36.50,32.90,29.70,68.40,2.00,0.81,0.00
79.60,38.00,36.50,32.80,29.70,68.40,2.00,2.01,0.00
79.70,38.00,36.50,32.80,29.70,68.40,3.30,3.41,0.00
79.80,37.90,36.50,32.70,29.60,68.40,2.50,4.56,0.00
79.90,37.80,36.40,32.90,29.50,68.50,2.00,5.54,0.00
80.00,37.80,36.40,32.90,29.50,68.40,2.40,6.35,0.00
80.10,37.90,36.40,32.80,29.70,68.40,2.40,7.14,0.00
80.20,38.00,36.50,33.00,29.70,68.50,2.40,7.66,0.00
80.30,38.00,36.50,33.00,29.70,68.40,1.70,7.80,0.00
80.40,37.90,36.40,32.70,29.60,68.50,2.50,7.46,0.00
80.50,37.90,36.40,32.80,29.50,69.00,2.00,7.44,0.00
80.60,37.90,36.40,32.80,29.50,68.50,1.90,7.33,0.00
80.70,38.00,36.30,32.90,29.60,68.50,1.90,7.16,0.00
80.80,38.00,36.40,32.80,29.60,68.50,2.00,6.89,0.00
80.90,38.00,36.40,32.80,29.60,68.40,2.00,6.61,0.00
81.00,37.80,36.20,32.70,29.50,68.80,2.40,6.36,0.00
81.10,37.80,36.30,32.80,29.50,68.40,2.20,6.09,0.00
81.20,37.80,36.30,32.80,29.50,68.40,2.20,5.83,0.00
81.30,37.80,36.30,33.00,29.60,68.80,1.70,5.91,0.00
81.40,37.80,36.30,33.00,29.60,68.40,2.00,5.94,0.00
81.50,37.70,36.20,32.70,29.40,67.90,1.90,5.87,0.00
81.60,37.80,36.30,32.80,29.60,68.80,2.50,5.65,0.00
81.70,37.80,36.30,32.80,29.60,68.20,2.20,5.43,0.00
81.80,37.90,36.30,32.80,29.60,68.50,2.20,5.11,0.00
81.90,37.80,36.30,32.80,29.70,68.70,2.20,4.91,0.00
82.00,37.80,36.30,32.80,29.70,68.70,2.20,4.56,0.00
82.10,37.70,36.40,32.90,29.70,68.70,2.40,4.29,0.00
82.20,37.70,36.40,32.90,29.70,68.10,2.00,4.23,0.00
82.30,37.80,36.40,32.80,29.70,68.80,2.40,3.91,0.00
82.40,37.70,36.40,32.90,29.70,68.20,2.40,4.48,0.00
82.50,37.70,36.40,32.90,29.70,68.70,2.40,2.02,0.00
82.60,37.70,36.30,32.70,29.50,68.40,2.70,1.63,0.00
82.70,37.80,36.40,32.80,29.70,68.70,2.70,1.46,0.00
82.80,37.80,36.40,32.80,29.70,68.20,2.80,1.29,0.00
82.90,37.80,36.30,32.90,29.60,68.20,2.80,1.11,0.00
83.00,37.70,36.30,32.90,29.60,68.80,2.80,0.99,0.00
83.10,37.70,36.30,32.90,29.60,68.40,2.20,0.90,0.00
83.20,37.80,36.40,32.80,29.70,68.50,2.40,0.86,0.00
83.30,37.60,36.20,32.80,29.60,68.20,2.40,0.73,0.00
83.40,37.60,36.20,32.80,29.60,68.20,2.20,0.69,0.00
83.50,37.70,36.30,32.90,29.70,68.50,2.00,0.59,0.00
83.60,37.70,36.30,32.90,29.70,68.20,2.20,0.54,0.00
83.70,37.70,36.30,32.90,29.70,68.20,1.70,0.52,0.00
83.80,37.50,36.30,32.90,29.70,68.50,2.20,0.49,0.00
83.90,37.50,36.30,32.90,29.70,68.50,2.20,0.40,0.00
84.00,37.70,36.30,32.80,29.60,67.90,2.20,0.36,0.00
84.10,37.70,36.30,32.80,29.60,68.40,2.00,0.34,0.00
84.20,37.70,36.30,32.80,29.60,68.40,2.20,0.32,0.00
84.30,37.70,36.40,32.80,29.60,68.70,2.00,0.28,0.00
84.40,37.70,36.40,32.90,29.70,68.40,2.40,0.27,0.00
84.50,37.70,36.40,32.90,29.70,68.70,2.50,0.27,0.00
84.60,37.50,36.20,32.70,29.60,68.50,2.50,0.25,0.00
84.70,37.60,36.50,32.80,29.60,68.20,1.90,0.21,0.00
84.80,37.60,36.50,32.80,29.60,68.20,1.90,0.21,0.00
84.90,37.60,36.30,32.80,29.60,68.40,2.20,0.18,0.00
85.00,37.60,36.30,32.80,29.60,68.40,2.00,0.18,0.00
85.10,37.60,36.30,32.80,29.60,68.50,2.40,-2.45,0.00
85.20,37.60,36.30,32.80,29.50,68.20,2.40,-3.32,0.00
85.30,37.60,36.30,32.80,29.50,68.80,2.20,-2.31,0.00
85.40,37.70,36.30,32.90,29.60,69.10,2.50,-1.27,0.00
85.50,37.80,36.50,32.90,29.70,69.30,1.90,69.22,0.00
85.60,37.80,36.50,32.90,29.70,69.10,2.00,0.73,0.00
85.70,37.70,36.20,32.70,29.50,69.10,2.50,0.20,0.00
85.80,37.90,36.40,32.80,29.60,69.70,2.20,0.28,0.00
85.90,37.90,36.40,32.80,29.60,69.70,2.20,3.86,0.00
86.00,37.80,36.30,32.80,29.50,69.10,2.20,9.02,0.00
86.10,37.90,36.20,32.90,29.60,69.30,2.00,14.52,0.00
86.20,37.90,36.20,32.90,29.60,69.40,2.20,19.43,0.00
86.30,37.80,36.30,32.80,29.70,69.00,2.50,21.12,0.00
86.40,37.80,36.30,32.80,29.70,69.10,2.00,20.70,0.00
86.50,37.80,36.30,32.80,29.50,69.10,2.40,14.80,0.00
86.60,37.90,36.40,32.80,29.70,68.70,2.50,5.42,0.00
86.70,37.90,36.40,32.80,29.70,68.70,2.50,4.00,0.00
86.80,37.80,36.40,32.90,29.60,68.80,2.20,3.13,0.00
86.90,37.90,36.50,32.90,29.70,69.00,2.70,2.50,0.00
87.00,37.90,36.50,32.90,29.70,69.10,2.00,2.00,0.00
87.10,37.80,36.30,32.90,29.50,68.80,2.40,1.59,0.00
87.20,37.70,36.30,32.80,29.70,68.80,2.70,1.31,0.00
87.30,37.70,36.30,32.80,29.70,69.10,2.70,1.08,0.00
87.40,37.70,36.40,33.00,29.70,68.80,1.90,0.96,0.00
87.50,37.70,36.40,33.00,29.70,69.10,2.40,0.85,0.00
87.60,37.70,36.30,32.90,29.60,69.10,2.40,0.75,0.00
87.70,37.80,36.50,32.90,29.60,69.40,1.90,-3.59,0.00
87.80,37.80,36.40,32.90,29.60,69.30,2.70,-2.62,0.00
87.90,37.80,36.40,32.90,29.60,68.80,2.80,-1.79,0.00
88.00,37.60,36.30,32.70,29.70,69.30,2.40,-0.92,0.00
88.10,37.60,36.30,32.70,29.70,70.10,2.00,75.78,0.00
88.20,37.80,36.30,32.80,29.60,69.90,2.70,0.60,0.00
88.30,37.80,36.30,32.80,29.50,69.40,2.20,0.18,0.00
88.40,37.80,36.30,32.80,29.50,69.70,2.70,0.09,0.00
88.50,37.80,36.30,32.70,29.50,69.60,2.20,1.34,0.00
88.60,37.80,36.30,32.70,29.50,69.70,1.90,6.05,0.00
88.70,38.00,36.40,32.90,29.70,69.10,2.20,11.43,0.00
88.80,37.90,36.30,32.80,29.60,69.60,1.90,17.19,0.00
88.90,37.90,36.30,32.80,29.60,69.70,2.50,20.48,0.00
89.00,38.00,36.40,32.80,29.70,69.30,2.00,21.47,0.00
89.10,37.80,36.30,32.70,29.60,69.70,2.40,18.09,0.00
89.20,37.80,36.30,32.70,29.60,69.60,2.50,6.07,0.00
89.30,38.00,36.40,32.90,29.80,70.10,2.20,4.23,0.00
89.40,37.80,36.40,32.90,29.60,70.20,1.90,3.29,0.00
89.50,37.80,36.40,32.90,29.60,69.40,2.20,2.66,0.00
89.60,37.90,36.50,32.90,29.80,69.40,2.00,2.18,0.00
89.70,37.80,36.40,32.90,29.70,69.60,2.70,1.66,0.00
89.80,37.80,36.40,32.90,29.70,70.10,2.40,1.43,0.00
89.90,37.80,36.40,33.10,29.70,69.60,2.00,1.14,0.00
90.00,37.70,36.40,32.90,29.60,69.70,2.70,0.99,0.00
90.10,37.70,36.40,32.90,29.60,69.60,2.40,0.90,0.00
90.20,37.80,36.30,32.80,29.60,69.30,2.00,0.76,0.00
90.30,37.80,36.40,32.80,29.60,69.30,2.00,0.69,0.00
90.40,37.80,36.40,32.80,29.60,69.60,2.50,0.58,0.00
90.50,37.70,36.60,32.80,29.60,69.60,2.40,0.52,0.00
90.60,37.70,36.60,32.80,29.60,69.30,2.70,0.45,0.00
90.70,37.80,36.40,32.80,29.60,69.70,2.40,0.44,0.00
90.80,37.60,36.20,32.90,29.60,69.40,2.50,0.36,0.00
90.90,37.60,36.20,32.90,29.60,69.40,2.00,0.36,0.00
91.00,37.70,36.30,32.80,29.60,69.70,3.00,0.02,0.00
91.10,37.70,36.50,32.90,29.60,69.60,2.00,0.00,0.00
91.20,37.70,36.50,32.90,29.60,69.70,2.80,0.02,0.00
91.30,37.60,36.30,32.80,29.50,69.70,2.80,0.02,0.00
91.40,37.60,36.30,32.80,29.50,69.70,2.00,0.02,0.00
91.50,37.60,36.40,32.90,29.70,69.40,2.80,0.00,0.00
91.60,37.60,36.30,32.90,29.60,69.70,2.00,-0.02,0.00
91.70,37.60,36.30,32.90,29.60,69.30,1.90,0.00,0.00
91.80,37.50,36.30,32.80,29.60,69.40,2.00,0.02,0.00
91.90,37.50,36.30,32.80,29.60,69.40,2.20,0.00,0.00
92.00,37.50,36.30,32.80,29.60,69.30,2.00,0.00,0.00
92.10,37.50,36.40,32.90,29.60,69.00,2.20,0.00,0.00
92.20,37.60,36.40,32.90,29.70,69.00,2.20,0.00,0.00
92.30,37.60,36.40,32.90,29.70,69.70,2.20,0.00,0.00
92.40,37.50,36.30,32.80,29.50,69.90,2.80,0.00,0.00
92.50,37.40,36.30,32.80,29.60,69.10,1.70,0.00,0.00
92.60,37.40,36.30,32.80,29.60,69.30,2.50,0.00,0.00
92.70,37.60,36.40,32.90,29.70,69.70,2.00,0.00,0.00
92.80,37.50,36.30,32.80,29.50,69.60,1.90,0.00,0.00
92.90,37.50,36.30,32.80,29.50,69.70,2.20,0.00,0.00
93.00,37.60,36.40,32.90,29.70,69.90,2.20,0.00,0.00
93.10,37.50,36.40,32.80,29.60,69.70,2.40,0.00,0.00
93.20,37.50,36.40,32.80,29.60,69.70,2.50,0.00,0.00
93.30,37.40,36.40,32.90,29.60,69.40,2.00,0.00,0.00
93.40,37.50,36.40,32.80,29.70,69.40,2.40,0.00,0.00
93.50,37.50,36.40,32.80,29.70,69.70,2.50,0.00,0.00
93.60,37.50,36.40,32.80,29.60,69.90,2.50,0.00,0.00
93.70,37.50,36.40,32.80,29.60,69.60,2.50,0.00,0.00
93.80,37.40,36.20,32.80,29.60,69.60,2.20,0.00,0.00
93.90,37.40,36.30,32.80,29.60,69.70,2.40,0.00,0.00
94.00,37.40,36.30,32.80,29.60,69.60,2.70,0.00,0.00
94.10,37.40,36.30,32.80,29.60,69.60,2.70,0.00,0.00
94.20,37.40,36.20,32.80,29.50,69.70,2.00,0.00,0.00
94.30,37.40,36.20,32.80,29.50,70.70,1.90,0.00,0.00
94.40,37.50,36.30,32.90,29.70,69.30,1.90,0.00,0.00
94.50,37.30,36.40,32.80,29.60,69.60,2.00,0.00,0.00
94.60,37.30,36.40,32.80,29.60,69.60,2.00,0.00,0.00
94.70,37.40,36.40,32.90,29.60,69.70,2.20,0.00,0.00
94.80,37.40,36.40,32.80,29.60,69.10,2.20,0.00,0.00
94.90,37.40,36.40,32.80,29.60,69.40,2.20,0.00,0.00
95.00,37.40,36.30,32.80,29.60,69.40,2.20,0.00,0.00
95.10,37.40,36.40,32.90,29.60,69.40,2.50,0.00,0.00
95.20,37.40,36.40,32.90,29.60,69.60,2.00,0.00,0.00
95.30,37.40,36.40,32.90,29.60,69.60,2.40,0.00,0.00
95.40,37.40,36.40,32.90,29.60,69.40,2.20,0.00,0.00
95.50,37.40,36.40,32.90,29.60,69.30,1.90,0.00,0.00
95.60,37.30,36.30,32.80,29.60,69.70,2.00,0.00,0.00
95.70,37.40,36.30,32.80,29.70,69.60,2.20,0.00,0.00
95.80,37.40,36.30,32.80,29.70,69.70,2.50,0.00,0.00
95.90,37.40,36.40,33.00,29.70,69.70,2.00,0.00,0.00
96.00,37.40,36.40,33.00,29.70,69.60,2.40,0.00,0.00
