Time(s),T1(DegC),Wall Temp(DegC),Top Plate(DegC),Bottom Plate(DegC),P1(PSI),P2(PSI),Mass Flowrate(g/min),Heater Energy (kJ)
93.60,39.80,31.90,29.30,27.00,41.10,2.40,0.00,26.00
93.70,39.80,31.90,29.30,27.00,41.10,2.40,0.00,26.00
93.80,40.00,32.00,29.40,27.20,41.40,3.00,0.00,26.00
93.90,40.00,32.00,29.40,27.20,41.00,2.40,0.00,26.00
94.00,40.00,32.00,29.40,27.20,41.10,2.50,0.00,26.00
94.10,39.90,32.00,29.40,27.10,41.00,2.70,0.00,26.00
94.20,40.10,31.90,29.30,27.00,39.10,2.40,0.00,28.00
94.30,40.10,31.90,29.30,27.00,40.80,2.50,0.00,28.00
94.40,40.20,32.10,29.50,27.20,40.80,2.20,0.00,28.00
94.50,40.30,31.90,29.30,27.10,41.10,2.00,0.00,28.00
94.60,40.30,31.90,29.30,27.10,41.40,1.90,0.00,28.00
94.70,40.40,32.00,29.40,27.10,41.40,1.90,0.00,28.00
94.80,40.40,32.00,29.40,27.10,41.10,2.40,0.00,28.00
94.90,40.60,32.20,29.40,27.10,41.30,2.40,0.00,28.00
95.00,40.60,32.10,29.50,27.20,40.80,2.40,0.00,28.00
95.10,40.60,32.10,29.50,27.20,41.00,2.40,0.00,28.00
95.20,40.70,32.00,29.40,27.10,41.30,2.00,0.00,29.90
95.30,40.70,32.00,29.40,27.10,41.40,1.70,0.00,29.90
95.40,40.70,32.00,29.40,27.10,41.60,2.00,0.00,29.90
95.50,40.80,31.80,29.40,26.90,41.10,2.00,0.00,29.90
95.60,40.80,32.00,29.40,27.00,41.40,2.70,0.00,29.90
95.70,40.80,32.00,29.40,27.00,41.60,2.00,0.00,29.90
95.80,41.00,32.20,29.50,27.20,41.40,2.50,0.00,29.90
95.90,41.10,32.10,29.40,27.20,41.00,2.50,0.00,29.90
96.00,41.10,32.10,29.40,27.20,41.10,2.40,0.00,29.90
96.10,41.20,32.00,29.40,27.20,41.30,2.20,0.00,29.90
96.20,41.20,32.00,29.40,27.20,41.70,2.40,0.00,31.80
96.30,41.20,31.90,29.60,27.00,41.00,2.00,0.00,31.80
96.40,41.50,32.10,29.60,27.30,41.40,2.70,0.00,31.80
96.50,41.50,32.10,29.60,27.30,40.50,2.70,0.00,31.80
96.60,41.50,32.10,29.40,27.20,41.30,2.20,0.00,31.80
96.70,41.50,32.00,29.40,27.10,41.30,2.20,0.00,31.80
96.80,41.50,32.00,29.40,27.10,41.40,1.70,0.00,31.80
96.90,41.50,32.00,29.40,27.20,41.30,2.20,0.00,31.80
97.00,41.50,32.00,29.40,27.20,41.60,2.00,0.00,31.80
97.10,41.60,32.00,29.40,27.10,41.40,2.70,0.00,31.80
97.20,41.60,32.00,29.30,27.20,41.00,2.40,0.00,33.60
97.30,41.60,32.00,29.30,27.20,41.40,2.00,0.00,33.60
97.40,41.80,32.00,29.50,27.10,41.40,2.40,0.00,33.60
97.50,41.70,32.00,29.40,27.10,41.70,2.20,0.00,33.60
97.60,41.70,32.00,29.40,27.10,41.10,1.90,0.00,33.60
97.70,41.80,32.10,29.30,27.10,41.90,2.00,0.00,33.60
97.80,41.80,32.10,29.30,27.10,41.30,2.00,0.00,33.60
97.90,41.90,31.90,29.50,27.20,41.10,2.00,0.00,33.60
98.00,41.90,32.00,29.40,27.10,41.40,1.70,0.00,33.60
98.10,41.90,32.00,29.40,27.10,41.40,2.70,0.00,33.60
98.20,41.90,32.00,29.50,27.10,41.40,2.70,0.00,35.40
98.30,42.30,32.10,29.50,27.20,41.70,2.40,0.00,35.40
98.40,42.30,32.10,29.50,27.20,41.40,2.00,0.00,35.40
98.50,42.30,32.10,29.40,27.10,41.40,2.20,0.00,35.40
98.60,42.10,32.00,29.50,27.10,41.40,2.20,0.00,35.40
98.70,42.10,32.00,29.50,27.10,41.70,2.40,0.00,35.40
98.80,42.20,32.00,29.40,27.10,41.40,2.00,0.00,35.40
98.90,42.50,32.00,29.40,27.10,41.60,2.00,0.00,35.40
99.00,42.50,32.00,29.40,27.10,41.10,2.00,0.00,35.40
99.10,42.60,32.00,29.40,27.10,41.40,2.20,0.00,35.40
99.20,42.60,32.00,29.40,27.20,41.40,2.70,0.00,35.40
99.30,42.60,32.00,29.40,27.20,41.40,2.70,0.00,37.10
99.40,42.60,32.10,29.50,27.10,42.00,2.00,0.00,37.10
99.50,42.60,32.10,29.50,27.10,42.00,2.00,0.00,37.10
99.60,42.80,32.00,29.30,27.10,41.70,2.40,0.00,37.10
99.70,42.60,32.00,29.50,27.10,41.40,2.40,0.00,37.10
99.80,42.60,32.00,29.50,27.10,41.60,2.50,0.00,37.10
99.90,42.80,32.10,29.40,27.10,41.60,2.00,0.00,37.10
100.00,42.80,32.10,29.40,27.10,41.60,1.70,0.00,37.10
100.10,42.90,32.10,29.40,27.10,41.40,2.40,0.00,37.10
100.20,43.00,32.00,29.40,27.00,41.60,2.40,0.00,37.10
100.30,43.00,32.00,29.40,27.00,41.70,2.50,0.00,38.80
100.40,43.00,32.00,29.30,27.20,41.40,2.20,0.00,38.80
100.50,43.20,32.10,29.40,27.10,41.40,2.20,0.00,38.80
100.60,43.20,32.10,29.40,27.10,41.60,1.70,0.00,38.80
100.70,43.00,32.00,29.30,27.00,42.00,2.20,0.00,38.80
100.80,43.30,32.00,29.40,27.20,42.00,2.40,0.00,38.80
100.90,43.30,32.00,29.40,27.20,41.60,1.70,0.00,38.80
101.00,43.10,32.00,29.50,27.10,41.60,2.40,0.00,38.80
101.10,43.30,32.10,29.40,27.10,41.90,2.20,0.00,38.80
101.20,43.30,32.10,29.40,27.10,42.20,1.70,0.00,38.80
101.30,43.40,32.00,29.40,27.00,41.70,2.20,0.00,40.50
101.40,43.30,31.90,29.20,27.00,41.90,2.50,0.00,40.50
101.50,43.30,31.90,29.20,27.00,41.60,2.00,0.00,40.50
101.60,43.50,31.90,29.40,27.10,41.60,2.20,0.00,40.50
101.70,43.80,32.10,29.50,27.10,42.00,2.40,0.00,40.50
101.80,43.80,32.10,29.50,27.10,40.40,2.50,0.00,40.50
101.90,43.80,32.00,29.30,27.10,41.60,2.00,0.00,40.50
102.00,43.70,32.00,29.40,27.10,41.40,2.40,0.00,40.50
102.10,43.70,32.00,29.40,27.10,41.60,2.70,0.00,40.50
102.20,44.00,32.10,29.50,27.10,41.60,2.40,0.00,40.50
102.30,44.00,32.10,29.50,27.10,41.90,2.00,0.00,42.10
102.40,44.20,32.00,29.40,27.20,41.90,2.00,0.00,42.10
102.50,44.10,31.90,29.40,27.20,41.70,2.00,0.00,42.10
102.60,44.10,31.90,29.40,27.20,41.70,2.20,0.00,42.10
102.70,44.10,32.00,29.30,27.20,41.70,2.50,0.00,42.10
102.80,44.00,32.00,29.30,27.00,41.70,2.40,0.00,42.10
102.90,44.00,32.00,29.30,27.00,41.90,2.20,0.00,42.10
103.00,44.20,32.00,29.40,27.10,42.00,1.90,0.00,42.10
103.10,44.40,31.90,29.40,27.10,41.70,2.50,0.00,42.10
103.20,44.40,31.90,29.40,27.10,41.70,2.20,0.00,42.10
103.30,44.30,32.10,29.40,27.20,41.70,2.20,0.00,43.70
103.40,44.60,32.00,29.40,27.10,42.20,2.00,0.00,43.70
103.50,44.60,32.00,29.40,27.10,41.70,1.30,0.00,43.70
103.60,44.50,32.00,29.40,27.10,41.40,2.20,0.00,43.70
103.70,44.70,32.00,29.50,27.20,42.00,2.00,0.00,43.70
103.80,44.70,32.00,29.50,27.20,41.90,2.40,0.00,43.70
103.90,44.70,32.00,29.60,27.20,42.20,2.80,0.00,43.70
104.00,44.70,32.00,29.60,27.20,41.90,2.20,0.00,43.70
104.10,44.80,32.10,29.60,27.30,42.50,1.30,0.00,43.70
104.20,44.70,32.00,29.50,27.10,42.50,1.30,0.00,43.70
104.30,44.70,32.00,29.50,27.10,41.60,2.40,0.00,45.20
104.40,44.70,32.00,29.20,27.10,42.40,2.40,0.00,45.20
104.50,45.00,32.00,29.50,27.30,41.60,2.00,0.00,45.20
104.60,45.00,32.00,29.50,27.30,41.90,1.90,0.00,45.20
104.70,44.90,32.10,29.60,27.20,41.30,2.40,0.00,45.20
104.80,45.00,32.00,29.40,27.10,41.70,2.80,0.00,45.20
104.90,45.00,32.00,29.40,27.10,39.30,2.40,0.00,45.20
105.00,44.90,31.90,29.40,27.00,42.20,2.50,0.00,45.20
105.10,45.30,32.10,29.40,27.00,42.20,2.50,0.00,45.20
105.20,45.30,32.10,29.40,27.00,41.60,2.20,0.00,45.20
105.30,45.20,32.00,29.30,27.10,41.60,2.70,0.00,46.70
105.40,45.10,32.00,29.40,27.00,41.90,2.20,0.00,46.70
105.50,45.10,32.00,29.40,27.00,41.70,2.50,0.00,46.70
105.60,45.30,32.10,29.30,27.20,42.20,2.00,0.00,46.70
105.70,45.40,32.10,29.50,27.10,42.40,1.90,0.00,46.70
105.80,45.40,32.10,29.50,27.10,41.90,2.20,0.00,46.70
105.90,45.30,32.00,29.50,27.20,42.00,2.80,0.00,46.70
106.00,45.50,32.00,29.30,27.10,42.00,2.80,0.00,46.70
106.10,45.50,32.00,29.30,27.10,41.90,2.50,0.00,46.70
106.20,45.50,32.00,29.50,27.10,41.70,2.50,0.00,46.70
106.30,45.50,32.10,29.40,27.10,42.40,2.70,0.00,48.20
106.40,45.50,32.10,29.40,27.10,41.90,2.50,0.00,48.20
106.50,45.60,32.10,29.40,27.10,41.70,2.00,0.00,48.20
106.60,45.70,32.00,29.40,27.00,41.90,1.90,0.00,48.20
106.70,45.70,32.00,29.40,27.00,42.40,2.70,0.00,48.20
106.80,45.70,31.90,29.30,27.00,42.40,2.00,0.00,48.20
106.90,45.90,31.90,29.50,27.10,42.40,2.00,0.00,48.20
107.00,45.90,31.90,29.50,27.10,42.00,2.00,0.00,48.20
107.10,45.80,32.00,29.50,27.00,42.00,2.20,0.00,48.20
107.20,45.80,32.00,29.50,27.00,41.90,1.90,0.00,48.20
107.30,45.90,32.10,29.60,27.20,39.60,2.50,0.00,49.60
107.40,45.90,32.00,29.40,27.10,41.70,2.50,0.00,49.60
107.50,45.90,32.00,29.40,27.10,42.20,2.00,0.00,49.60
107.60,46.10,31.90,29.50,27.10,42.00,0.30,0.00,49.60
107.70,46.10,32.10,29.50,27.10,42.00,2.00,0.00,49.60
107.80,46.10,32.10,29.50,27.10,41.90,2.70,0.00,49.60
107.90,46.00,32.00,29.40,27.10,41.90,2.70,0.00,49.60
108.00,46.30,32.00,29.50,27.20,42.20,2.40,0.00,49.60
108.10,46.30,32.00,29.50,27.20,42.40,2.70,0.00,49.60
108.20,46.20,32.00,29.50,27.10,42.20,1.40,0.00,49.60
108.30,46.30,31.90,29.40,27.10,42.00,2.50,0.00,51.00
108.40,46.30,31.90,29.40,27.10,42.20,2.00,0.00,51.00
108.50,46.30,32.00,29.40,27.10,43.30,2.20,0.00,51.00
108.60,46.40,31.80,29.40,27.00,42.20,-0.40,0.00,51.00
108.70,46.40,31.80,29.40,27.00,42.00,2.50,0.00,51.00
108.80,46.40,32.00,29.40,27.10,42.00,2.50,0.00,51.00
108.90,46.40,32.00,29.40,27.10,42.80,2.20,0.00,51.00
109.00,46.70,32.00,29.40,27.00,42.80,2.00,0.00,51.00
109.10,46.70,31.90,29.40,27.00,42.20,2.20,0.00,51.00
109.20,46.70,31.90,29.40,27.00,42.00,2.00,0.00,51.00
109.30,46.80,32.00,29.40,27.10,41.70,1.70,0.00,52.40
109.40,46.90,32.00,29.50,27.10,42.00,2.80,0.00,52.40
109.50,46.90,32.00,29.50,27.10,42.20,1.90,0.00,52.40
109.60,47.00,32.00,29.50,27.00,42.00,2.00,0.00,52.40
109.70,46.90,31.90,29.30,27.00,42.00,2.00,0.00,52.40
109.80,46.90,31.90,29.30,27.00,42.50,2.50,0.00,52.40
109.90,47.00,32.00,29.40,27.10,42.40,2.80,0.00,52.40
110.00,47.10,31.90,29.50,27.10,42.40,2.20,0.00,52.40
110.10,47.10,31.90,29.50,27.10,42.70,1.70,0.00,52.40
110.20,47.00,31.90,29.40,27.00,42.50,1.90,0.00,52.40
110.30,47.20,31.90,29.50,27.10,42.40,2.70,0.00,53.70
110.40,47.20,31.90,29.50,27.10,42.40,2.20,0.00,53.70
110.50,47.20,32.00,29.50,27.10,42.40,2.70,0.00,53.70
110.60,47.20,32.00,29.50,27.10,42.40,2.70,0.00,53.70
110.70,47.40,32.10,29.50,27.30,42.50,2.40,0.00,53.70
110.80,47.40,31.80,29.40,27.10,42.70,2.50,0.00,53.70
110.90,47.40,31.80,29.40,27.10,42.40,2.00,0.00,53.70
111.00,47.40,32.00,29.50,27.10,42.50,2.40,0.00,53.70
111.10,47.40,32.00,29.50,27.10,42.70,2.00,0.00,53.70
111.20,47.40,31.90,29.50,27.10,42.40,2.00,0.00,53.70
111.30,47.40,31.90,29.40,27.00,42.50,2.20,0.00,55.00
111.40,47.40,31.90,29.40,27.00,41.90,1.40,0.00,55.00
111.50,47.70,32.00,29.50,27.20,42.70,2.80,0.00,55.00
111.60,47.60,32.00,29.40,27.20,42.70,2.80,0.00,55.00
111.70,47.60,32.00,29.40,27.20,42.70,2.20,0.00,55.00
111.80,47.70,31.90,29.30,27.20,42.70,1.70,0.00,55.00
111.90,47.70,32.00,29.40,27.10,42.70,2.20,0.00,55.00
112.00,47.70,32.00,29.40,27.10,42.40,2.40,0.00,55.00
112.10,48.10,32.10,29.50,27.20,42.20,2.40,0.00,55.00
112.20,48.00,32.00,29.50,27.20,42.70,2.20,0.00,55.00
112.30,48.00,32.00,29.50,27.20,42.80,1.90,0.00,56.30
112.40,48.00,32.00,29.40,27.20,42.70,2.40,0.00,56.30
112.50,48.00,31.90,29.40,27.10,42.70,2.40,0.00,56.30
112.60,48.00,31.90,29.40,27.10,42.80,2.20,0.00,56.30
112.70,48.20,32.00,29.50,27.10,42.40,2.40,0.00,56.30
112.80,48.20,32.00,29.50,27.10,42.50,2.40,0.00,56.30
112.90,48.30,32.00,29.60,27.20,42.20,2.00,0.00,56.30
113.00,48.30,32.00,29.40,27.10,42.20,1.90,0.00,56.30
113.10,48.30,32.00,29.40,27.10,42.80,2.00,0.00,56.30
113.20,48.30,32.00,29.50,27.10,41.10,2.70,0.00,56.30
113.30,48.40,32.00,29.40,27.20,42.50,3.00,0.00,56.30
113.40,48.40,32.00,29.40,27.20,42.70,2.50,0.00,57.50
113.50,48.50,31.90,29.40,27.20,42.70,2.50,0.00,57.50
113.60,48.50,31.90,29.40,27.00,42.20,2.40,0.00,57.50
113.70,48.50,31.90,29.40,27.00,43.00,2.00,0.00,57.50
113.80,48.70,32.00,29.50,27.10,42.80,2.80,0.00,57.50
113.90,48.70,32.10,29.60,27.10,42.70,1.70,0.00,57.50
114.00,48.70,32.10,29.60,27.10,43.00,2.00,0.00,57.50
114.10,48.90,31.90,29.40,27.20,42.70,2.40,0.00,57.50
114.20,48.80,32.10,29.50,27.20,42.70,2.50,0.00,57.50
114.30,48.80,32.10,29.50,27.20,42.80,2.40,0.00,58.70
114.40,48.80,31.90,29.50,27.10,42.80,2.40,0.00,58.70
114.50,48.80,31.90,29.50,27.10,42.80,2.50,0.00,58.70
114.60,48.80,32.00,29.40,27.10,43.00,2.20,0.00,58.70
114.70,48.90,32.00,29.40,27.10,42.70,1.70,0.00,58.70
114.80,48.90,32.00,29.40,27.10,42.80,2.70,0.00,58.70
114.90,48.90,31.90,29.50,27.10,42.00,2.00,0.00,58.70
115.00,49.00,32.00,29.40,27.20,42.50,1.90,0.00,58.70
115.10,49.00,32.00,29.40,27.20,42.40,2.00,0.00,58.70
115.20,49.10,31.90,29.40,27.10,42.40,2.20,0.00,58.70
115.30,49.10,31.80,29.30,26.90,42.40,2.20,0.00,58.70
115.40,49.10,31.80,29.30,26.90,43.10,2.20,0.00,59.90
115.50,49.10,31.90,29.40,27.20,42.80,2.50,0.00,59.90
115.60,49.10,31.90,29.40,27.20,42.50,2.00,0.00,59.90
115.70,49.30,32.00,29.50,27.20,42.80,0.70,0.00,59.90
115.80,49.20,32.00,29.40,27.20,43.00,2.40,0.00,59.90
115.90,49.50,32.10,29.60,27.30,42.20,2.00,0.00,59.90
116.00,49.50,32.10,29.60,27.30,42.50,2.40,0.00,59.90
116.10,49.40,32.00,29.50,27.20,42.70,1.30,0.00,59.90
116.20,49.40,32.00,29.50,27.20,42.70,1.30,0.00,59.90
116.30,49.50,32.10,29.50,27.20,42.20,2.20,0.00,61.00
116.40,49.50,31.90,29.40,27.20,43.10,3.00,0.00,61.00
116.50,49.50,31.90,29.40,27.20,42.70,1.70,0.00,61.00
116.60,49.70,32.00,29.50,27.20,43.10,2.20,0.00,61.00
116.70,49.70,32.00,29.50,27.20,42.40,2.40,0.00,61.00
116.80,49.70,32.10,29.40,27.10,43.00,2.40,0.00,61.00
116.90,49.80,32.00,29.30,27.00,43.00,2.20,0.00,61.00
117.00,49.80,32.00,29.30,27.00,42.70,2.50,0.00,61.00
117.10,49.80,32.10,29.50,27.20,42.50,2.40,0.00,61.00
117.20,49.80,32.20,29.60,27.20,42.50,2.40,0.00,61.00
117.30,49.80,32.20,29.60,27.20,42.50,2.20,0.00,62.10
117.40,49.70,31.90,29.50,27.10,42.70,2.20,0.00,62.10
117.50,49.80,32.00,29.30,27.00,42.80,1.70,0.00,62.10
117.60,49.80,32.00,29.30,27.00,42.70,2.40,0.00,62.10
117.70,49.90,32.10,29.70,27.10,42.50,2.20,0.00,62.10
117.80,49.90,32.10,29.70,27.10,42.80,2.20,0.00,62.10
117.90,50.10,32.10,29.50,27.20,42.50,1.90,0.00,62.10
118.00,50.00,32.00,29.60,27.20,42.70,2.20,0.00,62.10
118.10,50.00,32.00,29.60,27.20,42.70,2.20,0.00,62.10
118.20,50.00,32.10,29.50,27.20,43.00,2.50,0.00,62.10
118.30,50.30,32.00,29.50,27.20,42.40,2.40,0.00,63.20
118.40,50.30,32.00,29.50,27.20,42.70,2.40,0.00,63.20
118.50,50.40,32.00,29.50,27.00,42.80,2.00,0.00,63.20
118.60,50.40,32.00,29.50,27.00,42.70,2.00,0.00,63.20
118.70,50.40,31.90,29.50,27.20,42.80,2.20,0.00,63.20
118.80,50.20,32.00,29.40,27.00,42.70,1.70,0.00,63.20
118.90,50.20,32.00,29.40,27.00,42.80,2.70,0.00,63.20
119.00,50.40,32.10,29.50,27.10,42.80,1.90,0.00,63.20
119.10,50.40,32.10,29.40,27.20,42.80,1.90,0.00,63.20
119.20,50.40,32.10,29.40,27.20,42.40,2.20,0.00,63.20
119.30,50.60,32.10,29.50,27.30,42.80,2.00,0.00,63.20
119.40,50.60,32.10,29.50,27.30,42.50,2.40,0.00,64.20
119.50,50.50,32.00,29.50,27.20,42.70,2.20,0.00,64.20
119.60,50.50,32.00,29.50,27.10,42.70,2.70,0.00,64.20
119.70,50.60,31.90,29.30,27.00,42.80,2.70,0.00,64.20
119.80,50.60,31.90,29.30,27.00,42.70,2.70,0.00,64.20
119.90,50.70,32.10,29.50,27.20,42.80,2.20,0.00,64.20
120.00,50.70,32.10,29.50,27.20,42.70,2.00,0.00,64.20
120.10,50.80,32.00,29.40,27.10,42.70,2.00,0.00,64.20
120.20,50.80,32.00,29.40,27.20,42.70,2.40,0.00,64.20
120.30,50.80,32.00,29.40,27.20,42.70,2.40,0.00,64.20
120.40,50.80,31.90,29.40,27.10,44.00,1.90,0.00,65.20
120.50,50.80,32.20,29.50,27.20,43.00,2.20,0.00,65.20
120.60,50.80,32.20,29.50,27.20,42.50,2.20,0.00,65.20
120.70,51.00,32.00,29.40,27.20,42.80,2.20,0.00,65.20
120.80,51.00,32.00,29.40,27.20,42.50,2.00,0.00,65.20
120.90,51.00,32.10,29.50,27.20,43.40,2.00,0.00,65.20
121.00,51.00,32.00,29.50,27.10,43.40,2.00,0.00,65.20
121.10,51.00,32.00,29.50,27.10,43.10,1.70,0.00,65.20
121.20,51.10,31.90,29.40,27.00,42.80,2.50,0.00,65.20
121.30,51.10,32.00,29.40,27.00,42.80,2.50,0.00,65.20
121.40,51.10,32.00,29.40,27.00,43.00,2.20,0.00,66.20
121.50,51.30,32.00,29.40,27.10,43.10,2.20,0.00,66.20
121.60,51.00,31.90,29.40,27.20,43.10,2.20,0.00,66.20
121.70,51.00,31.90,29.40,27.20,43.40,1.70,0.00,66.20
121.80,51.10,32.10,29.50,27.10,43.10,2.00,0.00,66.20
121.90,51.30,31.90,29.50,27.20,43.00,1.90,0.00,66.20
122.00,51.30,31.90,29.50,27.20,43.00,1.90,0.00,66.20
122.10,51.50,32.10,29.60,27.20,43.00,2.70,0.00,66.20
122.20,51.50,32.10,29.60,27.20,42.20,2.50,0.00,66.20
122.30,51.20,32.00,29.50,27.10,42.80,2.00,0.00,66.20
122.40,51.40,32.20,29.60,27.30,42.80,2.40,0.00,67.20
122.50,51.40,32.20,29.60,27.30,43.30,2.20,0.00,67.20
122.60,51.30,32.00,29.50,27.10,42.70,2.20,0.00,67.20
122.70,51.50,31.90,29.40,27.00,43.00,1.90,0.00,67.20
122.80,51.50,31.90,29.40,27.00,42.70,1.70,0.00,67.20
122.90,51.40,32.20,29.50,27.10,42.70,1.70,0.00,67.20
123.00,51.70,32.00,29.50,27.10,42.70,2.20,0.00,67.20
123.10,51.70,32.00,29.50,27.10,42.70,1.90,0.00,67.20
123.20,51.60,32.00,29.50,27.20,43.10,2.50,0.00,67.20
123.30,51.60,32.00,29.50,27.20,42.70,2.40,0.00,67.20
123.40,51.70,31.90,29.50,27.20,42.50,2.50,0.00,68.10
123.50,51.80,32.10,29.50,27.20,43.10,2.00,0.00,68.10
123.60,51.80,32.00,29.40,27.20,42.80,2.50,0.00,68.10
123.70,51.80,32.00,29.40,27.20,42.80,2.00,0.00,68.10
123.80,52.00,32.10,29.60,27.10,43.10,2.00,0.00,68.10
123.90,51.80,31.90,29.50,27.10,43.10,2.00,0.00,68.10
124.00,51.80,31.90,29.50,27.10,43.00,1.90,0.00,68.10
124.10,51.80,32.00,29.60,27.30,43.10,2.20,0.00,68.10
124.20,51.80,32.00,29.60,27.30,42.80,2.20,0.00,68.10
124.30,51.80,32.00,29.50,27.10,42.80,2.40,0.00,68.10
124.40,51.80,32.00,29.50,27.10,43.30,2.20,0.00,69.00
124.50,51.80,31.90,29.50,27.00,43.40,2.40,0.00,69.00
124.60,51.90,32.00,29.50,27.10,43.30,2.40,0.00,69.00
124.70,51.90,32.00,29.50,27.10,43.00,2.50,0.00,69.00
124.80,51.90,32.00,29.50,27.10,43.40,2.00,0.00,69.00
124.90,52.00,32.00,29.50,27.20,43.40,2.00,0.00,69.00
125.00,52.00,32.00,29.50,27.20,43.30,2.40,0.00,69.00
125.10,52.00,32.00,29.40,27.20,43.10,1.90,0.00,69.00
125.20,52.20,32.00,29.50,27.10,43.00,2.40,0.00,69.00
125.30,52.20,32.00,29.50,27.10,43.10,2.40,0.00,69.00
125.40,52.20,32.00,29.50,27.10,43.00,1.60,0.00,69.90
125.50,52.30,32.00,29.50,27.10,43.10,2.40,0.00,69.90
125.60,52.30,32.00,29.50,27.10,43.30,1.90,0.00,69.90
125.70,52.40,31.90,29.60,27.20,43.40,2.40,0.00,69.90
125.80,52.30,31.90,29.60,27.20,43.40,2.40,0.00,69.90
125.90,52.30,31.90,29.60,27.20,43.70,2.40,0.00,69.90
126.00,52.50,32.10,29.60,27.20,43.30,1.90,0.00,69.90
126.10,52.30,31.90,29.50,27.10,43.30,2.50,0.00,69.90
126.20,52.30,31.90,29.50,27.10,43.00,2.40,0.00,69.90
126.30,52.40,31.90,29.50,27.10,43.10,2.80,0.00,69.90
126.40,52.70,32.00,29.60,27.10,43.30,2.40,0.00,70.80
126.50,52.70,32.00,29.60,27.10,43.10,2.40,0.00,70.80
126.60,52.80,31.90,29.60,27.20,43.30,2.20,0.00,70.80
126.70,52.70,31.80,29.40,27.10,43.30,2.20,0.00,70.80
126.80,52.70,31.80,29.40,27.10,42.80,2.00,0.00,70.80
126.90,52.80,31.90,29.50,27.10,43.00,2.20,0.00,70.80
127.00,53.20,32.00,29.60,27.20,43.30,2.40,0.00,70.80
127.10,53.20,32.00,29.60,27.20,42.80,2.50,0.00,70.80
127.20,53.00,32.00,29.40,27.10,43.60,2.20,0.00,70.80
127.30,53.10,31.90,29.50,27.10,43.00,2.40,0.00,70.80
127.40,53.10,31.90,29.50,27.10,43.30,2.00,0.00,71.60
127.50,53.10,32.00,29.50,27.10,43.10,2.00,0.00,71.60
127.60,53.10,32.00,29.50,27.10,42.80,2.40,0.00,71.60
127.70,52.90,31.70,29.40,27.20,42.80,2.40,0.00,71.60
127.80,53.00,31.80,29.40,27.10,43.40,2.70,0.00,71.60
127.90,53.00,31.80,29.40,27.10,43.10,2.00,0.00,71.60
128.00,53.20,32.00,29.60,27.30,43.60,2.00,0.00,71.60
128.10,53.20,31.90,29.60,27.20,43.10,1.90,0.00,71.60
128.20,53.20,31.90,29.60,27.20,43.60,1.90,0.00,71.60
128.30,53.20,31.90,29.60,27.20,43.40,3.00,0.00,71.60
128.40,53.40,31.90,29.60,27.20,42.50,2.40,0.00,72.40
128.50,53.40,31.90,29.60,27.20,43.10,2.40,0.00,72.40
128.60,53.40,32.00,29.60,27.30,43.10,2.40,0.00,72.40
128.70,53.40,32.00,29.70,27.20,43.60,2.80,0.00,72.40
128.80,53.40,32.00,29.70,27.20,43.30,2.20,0.00,72.40
128.90,53.30,31.90,29.50,27.00,43.10,2.20,0.00,72.40
129.00,53.30,32.00,29.50,27.10,43.40,2.40,0.00,72.40
129.10,53.30,32.00,29.50,27.10,42.80,2.40,0.00,72.40
129.20,53.30,32.00,29.60,27.00,43.60,2.00,0.00,72.40
129.30,53.30,32.00,29.60,27.10,43.10,2.40,0.00,72.40
129.40,53.30,32.00,29.60,27.10,43.30,1.90,0.00,73.20
129.50,53.30,32.00,29.60,27.10,43.30,1.90,0.00,73.20
129.60,53.30,32.00,29.60,27.10,43.40,1.90,0.00,73.20
129.70,53.40,32.10,29.70,27.20,43.00,2.20,0.00,73.20
129.80,53.40,32.10,29.70,27.20,43.60,1.90,0.00,73.20
129.90,53.40,31.90,29.60,27.10,43.40,2.40,0.00,73.20
130.00,53.50,32.20,29.60,27.30,43.30,2.00,0.00,73.20
130.10,53.50,32.20,29.60,27.30,43.40,2.70,0.00,73.20
130.20,53.70,32.10,29.60,27.20,43.10,2.40,0.00,73.20
130.30,53.50,31.90,29.40,27.20,43.40,2.00,0.00,73.20
130.40,53.50,31.90,29.40,27.20,43.10,2.00,0.00,73.90
130.50,53.70,32.00,29.60,27.20,43.60,2.70,0.00,73.90
130.60,53.60,32.00,29.60,27.20,43.10,2.40,0.00,73.90
130.70,53.60,32.00,29.60,27.20,43.40,2.40,0.00,73.90
130.80,53.70,32.00,29.50,27.20,43.30,2.00,0.00,73.90
130.90,53.70,32.00,29.50,27.20,43.10,2.50,0.00,73.90
131.00,53.70,32.10,29.50,27.30,43.00,2.40,0.00,73.90
131.10,53.90,32.00,29.60,27.20,43.10,2.00,0.00,73.90
131.20,53.90,32.00,29.60,27.20,43.60,2.40,0.00,73.90
131.30,54.20,32.10,29.70,27.30,43.10,1.90,0.00,73.90
131.40,54.10,32.10,29.60,27.20,43.10,1.90,0.00,74.60
131.50,54.10,32.10,29.60,27.20,43.30,2.40,0.00,74.60
131.60,54.30,32.10,29.50,27.30,43.10,1.90,0.00,74.60
131.70,54.20,32.10,29.60,27.30,43.30,1.70,0.00,74.60
131.80,54.20,32.10,29.60,27.30,43.40,1.90,0.00,74.60
131.90,54.20,31.90,29.50,27.20,43.40,2.20,0.00,74.60
132.00,54.20,32.10,29.60,27.30,43.40,2.50,0.00,74.60
132.10,54.20,32.10,29.60,27.30,43.40,1.90,0.00,74.60
