Time(s),T1(DegC),Wall Temp(DegC),Top Plate(DegC),Bottom Plate(DegC),P1(PSI),P2(PSI),Mass Flowrate(g/min),Heater Energy (kJ),
90.7,58.9,35.7,33.2,29.7,75,2,0,84.9,58.90909091
90.8,58.9,35.7,33.2,29.7,75.3,2.5,0,84.9,58.92727273
90.9,59,35.7,33.2,29.8,75.4,2.7,0,84.9,58.93636364
91,59,35.7,33.2,29.8,74.8,2.2,0,84.9,58.95454545
91.1,58.8,35.8,33.3,29.9,74.8,2,0,84.9,58.97272727
91.2,59,35.7,33.2,29.8,74.8,2,0,85.2,58.98181818
91.3,59,35.7,33.2,29.8,75,2.7,0,85.2,59.00909091
91.4,59,35.7,33.4,29.8,74.8,2.5,0,85.2,59.05454545
91.5,59,35.7,33.4,29.8,75,3,0,85.2,59.08181818
91.6,59,35.7,33.3,29.8,75,2.4,0,85.2,59.10909091
91.7,59.2,35.7,33.1,29.7,75,2.5,0,85.2,59.15454545
91.8,59.2,35.7,33.1,29.7,75.3,2.2,0,85.2,59.18181818
91.9,59.4,35.7,33.2,29.8,75,2.2,0,85.2,59.21818182
92,59.3,35.8,33.3,29.8,75.1,1.9,0,85.2,59.23636364
92.1,59.3,35.8,33.3,29.8,75.3,2.7,0,85.2,59.25454545
92.2,59.3,35.7,33.2,29.8,75.7,2.5,0,85.4,59.29090909
92.3,59.3,35.7,33.2,29.8,74.8,2.5,0,85.4,59.30909091
92.4,59.4,35.8,33.2,29.8,74.8,2.4,0,85.4,59.32727273
92.5,59.2,35.7,33.2,29.8,75,2.4,0,85.4,59.3
92.6,59.2,35.7,33.2,29.8,74.8,2,0,85.4,59.28181818
92.7,59.4,35.7,33.3,29.8,74.7,2.7,0,85.4,59.28181818
92.8,59.4,35.7,33.3,30,75.3,2.4,0,85.4,59.27272727
92.9,59.4,35.7,33.3,30,75.1,2.4,0,85.4,59.26363636
93,59.1,35.7,33.2,29.8,75,2,0,85.4,59.24545455
93.1,59.1,35.7,33.2,29.8,75,2,0,85.4,59.25454545
93.2,59.3,35.7,33.3,29.8,74.7,2,0,85.6,59.26363636
93.3,59.2,35.5,33.2,29.8,75.3,2.4,0,85.6,59.25454545
93.4,59.2,35.5,33.2,29.8,75.1,2.4,0,85.6,59.24545455
93.5,59.2,35.6,33.1,29.7,75,2,0,85.6,59.23636364
93.6,59.3,35.7,33.2,29.8,74.5,2.5,0,85.6,59.23636364
93.7,59.3,35.7,33.2,29.8,75.1,2.4,0,85.6,59.23636364
93.8,59.3,35.7,33.2,29.9,73.1,2.5,0,85.6,59.22727273
93.9,59.3,35.6,33.3,29.8,74.8,2.5,0,85.6,59.22727273
94,59.3,35.6,33.3,29.8,74.8,2.5,0,85.6,59.22727273
94.1,59.1,35.7,33.2,29.8,75,2.5,0,85.6,59.24545455
94.2,59.1,35.7,33.2,29.8,75,2.5,0,85.8,59.25454545
94.3,59.2,35.7,33.2,29.8,74.8,2.5,0,85.8,59.24545455
94.4,59.2,35.7,33.2,29.8,75.1,2.5,0,85.8,59.24545455
94.5,59.2,35.8,33.3,30,75,2.2,0,85.8,59.24545455
94.6,59.4,35.9,33.2,29.9,75,2.5,0,85.8,59.24545455
94.7,59.4,35.9,33.2,29.9,75.1,2.2,0,85.8,59.26363636
94.8,59.2,35.7,33.2,29.8,74.5,2.4,0,85.8,59.28181818
94.9,59.3,35.8,33.3,29.8,75.1,2,0,85.8,59.28181818
95,59.3,35.8,33.3,29.8,75.1,2,0,85.8,59.29090909
95.1,59.3,35.8,33.3,29.8,75.7,2.5,0,85.8,59.3
95.2,59.3,35.7,33.3,29.8,75.3,1.6,0,86.1,59.29090909
95.3,59.3,35.7,33.3,29.8,75.1,2.5,0,86.1,59.27272727
95.4,59.2,35.7,33.2,29.8,74.8,2.5,0,86.1,59.27272727
95.5,59.3,35.6,33.3,29.9,75.3,2,0,86.1,59.28181818
95.6,59.3,35.6,33.3,29.9,75.1,2.5,0,86.1,59.29090909
95.7,59.3,35.8,33.3,29.8,75.9,1.7,0,86.1,59.3
95.8,59.2,35.7,33.2,29.9,74.8,2,0,86.1,59.31818182
95.9,59.2,35.7,33.2,29.9,74.8,2,0,86.1,59.32727273
96,59.4,35.8,33.3,29.9,75.4,2.4,0,86.1,59.34545455
96.1,59.4,35.7,33.2,30.1,75.3,2.4,0,86.1,59.36363636
96.2,59.4,35.7,33.2,30.1,74.8,2.4,0,86.4,59.35454545
96.3,59.5,35.7,33.3,29.8,74.8,2.2,0,86.4,59.34545455
96.4,59.4,35.7,33.2,29.8,75.6,3,0,86.4,59.36363636
96.5,59.4,35.7,33.2,29.8,75.1,2.5,0,86.4,59.37272727
96.6,59.5,35.8,33.3,29.9,72.8,2.5,0,86.4,59.36363636
96.7,59.2,35.7,33.2,29.8,74.7,2.2,0,86.4,59.36363636
96.8,59.2,35.7,33.2,29.8,74.7,2.2,0,86.4,59.36363636
96.9,59.4,35.6,33.3,29.8,74.8,2.4,0,86.4,59.35454545
97,59.3,35.8,33.3,29.8,75.1,2.2,0,86.4,59.35454545
97.1,59.3,35.8,33.3,29.8,75,2.8,0,86.4,59.34545455
97.2,59.4,35.8,33.2,29.9,75,2.2,0,86.6,59.32727273
97.3,59.4,35.6,33.2,29.8,75.3,2.4,0,86.6,59.34545455
97.4,59.4,35.6,33.2,29.8,75,2,0,86.6,59.36363636
97.5,59.4,35.8,33.2,29.9,75.3,2,0,86.6,59.36363636
97.6,59.3,35.7,33.2,29.8,75.3,2.4,0,86.6,59.38181818
97.7,59.3,35.7,33.2,29.8,75.3,2.4,0,86.6,59.41818182
97.8,59.4,35.7,33.3,29.7,74.8,2.4,0,86.6,59.44545455
97.9,59.4,35.6,33.3,29.9,75.3,2.5,0,86.6,59.45454545
98,59.4,35.6,33.3,29.9,75,2.4,0,86.6,59.45454545
98.1,59.5,35.7,33.4,29.9,75.3,2.4,0,86.6,59.45454545
98.2,59.7,35.7,33.4,29.9,74.8,2.2,0,86.8,59.47272727
98.3,59.7,35.7,33.4,29.9,75.3,2.5,0,86.8,59.5
98.4,59.5,35.7,33.2,29.8,75.4,2.7,0,86.8,59.51818182
98.5,59.4,35.6,33.2,29.7,75.1,2.2,0,86.8,59.50909091
98.6,59.4,35.6,33.2,29.7,75.1,2.2,0,86.8,59.51818182
98.7,59.5,35.6,33.3,29.8,75,2.4,0,86.8,59.51818182
98.8,59.6,35.7,33.5,29.9,75.3,2.7,0,86.8,59.49090909
98.9,59.6,35.7,33.5,29.9,75.3,2.8,0,86.8,59.46363636
99,59.3,35.6,33.2,29.7,75.1,2.2,0,86.8,59.46363636
99.1,59.5,35.6,33.3,29.7,75.1,2,0,86.8,59.48181818
99.2,59.5,35.6,33.3,29.7,75.1,2.2,0,87,59.5
99.3,59.4,35.7,33.3,29.9,75,2,0,87,59.5
99.4,59.4,35.7,33.3,29.9,75.3,2,0,87,59.51818182
99.5,59.5,35.7,33.3,29.8,75.3,2,0,87,59.53636364
99.6,59.6,35.6,33.4,29.9,75.3,2.4,0,87,59.56363636
99.7,59.6,35.6,33.4,29.9,75.1,2.4,0,87,59.58181818
99.8,59.5,35.7,33.3,29.8,74.8,2.2,0,87,59.6
99.9,59.8,35.6,33.3,29.8,75.1,2.5,0,87,59.63636364
100,59.8,35.6,33.3,29.8,75,2.7,0,87,59.66363636
100.1,59.6,35.6,33.2,29.8,75.4,2.8,0,87,59.68181818
100.2,59.7,35.7,33.3,29.9,75.1,3,0,87.2,59.68181818
100.3,59.7,35.7,33.3,29.9,75.1,1.9,0,87.2,59.67272727
100.4,59.8,35.8,33.3,29.8,75.1,1.9,0,87.2,59.67272727
100.5,59.7,35.8,33.4,30,75.3,2.2,0,87.2,59.64545455
100.6,59.7,35.8,33.4,30,75.3,1.7,0,87.2,59.61818182
100.7,59.6,35.7,33.3,29.9,74.8,2.2,0,87.2,59.6
100.8,59.5,35.7,33.3,29.9,75.3,1.4,0,87.2,59.58181818
100.9,59.5,35.7,33.3,29.9,75,2,0,87.2,59.56363636
101,59.5,35.7,33.3,29.9,75.4,1.4,0,87.2,59.53636364
101.1,59.5,35.7,33.3,29.9,75,2.4,0,87.2,59.52727273
101.2,59.4,35.7,33.3,29.9,75.1,1.3,0,87.4,59.51818182
101.3,59.5,35.5,33.3,29.8,74.8,2.8,0,87.4,59.50909091
101.4,59.5,35.5,33.3,29.8,74.8,2.8,0,87.4,59.51818182
101.5,59.5,35.7,33.4,29.9,75.4,2.7,0,87.4,59.52727273
101.6,59.6,35.7,33.3,29.9,75.4,2.4,0,87.4,59.54545455
101.7,59.6,35.7,33.3,29.9,75.1,2.4,0,87.4,59.57272727
101.8,59.5,35.7,33.2,29.8,74.8,2.7,0,87.4,59.60909091
101.9,59.6,35.7,33.3,29.7,75.4,2.7,0,87.4,59.62727273
102,59.6,35.7,33.3,29.7,75,2.4,0,87.4,59.64545455
102.1,59.7,35.8,33.3,30,75.3,2.8,0,87.4,59.66363636
102.2,59.8,35.7,33.3,29.9,75.3,2,0,87.6,59.67272727
102.3,59.8,35.7,33.3,29.9,75.3,2,0,87.6,59.67272727
102.4,59.7,35.6,33.2,29.7,75.4,2.2,0,87.6,59.68181818
102.5,59.7,35.7,33.3,29.8,75.1,2.5,0,87.6,59.69090909
102.6,59.7,35.7,33.3,29.8,75.4,2.8,0,87.6,59.70909091
102.7,59.7,35.8,33.3,29.9,75.4,2.2,0,87.6,59.71818182
102.8,59.6,35.6,33.4,29.9,75.4,2.5,0,87.6,59.69090909
102.9,59.6,35.6,33.4,29.9,75.3,2.4,0,87.6,59.65454545
103,59.7,35.8,33.4,29.9,75.3,2,0,87.6,59.62727273
103.1,59.8,35.6,33.3,29.9,75,2.2,0,87.6,59.6
103.2,59.8,35.6,33.3,29.9,75,2.2,0,87.8,59.59090909
103.3,59.5,35.6,33.2,29.8,74.8,2.7,0,87.8,59.58181818
103.4,59.4,35.6,33.3,29.8,75.3,2,0,87.8,59.58181818
103.5,59.4,35.6,33.3,29.8,74.8,2.4,0,87.8,59.58181818
103.6,59.4,35.8,33.3,29.8,75.3,2.7,0,87.8,59.54545455
103.7,59.6,35.7,33.4,30,75.7,2,0,87.8,59.51818182
103.8,59.6,35.7,33.4,30,75,1.6,0,87.8,59.49090909
103.9,59.6,35.7,33.3,29.9,75.3,2.7,0,87.8,59.5
104,59.6,35.7,33.3,29.9,75.1,2.2,0,87.8,59.52727273
104.1,59.3,35.7,33.3,29.9,75.1,2.2,0,87.8,59.55454545
104.2,59.5,35.7,33.3,29.9,74.5,2,0,88,59.57272727
104.3,59.5,35.7,33.3,29.9,74.7,2.5,0,88,59.57272727
104.4,59.6,35.7,33.3,29.9,74.8,2.2,0,88,59.6
104.5,59.7,35.8,33.3,30,75.3,2.7,0,88,59.61818182
104.6,59.7,35.8,33.3,30,75.3,2,0,88,59.63636364
104.7,59.6,35.6,33.3,29.8,75.3,0.7,0,88,59.67272727
104.8,59.6,35.6,33.3,29.8,75.1,2,0,88,59.71818182
104.9,59.9,35.7,33.4,29.9,75,2.5,0,88,59.76363636
105,59.8,35.7,33.3,29.7,75.3,2.2,0,88,59.76363636
105.1,59.8,35.7,33.3,29.7,75.3,2.2,0,88,59.75454545
105.2,59.7,35.6,33.3,29.8,75.6,2.5,0,88.2,59.77272727
105.3,60,35.8,33.3,29.9,75.3,1.9,0,88.2,59.79090909
105.4,60,35.8,33.3,29.9,75.1,2.2,0,88.2,59.8
105.5,59.6,35.6,33.1,29.8,75.4,2,0,88.2,59.78181818
105.6,59.6,35.6,33.1,29.8,75.1,1.9,0,88.2,59.77272727
105.7,59.9,35.7,33.5,29.9,73,2.2,0,88.2,59.76363636
105.8,59.8,35.7,33.4,29.9,74.8,2.7,0,88.2,59.75454545
105.9,59.7,35.7,33.4,29.9,75,2.5,0,88.2,59.72727273
106,59.7,35.7,33.4,29.9,75,2.5,0,88.2,59.7
106.1,59.7,35.7,33.3,29.8,75.3,1.6,0,88.2,59.73636364
106.2,59.7,35.7,33.3,29.8,74.8,2,0,88.4,59.75454545
106.3,59.6,35.6,33.4,29.9,75.1,2.7,0,88.4,59.74545455
106.4,59.7,35.7,33.3,29.8,75.6,2.2,0,88.4,59.73636364
106.5,59.7,35.7,33.3,29.8,74.8,2.4,0,88.4,59.73636364
106.6,60,35.7,33.3,29.9,75.3,2.8,0,88.4,59.73636364
106.7,59.8,35.7,33.3,29.9,75.1,2.5,0,88.4,59.73636364
106.8,59.8,35.7,33.3,29.9,75.4,2.4,0,88.4,59.73636364
106.9,59.7,35.6,33.3,29.9,75.4,2.5,0,88.4,59.74545455
107,59.7,35.7,33.4,29.9,75,2,0,88.4,59.75454545
107.1,59.7,35.7,33.4,29.9,75.1,1.7,0,88.4,59.77272727
107.2,59.7,35.7,33.3,29.8,75.1,3,0,88.6,59.76363636
107.3,59.7,35.7,33.3,29.8,74.8,2.2,0,88.6,59.75454545
107.4,59.7,35.7,33.3,29.8,75.4,3,0,88.6,59.76363636
107.5,59.8,35.8,33.4,29.9,74.7,2.2,0,88.6,59.78181818
107.6,59.9,35.7,33.4,30,75.4,2,0,88.6,59.79090909
107.7,59.9,35.7,33.4,30,75.3,3.4,0,88.6,59.8
107.8,59.7,35.7,33.4,29.9,75.1,2.7,0,88.6,59.80909091
107.9,59.9,35.7,33.4,29.8,75.1,2.7,0,88.6,59.80909091
108,59.9,35.7,33.4,29.8,75.1,2.5,0,88.6,59.80909091
108.1,59.8,35.7,33.4,29.9,75.3,2.7,0,88.6,59.8
108.2,59.8,35.7,33.4,29.9,75.1,2.2,0,88.8,59.8
108.3,59.8,35.7,33.4,29.9,75.3,2.8,0,88.8,59.8
108.4,59.7,35.7,33.5,29.9,75.4,3,0,88.8,59.80909091
108.5,59.7,35.7,33.5,29.9,75.3,2.5,0,88.8,59.8
108.6,59.7,35.6,33.4,29.8,75.1,2,0,88.8,59.78181818
108.7,59.9,35.8,33.5,30,75.4,3.3,0,88.8,59.77272727
108.8,59.9,35.8,33.5,30,75.4,3.3,0,88.8,59.76363636
108.9,59.8,35.7,33.4,29.9,75.1,2.5,0,88.8,59.76363636
109,59.8,35.7,33.4,29.9,75.1,1.9,0,88.8,59.77272727
109.1,59.7,35.8,33.4,29.9,75.3,1.3,0,88.8,59.77272727
109.2,59.7,35.8,33.4,30,75.3,1.7,0,89,59.77272727
109.3,59.7,35.8,33.4,30,75.6,2,0,89,59.75454545
109.4,59.8,35.6,33.4,29.9,75.1,2.4,0,89,59.74545455
109.5,59.8,35.6,33.4,29.9,75.1,2.4,0,89,59.73636364
109.6,59.7,35.8,33.4,30,75.3,2,0,89,59.72727273
109.7,59.7,35.7,33.3,29.9,74.8,2.5,0,89,59.72727273
109.8,59.7,35.7,33.3,29.9,75.1,2.8,0,89,59.73636364
109.9,59.8,35.7,33.3,29.8,75,1.9,0,89,59.74545455
110,59.7,35.6,33.3,29.7,75.3,2.4,0,89,59.73636364
110.1,59.7,35.6,33.3,29.7,74.8,2.2,0,89,59.72727273
110.2,59.7,35.7,33.3,29.9,75.1,2.5,0,89.2,59.72727273
110.3,59.8,35.7,33.4,29.9,75.3,2.2,0,89.2,59.73636364
110.4,59.8,35.7,33.4,29.9,74.8,2.5,0,89.2,59.76363636
110.5,59.7,35.7,33.4,29.9,75.6,2.4,0,89.2,59.78181818
110.6,59.7,35.8,33.5,30,75.3,2.4,0,89.2,59.8
110.7,59.7,35.8,33.5,30,75.3,2.4,0,89.2,59.80909091
110.8,59.8,35.8,33.4,30,75,2,0,89.2,59.81818182
110.9,60,35.8,33.5,30,75.1,2.7,0,89.2,59.80909091
111,60,35.8,33.5,30,73.7,2.4,0,89.2,59.8
111.1,59.9,35.8,33.5,30,75,2.2,0,89.2,59.79090909
111.2,59.8,35.8,33.2,29.8,75.3,2.8,0,89.4,59.8
111.3,59.8,35.8,33.2,29.8,75.3,2.2,0,89.4,59.8
111.4,59.7,35.7,33.4,29.8,75,2.4,0,89.4,59.79090909
111.5,59.7,35.7,33.4,29.8,74.4,2,0,89.4,59.76363636
111.6,59.6,35.8,33.4,29.8,74.4,2,0,89.4,59.73636364
111.7,59.8,35.8,33.5,29.9,73,2.4,0,89.4,59.73636364
111.8,59.7,35.8,33.5,29.9,75.1,2.8,0,89.4,59.74545455
111.9,59.7,35.8,33.5,29.9,75,2.2,0,89.4,59.75454545
112,59.7,35.8,33.5,29.9,75.3,2.5,0,89.4,59.76363636
112.1,59.7,35.8,33.5,29.9,75.3,2.2,0,89.4,59.77272727
112.2,59.9,35.8,33.4,29.9,75.3,2.2,0,89.6,59.79090909
112.3,59.9,35.8,33.5,30,75.1,2,0,89.6,59.80909091
112.4,59.9,35.8,33.5,30,75.3,2,0,89.6,59.83636364
112.5,59.8,35.9,33.4,30,75.3,2,0,89.6,59.86363636
112.6,59.8,35.8,33.4,29.9,75.4,2.5,0,89.6,59.87272727
112.7,59.8,35.8,33.4,29.9,75,2,0,89.6,59.88181818
112.8,60,35.8,33.4,29.9,75,2.7,0,89.6,59.87272727
112.9,60,35.8,33.5,30,73.4,2.5,0,89.6,59.87272727
113,60,35.8,33.5,30,75.3,2.5,0,89.6,59.86363636
113.1,59.8,35.7,33.4,29.9,75,2.4,0,89.6,59.86363636
113.2,59.8,35.7,33.4,29.8,75.3,1.9,0,89.6,59.85454545
113.3,59.8,35.7,33.4,29.8,75.3,2.5,0,89.8,59.84545455
113.4,59.9,35.8,33.4,29.9,75,2.5,0,89.8,59.81818182
113.5,59.8,35.7,33.4,29.9,75,2.5,0,89.8,59.78181818
113.6,59.8,35.7,33.4,29.9,75.3,2.4,0,89.8,59.74545455
113.7,59.7,35.8,33.4,29.9,75.1,2.2,0,89.8,59.72727273
113.8,59.7,35.8,33.5,29.9,74.8,2.5,0,89.8,59.71818182
113.9,59.7,35.8,33.5,29.9,74.7,1.9,0,89.8,59.70909091
114,59.6,35.7,33.5,29.9,74.8,2.4,0,89.8,59.69090909
114.1,59.6,35.8,33.5,29.8,75.3,3,0,89.8,59.7
114.2,59.6,35.8,33.5,29.8,75.4,2.5,0,89.8,59.70909091
114.3,59.7,35.7,33.3,29.8,75.1,3,0,90,59.70909091
114.4,59.7,35.7,33.3,29.8,75.1,3,0,90,59.71818182
114.5,59.7,35.8,33.4,29.8,75,2.2,0,90,59.72727273
114.6,59.9,35.9,33.4,30,75.4,2.5,0,90,59.73636364
114.7,59.9,35.9,33.4,30,75.4,2.4,0,90,59.76363636
114.8,59.7,35.7,33.3,29.9,75,2.8,0,90,59.79090909
114.9,59.8,35.8,33.5,29.9,75.9,2.2,0,90,59.8
115,59.8,35.8,33.5,29.9,75,2.5,0,90,59.80909091
115.1,59.7,35.7,33.5,29.9,75.1,2.7,0,90,59.81818182
115.2,59.9,35.8,33.4,29.9,74.8,2.4,0,90,59.80909091
115.3,59.9,35.8,33.4,29.9,74.8,2.4,0,90.2,59.8
115.4,59.8,35.7,33.3,29.9,75.4,2.2,0,90.2,59.80909091
115.5,59.8,35.8,33.4,29.9,75.1,2,0,90.2,59.80909091
115.6,59.8,35.8,33.4,29.9,75.3,2.7,0,90.2,59.80909091
115.7,59.8,35.7,33.5,29.9,75.1,2.5,0,90.2,59.80909091
115.8,59.8,35.8,33.4,29.9,75.3,2.7,0,90.2,59.79090909
115.9,59.8,35.8,33.4,29.9,75.4,2.7,0,90.2,59.77272727
116,59.8,35.8,33.4,29.8,75.4,2.4,0,90.2,59.79090909
116.1,59.8,35.8,33.4,29.8,75.1,2.4,0,90.2,59.80909091
116.2,59.7,35.9,33.5,29.9,75.1,2.4,0,90.2,59.81818182
116.3,59.7,35.8,33.4,29.9,75.1,2.7,0,90.4,59.80909091
116.4,59.7,35.8,33.4,29.9,75.4,3.1,0,90.4,59.8
116.5,60,35.9,33.3,29.9,75,1.9,0,90.4,59.80909091
116.6,60,35.9,33.3,29.9,75.1,2,0,90.4,59.8
116.7,59.9,35.8,33.4,30,75.6,2.2,0,90.4,59.79090909
116.8,59.7,35.8,33.5,30,75.6,2.2,0,90.4,59.80909091
116.9,59.7,35.8,33.5,30,75,2.5,0,90.4,59.81818182
117,59.9,35.8,33.4,29.9,75.6,2.5,0,90.4,59.82727273
117.1,59.7,35.8,33.4,29.9,75.6,2.5,0,90.4,59.80909091
117.2,59.7,35.8,33.4,29.9,75.6,2.5,0,90.4,59.8
117.3,59.9,35.8,33.5,30,75.4,2,0,90.6,59.8
117.4,59.8,35.8,33.4,29.8,74.7,2.2,0,90.6,59.8
117.5,59.8,35.8,33.4,29.8,75.3,2.5,0,90.6,59.8
117.6,59.8,35.8,33.4,29.9,75.6,2.5,0,90.6,59.8
117.7,59.9,35.7,33.4,29.9,75.3,2.8,0,90.6,59.80909091
117.8,59.9,35.7,33.4,29.9,75.4,2.7,0,90.6,59.81818182
117.9,59.7,35.7,33.5,29.9,75.3,2.2,0,90.6,59.82727273
118,59.7,35.7,33.5,29.9,75.4,2.7,0,90.6,59.84545455
118.1,59.9,35.8,33.5,29.9,75,2.2,0,90.6,59.85454545
118.2,59.8,35.8,33.5,30,75,2.2,0,90.6,59.86363636
118.3,59.8,35.8,33.5,30,75.1,2,0,90.8,59.86363636
118.4,60,35.8,33.6,30,75.1,2.2,0,90.8,59.87272727
118.5,60,35.8,33.6,30,75,2,0,90.8,59.9
118.6,59.9,35.8,33.5,29.8,75.4,3.1,0,90.8,59.93636364
118.7,59.9,35.8,33.5,29.8,74.8,2,0,90.8,59.96363636
118.8,59.9,35.8,33.5,29.9,75.1,2.5,0,90.8,59.98181818
118.9,60,35.8,33.6,29.9,75.3,3.3,0,90.8,60
119,60,35.8,33.6,29.9,74.8,2,0,90.8,60.00909091
119.1,60.1,35.8,33.4,29.9,75.1,2.5,0,90.8,60.01818182
119.2,60.2,35.9,33.6,30,75.1,2.5,0,90.8,60.02727273
119.3,60,35.9,33.5,29.8,75.4,1.6,0,91,60.03636364
119.4,60,35.9,33.5,29.8,74.8,2.2,0,91,60.04545455
119.5,60.1,35.9,33.4,30,75,3,0,91,60.05454545
119.6,60.1,35.9,33.4,30,75.7,2.5,0,91,60.05454545
119.7,60,35.8,33.5,29.9,75.6,0.5,0,91,60.04545455
119.8,60,35.7,33.5,29.9,75.1,2.4,0,91,60.02727273
119.9,60,35.7,33.5,29.9,75.3,2.5,0,91,60.02727273
120,60.1,35.9,33.6,30,75,2.2,0,91,60.02727273
120.1,60,35.8,33.4,29.8,75,2.2,0,91,60.00909091
120.2,60,35.8,33.4,29.8,75.4,2.5,0,91,59.99090909
120.3,60,35.8,33.6,29.8,74.7,2.5,0,91.2,59.99090909
120.4,60,35.8,33.6,29.8,75.7,2.5,0,91.2,59.99090909
120.5,60,35.9,33.5,30,75.1,2.5,0,91.2,59.99090909
120.6,59.9,35.7,33.4,29.8,75,2,0,91.2,59.98181818
120.7,59.9,35.7,33.4,29.8,75.3,2.8,0,91.2,59.97272727
120.8,60,36,33.5,30,75,2.5,0,91.2,59.96363636
120.9,60,35.9,33.6,30,74.8,2.2,0,91.2,59.95454545
121,60,35.9,33.6,30,75.4,2.4,0,91.2,59.94545455
121.1,60,35.8,33.6,29.8,75.4,2.4,0,91.2,59.93636364
121.2,59.9,35.8,33.5,29.9,74.8,2.7,0,91.2,59.94545455
121.3,59.9,35.8,33.5,29.9,75.4,2.5,0,91.4,59.97272727
121.4,59.9,35.8,33.5,29.9,75,2.2,0,91.4,59.99090909
121.5,59.9,35.8,33.5,30,75.1,2.2,0,91.4,60
121.6,59.9,35.8,33.5,30,75.3,2.7,0,91.4,60
121.7,60,35.8,33.5,30.1,75.3,2.4,0,91.4,60
121.8,60.2,36,33.7,30.1,75.3,2.2,0,91.4,60
121.9,60.2,36,33.7,30.1,75.4,2.5,0,91.4,60.01818182
122,60.1,35.8,33.4,30,75.4,2.5,0,91.4,60.03636364
122.1,60,35.8,33.6,30,75.3,2.4,0,91.4,60.04545455
122.2,60,35.8,33.6,30,75.6,2.4,0,91.4,60.03636364
122.3,59.9,35.9,33.5,30,75.4,3.4,0,91.6,60.01818182
122.4,60.1,35.9,33.5,29.9,75.1,2.2,0,91.6,59.99090909
122.5,60.1,35.9,33.5,29.9,75.3,2.8,0,91.6,59.97272727
122.6,60,35.9,33.4,30,75.1,2.4,0,91.6,59.96363636
122.7,59.8,35.7,33.5,29.7,75.1,2.5,0,91.6,59.94545455
122.8,59.8,35.7,33.5,29.7,75,2.2,0,91.6,59.94545455
122.9,59.9,35.7,33.5,29.9,75,2.2,0,91.6,59.95454545
123,60,35.8,33.6,30,75.3,2.4,0,91.6,59.93636364
123.1,60,35.8,33.6,30,75.7,2,0,91.6,59.91818182
123.2,59.8,35.8,33.5,29.9,75.1,2.5,0,91.6,59.90909091
123.3,60,36,33.6,29.9,75.1,2.2,0,91.8,59.91818182
123.4,60,36,33.6,29.9,75.6,2.2,0,91.8,59.92727273
123.5,59.9,35.9,33.5,29.9,75.3,3,0,91.8,59.92727273
123.6,59.9,35.8,33.5,29.9,75,2.2,0,91.8,59.91818182
123.7,59.9,35.8,33.5,29.9,74.8,2.5,0,91.8,59.90909091
123.8,59.9,35.9,33.5,30,74.8,2.5,0,91.8,59.91818182
123.9,59.9,35.9,33.5,30,75.6,3,0,91.8,59.90909091
124,59.9,35.8,33.5,30,75.3,2.5,0,91.8,59.9
124.1,59.9,35.8,33.5,30,75.1,2.4,0,91.8,59.89090909
124.2,59.9,35.8,33.5,30,74.2,2.4,0,91.8,59.9
124.3,59.9,35.8,33.5,30,75.3,2,0,92,59.90909091
124.4,59.9,35.9,33.5,29.8,74.7,2.5,0,92,59.90909091
124.5,59.9,35.9,33.5,29.8,74.7,2,0,92,59.9
124.6,59.8,35.8,33.5,29.9,75.3,2.7,0,92,59.89090909
124.7,60,35.9,33.5,29.9,75.3,3,0,92,59.89090909
124.8,60,35.9,33.5,29.9,75.3,3,0,92,59.88181818
124.9,59.9,36,33.6,30,75.4,2.2,0,92,59.87272727
125,59.8,35.8,33.5,30,75.1,2.4,0,92,59.86363636
125.1,59.8,35.8,33.5,30,75.1,2.2,0,92,59.87272727
125.2,59.9,35.9,33.6,29.9,75.4,2.2,0,92,59.89090909
125.3,59.8,35.9,33.6,30,75.1,2.5,0,92.2,59.88181818
125.4,59.8,35.9,33.6,30,74.2,2.2,0,92.2,59.86363636
125.5,59.8,35.8,33.4,29.8,75,2.7,0,92.2,59.85454545
125.6,60,35.9,33.6,30,75.3,2.7,0,92.2,59.87272727
125.7,60,35.9,33.6,30,75.3,2.7,0,92.2,59.89090909
125.8,59.9,35.8,33.5,29.9,75.3,2.8,0,92.2,59.9
125.9,59.8,35.9,33.5,29.9,75.1,1.9,0,92.2,59.91818182
126,59.8,35.9,33.5,29.9,75.1,3.4,0,92.2,59.92727273
126.1,60,35.8,33.5,29.8,74.4,2.5,0,92.2,59.93636364
126.2,60,35.7,33.5,30,75.3,2.2,0,92.2,59.91818182
126.3,60,35.7,33.5,30,75,2.2,0,92.4,59.9
126.4,60,35.9,33.5,29.9,75.3,2,0,92.4,59.89090909
126.5,59.9,35.8,33.5,29.8,75,2.4,0,92.4,59.9
126.6,59.9,35.8,33.5,29.8,75,2.4,0,92.4,59.90909091
126.7,59.8,36,33.6,29.9,75.1,2.4,0,92.4,59.89090909
126.8,59.8,36,33.6,29.9,75.6,2.5,0,92.4,59.89090909
126.9,59.8,35.9,33.6,29.9,75.1,2.4,0,92.4,59.89090909
127,59.9,35.9,33.5,29.9,75,2.4,0,92.4,59.89090909
127.1,59.9,35.9,33.5,29.9,75.7,2.2,0,92.4,59.88181818
127.2,59.8,35.9,33.5,30,75.3,2.5,0,92.4,59.87272727
127.3,60,35.8,33.5,30,74.7,2.2,0,92.6,59.88181818
127.4,60,35.8,33.5,30,75.1,3,0,92.6,59.88181818
