Time(s),T1(DegC),Wall Temp(DegC),Top Plate(DegC),Bottom Plate(DegC),P1(PSI),P2(PSI),Mass Flowrate(g/min),Heater Energy (kJ),
179.6,59.5,36.8,34,30.2,75.1,2.7,0,103,59.53636364
179.7,59.6,36.8,34,30.2,75.3,2.4,0,103,59.55454545
179.8,59.6,36.8,34,30.2,74.8,2.5,0,103,59.57272727
179.9,59.4,36.7,34,30,75.3,3,0,103,59.6
180,59.7,36.8,34,30.1,75.3,3,0,103,59.60909091
180.1,59.7,36.8,34,30.1,74.7,2.7,0,103,59.61818182
180.2,59.6,36.7,34,30,74.5,2.8,0,103,59.63636364
180.3,59.6,36.7,34,30,75.3,2.2,0,103,59.62727273
180.4,59.7,36.8,34,30.1,75.4,2,0,103,59.61818182
180.5,59.7,36.9,34,30.1,75.1,2.7,0,103,59.62727273
180.6,59.7,36.9,34,30.1,75.3,2.7,0,103.2,59.62727273
180.7,59.7,36.9,34.1,30.2,74.5,2.7,0,103.2,59.62727273
180.8,59.5,36.8,34,30.1,74.5,2.2,0,103.2,59.63636364
180.9,59.5,36.8,34,30.1,75.4,2.2,0,103.2,59.64545455
181,59.5,36.7,33.9,30.2,75.4,2.2,0,103.2,59.62727273
181.1,59.7,36.9,34.2,30.3,74.7,2.5,0,103.2,59.61818182
181.2,59.7,36.9,34.2,30.3,74.8,2.7,0,103.2,59.60909091
181.3,59.7,36.8,34,30.2,75.1,2.2,0,103.2,59.60909091
181.4,59.7,36.8,34,30.2,75.3,0.3,0,103.2,59.61818182
181.5,59.5,36.7,34,30.1,75.1,2.5,0,103.2,59.62727273
181.6,59.6,36.8,34,30.1,75.1,2.5,0,103.4,59.64545455
181.7,59.6,36.8,34,30.1,75.3,2.8,0,103.4,59.63636364
181.8,59.7,36.8,34.1,30.2,74.8,2.8,0,103.4,59.62727273
181.9,59.6,36.8,34,30.2,75.3,0.3,0,103.4,59.60909091
182,59.6,36.8,34,30.2,75,2.4,0,103.4,59.6
182.1,59.7,36.9,34.1,30.2,75,2.7,0,103.4,59.60909091
182.2,59.6,36.9,34.2,30.3,75.3,2.2,0,103.4,59.61818182
182.3,59.6,36.9,34.2,30.3,75,2.7,0,103.4,59.62727273
182.4,59.5,36.7,34,30.2,75,2.5,0,103.4,59.61818182
182.5,59.6,36.9,34.1,30.1,74.7,2.4,0,103.4,59.60909091
182.6,59.6,36.9,34.1,30.1,75.3,2.5,0,103.6,59.6
182.7,59.7,36.9,34.1,30.2,74.5,2.5,0,103.6,59.59090909
182.8,59.7,36.9,34.1,30.2,74.5,2.5,0,103.6,59.6
182.9,59.6,36.9,34.2,30.2,74.5,2.5,0,103.6,59.60909091
183,59.5,36.8,34.1,30.2,75.3,2.4,0,103.6,59.61818182
183.1,59.5,36.8,34.1,30.2,75,2.8,0,103.6,59.62727273
183.2,59.6,37,34.1,30.2,75,2.8,0,103.6,59.63636364
183.3,59.7,36.7,34,30.2,75.3,2.8,0,103.6,59.63636364
183.4,59.7,36.7,34,30.2,75,2.2,0,103.6,59.63636364
183.5,59.6,36.8,34,30.2,75.1,2.2,0,103.6,59.64545455
183.6,59.7,36.8,34,30.2,75,2.4,0,103.8,59.65454545
183.7,59.7,36.8,34,30.2,75.3,2.7,0,103.8,59.66363636
183.8,59.7,36.9,34.1,30.2,75.3,2.7,0,103.8,59.66363636
183.9,59.7,36.8,34.1,30.2,75.1,2,0,103.8,59.63636364
184,59.7,36.8,34.1,30.2,73,2.7,0,103.8,59.60909091
184.1,59.6,36.8,34.1,30.2,75.7,2,0,103.8,59.59090909
184.2,59.6,36.9,34,30.2,74.7,2.4,0,103.8,59.58181818
184.3,59.6,36.9,34,30.2,75.4,2,0,103.8,59.57272727
184.4,59.4,36.8,34.1,30.1,75.3,2.7,0,103.8,59.55454545
184.5,59.4,36.8,34.1,30.1,74.7,2.2,0,103.8,59.52727273
184.6,59.4,36.7,33.9,30.1,75.4,2.5,0,103.8,59.5
184.7,59.6,36.9,34.1,30.2,75.4,2.5,0,104,59.47272727
184.8,59.6,36.9,34.1,30.2,75.3,2.4,0,104,59.44545455
184.9,59.5,36.8,34,30.2,75,2.4,0,104,59.42727273
185,59.4,36.8,34,30.1,75.1,2.2,0,104,59.43636364
185.1,59.4,36.8,34,30.1,75.3,2.5,0,104,59.44545455
185.2,59.3,36.8,34,30.1,75.1,2.4,0,104,59.46363636
185.3,59.3,36.8,34,30.1,74.8,2.5,0,104,59.45454545
185.4,59.4,36.8,34,30.2,74.5,2.2,0,104,59.44545455
185.5,59.5,36.9,34.1,30.2,74.8,2.5,0,104,59.45454545
185.6,59.5,36.9,34.1,30.2,74.8,2.5,0,104,59.46363636
185.7,59.6,37,34.1,30.3,75.1,2.2,0,104.2,59.47272727
185.8,59.5,36.9,34,30,74.5,1.9,0,104.2,59.50909091
185.9,59.5,36.9,34,30,75,2.4,0,104.2,59.53636364
186,59.6,36.9,34.1,30.2,75,2.4,0,104.2,59.55454545
186.1,59.5,36.9,34.1,30.1,75.6,1.7,0,104.2,59.56363636
186.2,59.5,36.9,34.1,30.1,74.7,2.4,0,104.2,59.58181818
186.3,59.7,36.9,34.2,30.3,75.6,1.9,0,104.2,59.59090909
186.4,59.6,37,34.2,30.2,75.4,2,0,104.2,59.6
186.5,59.6,37,34.2,30.2,74.7,2.2,0,104.2,59.59090909
186.6,59.6,37,34.1,30.2,74.7,2.2,0,104.2,59.57272727
186.7,59.7,36.9,34.2,30.2,75,2.2,0,104.4,59.59090909
186.8,59.7,36.9,34.2,30.2,74.8,2.2,0,104.4,59.6
186.9,59.6,37,34,30.1,75.3,2.4,0,104.4,59.59090909
187,59.4,36.9,34.2,30.2,74.7,2.5,0,104.4,59.58181818
187.1,59.4,36.9,34.2,30.2,75.1,2,0,104.4,59.57272727
187.2,59.7,37,34.2,30.2,75,2.7,0,104.4,59.56363636
187.3,59.6,37,34.2,30.3,74.8,2.4,0,104.4,59.53636364
187.4,59.6,37,34.2,30.3,75.3,2.4,0,104.4,59.51818182
187.5,59.5,36.8,34.1,30.1,75.3,2.4,0,104.4,59.50909091
187.6,59.5,36.9,34.2,30.2,74.8,2.4,0,104.4,59.50909091
187.7,59.5,36.9,34.2,30.2,75,2,0,104.6,59.50909091
187.8,59.4,36.9,34,30.1,75.1,2.2,0,104.6,59.48181818
187.9,59.5,37,34.1,30.2,75,1.7,0,104.6,59.48181818
188,59.5,37,34.1,30.2,74.8,2,0,104.6,59.48181818
188.1,59.4,36.9,34,30.1,75.3,2.4,0,104.6,59.49090909
188.2,59.4,37,34.1,30,75.6,2.5,0,104.6,59.49090909
188.3,59.4,37,34.1,30,75.1,2.5,0,104.6,59.49090909
188.4,59.6,36.9,34.1,30.2,75.1,2.5,0,104.6,59.5
188.5,59.6,37,34.2,30.1,74.1,2.4,0,104.6,59.50909091
188.6,59.6,37,34.2,30.1,75.3,2.5,0,104.6,59.51818182
188.7,59.5,37.1,34.2,30.2,74.8,2.5,0,104.8,59.53636364
188.8,59.5,37,34.2,30.3,74.8,2.4,0,104.8,59.54545455
188.9,59.5,37,34.2,30.3,75,2.4,0,104.8,59.55454545
189,59.6,37,34.2,30.2,75.1,2.8,0,104.8,59.55454545
189.1,59.6,37,34.1,30.2,74.8,2,0,104.8,59.55454545
189.2,59.6,37,34.1,30.2,75,2.4,0,104.8,59.55454545
189.3,59.5,37,34.1,30.1,75,2.4,0,104.8,59.56363636
189.4,59.5,37,34.1,30.1,75.4,2,0,104.8,59.56363636
189.5,59.6,37,34.2,30.3,75.1,2.2,0,104.8,59.56363636
189.6,59.6,37,34.2,30.3,75.1,2.2,0,104.8,59.56363636
189.7,59.6,37,34.2,30.3,74.7,2.4,0,105,59.54545455
189.8,59.6,37,34.2,30.2,75.1,2.7,0,105,59.52727273
189.9,59.5,37,34.2,30.1,75.3,2.4,0,105,59.51818182
190,59.5,37,34.2,30.1,75.1,2.8,0,105,59.50909091
190.1,59.6,37,34.2,30.2,75.3,2.2,0,105,59.49090909
190.2,59.4,37,34,30.1,75.3,2.2,0,105,59.47272727
190.3,59.4,37,34,30.1,75.3,2.4,0,105,59.45454545
190.4,59.4,37.1,34.1,30.1,74.5,2.4,0,105,59.43636364
190.5,59.4,37,34.1,30.3,75.3,2.7,0,105,59.42727273
190.6,59.4,37,34.1,30.3,74.8,2.2,0,105,59.41818182
190.7,59.4,36.9,34.1,30.1,74.7,2.8,0,105.2,59.4
190.8,59.4,37,34.2,30.2,75.3,2.5,0,105.2,59.4
190.9,59.4,37,34.2,30.2,74.7,2.5,0,105.2,59.4
191,59.4,37,34.2,30.1,75,2.5,0,105.2,59.38181818
191.1,59.4,37,34.2,30.2,75,2.5,0,105.2,59.37272727
191.2,59.4,37,34.2,30.2,75,2,0,105.2,59.36363636
191.3,59.4,36.9,34,30.1,75.3,2.5,0,105.2,59.35454545
191.4,59.4,36.9,34,30.1,75.1,0.2,0,105.2,59.35454545
191.5,59.2,37,34.1,30.2,74.8,1.9,0,105.2,59.35454545
191.6,59.3,37.1,34.2,30.1,74.7,1.9,0,105.2,59.35454545
191.7,59.3,37.1,34.2,30.1,75.3,2.2,0,105.5,59.38181818
191.8,59.3,37.1,34.2,30.2,75,-0.1,0,105.5,59.40909091
191.9,59.4,37.1,34.1,30.2,75,2.7,0,105.5,59.41818182
192,59.4,37.1,34.1,30.2,76.2,1.9,0,105.5,59.42727273
192.1,59.4,37,34.2,30.2,76.2,1.9,0,105.5,59.45454545
192.2,59.7,37.2,34.2,30.2,75,1.7,0,105.5,59.47272727
192.3,59.7,37.2,34.2,30.2,75,2.4,0,105.5,59.49090909
192.4,59.5,37.1,34.1,30.2,75.4,2.4,0,105.5,59.50909091
192.5,59.5,37.2,34.2,30.2,75.3,2.5,0,105.5,59.50909091
192.6,59.5,37.2,34.2,30.2,75.1,2.8,0,105.5,59.50909091
192.7,59.5,37.2,34.1,30.2,75,2.7,0,105.7,59.51818182
192.8,59.5,37.2,34.1,30.2,75.1,2.7,0,105.7,59.5
192.9,59.5,37.1,34.1,30,74.1,2.4,0,105.7,59.47272727
193,59.4,37.1,34.2,30.2,74.1,2.4,0,105.7,59.48181818
193.1,59.4,37.1,34.2,30.2,75.3,2.4,0,105.7,59.49090909
193.2,59.5,37.1,34.1,30.2,75,2.5,0,105.7,59.49090909
193.3,59.5,37.1,34.1,30.2,75.1,2.7,0,105.7,59.5
193.4,59.4,37,34.2,30.1,74.4,2.2,0,105.7,59.50909091
193.5,59.6,37.1,34.1,30.2,75.3,2.4,0,105.7,59.52727273
193.6,59.6,37.1,34.1,30.2,74.8,2.4,0,105.7,59.51818182
193.7,59.5,37.2,34.3,30.3,75.1,2.2,0,105.9,59.50909091
193.8,59.6,37.1,34.1,30.2,75,2.5,0,105.9,59.5
193.9,59.6,37.1,34.1,30.2,75,2.5,0,105.9,59.51818182
194,59.7,37.2,34.3,30.3,75.4,2.5,0,105.9,59.54545455
194.1,59.3,37,34.1,30.1,75.1,2.4,0,105.9,59.55454545
194.2,59.3,37,34.1,30.1,75.4,2.7,0,105.9,59.55454545
194.3,59.4,37,34.1,30.2,75.3,2.5,0,105.9,59.56363636
194.4,59.7,37.1,34.1,30.1,75.4,2.2,0,105.9,59.55454545
194.5,59.7,37.1,34.1,30.1,75,2.5,0,105.9,59.54545455
194.6,59.7,37.3,34.3,30.2,75.1,2.2,0,105.9,59.54545455
194.7,59.6,37.2,34.3,30.2,74.7,2.5,0,106.1,59.55454545
194.8,59.6,37.2,34.3,30.2,75.1,2.8,0,106.1,59.56363636
194.9,59.5,37.1,34.3,30.2,75.1,2.8,0,106.1,59.56363636
195,59.5,37.1,34.3,30.2,75,2.7,0,106.1,59.52727273
195.1,59.7,37.1,34.1,30.2,75.1,2.7,0,106.1,59.49090909
195.2,59.4,37.1,34,30.1,74.8,2.4,0,106.1,59.45454545
195.3,59.4,37.1,34,30.1,75.3,2,0,106.1,59.42727273
195.4,59.4,37.1,34.1,30.1,75.1,2.5,0,106.1,59.4
195.5,59.3,37.1,34.2,30.3,75.1,2.8,0,106.1,59.39090909
195.6,59.3,37.1,34.2,30.3,74.8,2.5,0,106.1,59.38181818
195.7,59.3,37.1,34.1,30.2,75,2.4,0,106.3,59.34545455
195.8,59.3,37.1,34.1,30.2,75,2.4,0,106.3,59.33636364
195.9,59.3,37.2,34.2,30.3,75,2.4,0,106.3,59.32727273
196,59.4,37.2,34.1,30.3,75,2.4,0,106.3,59.33636364
196.1,59.4,37.2,34.1,30.3,75.1,2.4,0,106.3,59.36363636
196.2,59.3,37.1,34.2,30.2,75.1,2.5,0,106.3,59.39090909
196.3,59.3,37.1,34.1,30.1,75.4,2.5,0,106.3,59.4
196.4,59.3,37.1,34.1,30.1,74.7,2.2,0,106.3,59.40909091
196.5,59.5,37.2,34.2,30.2,75,2.7,0,106.3,59.42727273
196.6,59.6,37.3,34.1,30.2,75.1,2.2,0,106.3,59.42727273
196.7,59.6,37.3,34.1,30.2,75.1,2.8,0,106.5,59.42727273
196.8,59.4,37.1,34.1,30.2,75.1,2.8,0,106.5,59.43636364
196.9,59.4,37.1,34.1,30.2,75.3,2.2,0,106.5,59.46363636
197,59.5,37.2,34.2,30.1,75,2.2,0,106.5,59.49090909
197.1,59.4,37.3,34.3,30.2,75.1,2.5,0,106.5,59.5
197.2,59.4,37.3,34.3,30.2,75,2.7,0,106.5,59.49090909
197.3,59.4,37.1,34.1,30.1,75,2.5,0,106.5,59.48181818
197.4,59.6,37.1,34.2,30.1,75.1,2.2,0,106.5,59.48181818
197.5,59.6,37.1,34.2,30.1,74.8,2,0,106.5,59.48181818
197.6,59.6,37.1,34.1,30.3,75,2,0,106.5,59.47272727
197.7,59.5,37.2,34.3,30.3,75,2.5,0,106.7,59.49090909
197.8,59.5,37.2,34.3,30.3,75.3,2.2,0,106.7,59.50909091
197.9,59.4,37,34,30.1,74.7,2.4,0,106.7,59.51818182
198,59.4,37,34,30.1,75.1,3.9,0,106.7,59.50909091
198.1,59.4,37.2,34.2,30.2,75.3,1.9,0,106.7,59.5
198.2,59.6,37.1,34.2,30.2,75,2.5,0,106.7,59.49090909
198.3,59.6,37.1,34.2,30.2,75,1.9,0,106.7,59.49090909
198.4,59.5,37.2,34.1,30.2,75,2.5,0,106.7,59.49090909
198.5,59.5,37.3,34.2,30.2,75,2.4,0,106.7,59.5
198.6,59.5,37.3,34.2,30.2,74.8,1.6,0,106.7,59.5
198.7,59.5,37.2,34.2,30.2,74.8,1.6,0,106.9,59.5
198.8,59.5,37.1,34.1,30.2,75.1,2,0,106.9,59.48181818
198.9,59.5,37.1,34.1,30.2,75,2.4,0,106.9,59.46363636
199,59.5,37.3,34.3,30.3,75.1,3,0,106.9,59.45454545
199.1,59.4,37.2,34.1,30.1,75,3,0,106.9,59.44545455
199.2,59.4,37.2,34.1,30.1,75.3,2.4,0,106.9,59.43636364
199.3,59.4,37.1,34.1,30.1,75.1,2.5,0,106.9,59.43636364
199.4,59.4,37.2,34.2,30.2,74.8,2.5,0,106.9,59.42727273
199.5,59.4,37.2,34.2,30.2,75.3,2.4,0,106.9,59.41818182
199.6,59.4,37.2,34.2,30.2,74.5,2,0,106.9,59.40909091
199.7,59.4,37.2,34.2,30.2,74.5,2,0,106.9,59.4
199.8,59.5,37.2,34.2,30.2,74.5,2.7,0,107.1,59.39090909
199.9,59.4,37.4,34.3,30.3,75.3,1.1,0,107.1,59.37272727
200,59.4,37.4,34.3,30.3,75,2,0,107.1,59.38181818
200.1,59.4,37.2,34.3,30.3,75.1,2.7,0,107.1,59.39090909
200.2,59.3,37.2,34.1,30.2,75.3,2.4,0,107.1,59.4
200.3,59.3,37.2,34.1,30.2,75,2.4,0,107.1,59.40909091
200.4,59.2,37.2,34.1,30.2,74.8,1.7,0,107.1,59.4
200.5,59.5,37.2,34.3,30.3,74.8,2.2,0,107.1,59.41818182
200.6,59.5,37.2,34.3,30.3,74.8,2.2,0,107.1,59.43636364
200.7,59.5,37.2,34.1,30.2,75.1,2,0,107.1,59.46363636
200.8,59.5,37.2,34.1,30.2,75,2.4,0,107.4,59.50909091
200.9,59.4,37.2,34.3,30.2,75,2.2,0,107.4,59.55454545
201,59.6,37.3,34.2,30.2,75.1,2.4,0,107.4,59.59090909
201.1,59.6,37.3,34.2,30.2,74.7,2.7,0,107.4,59.6
201.2,59.7,37.3,34.3,30.3,74.5,2.5,0,107.4,59.60909091
201.3,59.8,37.3,34.2,30.3,75.3,2.7,0,107.4,59.60909091
201.4,59.8,37.3,34.2,30.3,75,2.7,0,107.4,59.6
201.5,59.6,37.1,34.1,30.1,75,2.7,0,107.4,59.6
201.6,59.6,37.3,34.2,30.3,75,2.7,0,107.4,59.58181818
201.7,59.6,37.3,34.2,30.3,75.1,2.8,0,107.4,59.56363636
201.8,59.5,37.2,34.2,30.2,75.3,2,0,107.6,59.53636364
201.9,59.4,37.2,34.3,30.2,74.8,2.2,0,107.6,59.5
202,59.4,37.3,34.3,30.2,75.1,2.5,0,107.6,59.44545455
202.1,59.4,37.3,34.3,30.2,75.3,2.7,0,107.6,59.40909091
202.2,59.4,37.2,34.3,30.2,74.7,2.4,0,107.6,59.37272727
202.3,59.4,37.2,34.3,30.2,75.3,2.2,0,107.6,59.33636364
202.4,59.4,37.2,34.2,30.1,74.8,2.2,0,107.6,59.31818182
202.5,59.2,37.1,34.2,30.1,74.8,2.2,0,107.6,59.32727273
202.6,59.2,37.1,34.2,30.1,75,-0.3,0,107.6,59.33636364
202.7,59.2,37.1,34.1,30.2,75.7,2,0,107.6,59.32727273
202.8,59.2,37.1,34.1,30.2,75.4,3,0,107.8,59.31818182
202.9,59.3,37,34.2,30.1,75.3,2.5,0,107.8,59.30909091
203,59.5,37.2,34.3,30.3,74.8,2.5,0,107.8,59.3
203.1,59.5,37.2,34.3,30.3,75.1,2.5,0,107.8,59.30909091
203.2,59.3,37.2,34.2,30.2,74.5,2.2,0,107.8,59.31818182
203.3,59.3,37.3,34.4,30.2,75.1,2.4,0,107.8,59.32727273
203.4,59.3,37.3,34.4,30.2,74.7,2.5,0,107.8,59.33636364
203.5,59.3,37.2,34.1,30.1,74.7,2.5,0,107.8,59.33636364
203.6,59.3,37.2,34.2,30.1,75.1,2.4,0,107.8,59.3
203.7,59.3,37.2,34.2,30.1,75.3,3,0,107.8,59.27272727
203.8,59.3,37.1,34.2,30.2,74.8,2.2,0,108,59.26363636
203.9,59.3,37.3,34.2,30.3,75.3,2.4,0,108,59.26363636
204,59.3,37.3,34.2,30.3,75.4,2.2,0,108,59.26363636
204.1,59.1,37.2,34.3,30.2,74.8,2,0,108,59.26363636
204.2,59.2,37.3,34.3,30.3,75,2.5,0,108,59.27272727
204.3,59.2,37.3,34.3,30.3,75.1,2.7,0,108,59.28181818
204.4,59.3,37.2,34.2,30.1,75.1,2.7,0,108,59.27272727
204.5,59.3,37.2,34.2,30.1,75,2.2,0,108,59.26363636
204.6,59.3,37.2,34.3,30.2,74.1,2.5,0,108,59.25454545
204.7,59.4,37.3,34.2,30.2,75.1,2.2,0,108,59.28181818
204.8,59.4,37.3,34.2,30.2,75.4,2,0,108.2,59.30909091
204.9,59.2,37.3,34.3,30.2,75.3,2.8,0,108.2,59.33636364
205,59.2,37.2,34.3,30.1,74.5,2.4,0,108.2,59.34545455
205.1,59.2,37.2,34.3,30.1,75.6,2.4,0,108.2,59.38181818
205.2,59.4,37.2,34.2,30.1,75.1,2.4,0,108.2,59.41818182
205.3,59.5,37.2,34.2,30.2,75.1,2.4,0,108.2,59.41818182
205.4,59.5,37.2,34.2,30.2,75.3,2.4,0,108.2,59.40909091
205.5,59.4,37.2,34.1,30.1,75,2.4,0,108.2,59.41818182
205.6,59.7,37.3,34.3,30.3,75.3,2.7,0,108.2,59.43636364
205.7,59.7,37.3,34.3,30.3,75,2.2,0,108.2,59.44545455
205.8,59.4,37.1,34.2,30.2,74.8,2.4,0,108.4,59.43636364
205.9,59.3,37.3,34.2,30.2,74.8,2.7,0,108.4,59.41818182
206,59.3,37.3,34.2,30.2,74.8,2.4,0,108.4,59.4
206.1,59.4,37.3,34.5,30.2,75.1,2.4,0,108.4,59.39090909
206.2,59.3,37.2,34.2,30.2,75.1,2.2,0,108.4,59.36363636
206.3,59.3,37.2,34.2,30.2,75,2.2,0,108.4,59.33636364
206.4,59.3,37.2,34.3,30.2,74.7,2.4,0,108.4,59.32727273
206.5,59.3,37.4,34.2,30.1,75.3,2.4,0,108.4,59.32727273
206.6,59.3,37.4,34.2,30.1,75,3,0,108.4,59.32727273
206.7,59.4,37.3,34.2,30.3,75.3,2.7,0,108.4,59.32727273
206.8,59.4,37.3,34.2,30.3,75,2.5,0,108.6,59.33636364
206.9,59.3,37.3,34.3,30.2,75.6,2.4,0,108.6,59.34545455
207,59.3,37.4,34.3,30.2,74.7,2.5,0,108.6,59.37272727
207.1,59.3,37.4,34.3,30.2,74.7,2.5,0,108.6,59.39090909
207.2,59.4,37.2,34.3,30.2,74.7,2.5,0,108.6,59.40909091
207.3,59.4,37.3,34.3,30.3,75,2.5,0,108.6,59.40909091
207.4,59.4,37.3,34.3,30.3,75.3,2.7,0,108.6,59.4
207.5,59.6,37.4,34.5,30.4,75,2.4,0,108.6,59.4
207.6,59.5,37.3,34.2,30.2,74.8,2.8,0,108.6,59.41818182
207.7,59.5,37.3,34.2,30.2,75.3,2.2,0,108.6,59.42727273
207.8,59.4,37.3,34.3,30.2,76.1,2.2,0,108.8,59.42727273
207.9,59.3,37.2,34.3,30.2,75.4,2.2,0,108.8,59.44545455
208,59.3,37.2,34.3,30.2,75,2.2,0,108.8,59.46363636
208.1,59.5,37.3,34.4,30.3,75,2.2,0,108.8,59.46363636
208.2,59.4,37.3,34.3,30.2,75.1,2.2,0,108.8,59.45454545
208.3,59.4,37.3,34.3,30.2,74.7,2.7,0,108.8,59.44545455
208.4,59.6,37.3,34.2,30.3,75.6,2.4,0,108.8,59.44545455
208.5,59.6,37.5,34.4,30.4,75.4,2.7,0,108.8,59.45454545
208.6,59.6,37.5,34.4,30.4,75.3,2.2,0,108.8,59.46363636
208.7,59.4,37.2,34.2,30.1,75.1,2.5,0,108.8,59.44545455
208.8,59.4,37.2,34.2,30.1,75.1,2.7,0,109,59.43636364
208.9,59.4,37.3,34.3,30.2,74.7,2,0,109,59.42727273
209,59.4,37.4,34.3,30.3,74.7,2,0,109,59.4
209.1,59.4,37.4,34.3,30.3,75,2.2,0,109,59.37272727
209.2,59.3,37.3,34.2,30.4,75.1,2.2,0,109,59.35454545
209.3,59.3,37.3,34.2,30.4,75,2.4,0,109,59.35454545
209.4,59.3,37.3,34.3,30.2,74.8,2.7,0,109,59.35454545
209.5,59.3,37.3,34.2,30.2,75.1,2.5,0,109,59.34545455
209.6,59.3,37.3,34.2,30.2,74.8,2.7,0,109,59.32727273
209.7,59.4,37.3,34.2,30.2,75.3,2.2,0,109,59.30909091
209.8,59.4,37.4,34.4,30.3,75.3,2,0,109.2,59.30909091
209.9,59.4,37.4,34.4,30.3,75.4,2.2,0,109.2,59.31818182
210,59.3,37.4,34.3,30.2,75.4,2.2,0,109.2,59.32727273
210.1,59.2,37.5,34.3,30.2,75,2.4,0,109.2,59.32727273
210.2,59.2,37.5,34.3,30.2,74.7,2.2,0,109.2,59.32727273
210.3,59.3,37.4,34.3,30.2,75,2.4,0,109.2,59.31818182
210.4,59.4,37.3,34.3,30.3,74.7,2.7,0,109.2,59.31818182
210.5,59.4,37.3,34.3,30.3,75,2,0,109.2,59.3
210.6,59.3,37.4,34.4,30.4,74.8,1.9,0,109.2,59.29090909
210.7,59.3,37.3,34.2,30.2,75.1,1.4,0,109.2,59.3
210.8,59.3,37.3,34.2,30.2,75.4,2.2,0,109.4,59.30909091
210.9,59.4,37.5,34.4,30.4,75.4,2.2,0,109.4,59.30909091
211,59.2,37.4,34.2,30.2,74.8,2.4,0,109.4,59.3
211.1,59.2,37.4,34.2,30.2,74.1,2.4,0,109.4,59.3
211.2,59.3,37.4,34.3,30.3,75,2,0,109.4,59.30909091
211.3,59.3,37.4,34.3,30.3,75.4,2.5,0,109.4,59.30909091
211.4,59.3,37.4,34.3,30.3,74.4,2.5,0,109.4,59.3
211.5,59.3,37.5,34.4,30.3,76.1,1.9,0,109.4,59.28181818
211.6,59.4,37.4,34.4,30.2,74.8,2.2,0,109.4,59.30909091
211.7,59.4,37.4,34.4,30.2,74.8,2.2,0,109.4,59.31818182
211.8,59.3,37.4,34.2,30.2,74.8,2.2,0,109.6,59.31818182
211.9,59.2,37.4,34.3,30.2,74.8,2.4,0,109.6,59.32727273
212,59.2,37.4,34.3,30.2,74.8,2.2,0,109.6,59.32727273
212.1,59.5,37.4,34.3,30.3,75,2.4,0,109.6,59.32727273
212.2,59.3,37.4,34.3,30.3,75.1,2.5,0,109.6,59.31818182
212.3,59.3,37.4,34.3,30.3,74.8,1.7,0,109.6,59.30909091
212.4,59.4,37.4,34.4,30.3,75.1,2.2,0,109.6,59.30909091
212.5,59.3,37.3,34.2,30.1,75.3,2.4,0,109.6,59.31818182
212.6,59.3,37.3,34.2,30.1,75.3,2.7,0,109.6,59.33636364
212.7,59.3,37.4,34.4,30.2,75.1,2.7,0,109.6,59.32727273
212.8,59.3,37.4,34.2,30.3,75.1,2.8,0,109.8,59.32727273
212.9,59.3,37.4,34.2,30.3,75.1,2.4,0,109.8,59.33636364
213,59.3,37.5,34.3,30.2,75,3,0,109.8,59.33636364
213.1,59.4,37.4,34.2,30.2,75.1,2.5,0,109.8,59.33636364
213.2,59.4,37.4,34.2,30.2,74.8,2.2,0,109.8,59.35454545
213.3,59.3,37.4,34.3,30.2,75.1,2.4,0,109.8,59.37272727
213.4,59.4,37.5,34.3,30.2,75.1,2.4,0,109.8,59.37272727
213.5,59.4,37.5,34.3,30.2,75.1,2.4,0,109.8,59.37272727
213.6,59.3,37.4,34.3,30.2,75.1,2.4,0,109.8,59.36363636
213.7,59.5,37.4,34.4,30.2,75.3,2.8,0,109.8,59.37272727
213.8,59.5,37.4,34.4,30.2,75.4,1.9,0,110,59.38181818
213.9,59.3,37.3,34.3,30.2,75,2,0,110,59.39090909
214,59.3,37.3,34.3,30.2,74.8,2.4,0,110,59.39090909
214.1,59.2,37.4,34.2,30.2,75,2.5,0,110,59.39090909
214.2,59.5,37.6,34.4,30.4,74.8,2.5,0,110,59.4
214.3,59.5,37.6,34.4,30.4,74.8,2,0,110,59.38181818
214.4,59.4,37.4,34.3,30.3,75.1,2.7,0,110,59.36363636
214.5,59.4,37.4,34.3,30.3,74.8,2.5,0,110,59.38181818
214.6,59.4,37.4,34.3,30.3,74.8,2.5,0,110,59.4
214.7,59.4,37.4,34.3,30.3,75.3,2.7,0,110,59.41818182
214.8,59.3,37.5,34.3,30.2,75,2.5,0,110.2,59.4
214.9,59.3,37.5,34.3,30.2,75.3,2.5,0,110.2,59.38181818
215,59.5,37.6,34.4,30.4,74.8,2.2,0,110.2,59.38181818
215.1,59.5,37.6,34.4,30.4,74.7,2.2,0,110.2,59.37272727
215.2,59.4,37.5,34.3,30.3,75.3,2.2,0,110.2,59.36363636
215.3,59.3,37.4,34.3,30.1,75.3,2.5,0,110.2,59.35454545
215.4,59.3,37.4,34.3,30.1,74.8,2.4,0,110.2,59.37272727
215.5,59.4,37.5,34.2,30.2,74.8,2.4,0,110.2,59.39090909
215.6,59.3,37.6,34.4,30.3,75.6,2.2,0,110.2,59.39090909
215.7,59.3,37.6,34.4,30.3,74.8,2.5,0,110.2,59.38181818
215.8,59.3,37.4,34.2,30.1,75.1,2.5,0,110.4,59.38181818
215.9,59.5,37.5,34.4,30.3,75,2.7,0,110.4,59.39090909
216,59.5,37.5,34.4,30.3,75,2.5,0,110.4,59.39090909
