Time(s),T1(DegC),Wall Temp(DegC),Top Plate(DegC),Bottom Plate(DegC),P1(PSI),P2(PSI),Mass Flowrate(g/min),Heater Energy (kJ)
40.80,40.10,36.10,34.50,31.30,38.80,2.40,15.30,0.00
40.90,39.90,36.10,34.60,31.40,39.00,2.50,15.16,0.00
41.00,40.00,36.10,34.50,31.30,39.40,2.70,15.07,0.00
41.10,40.00,36.10,34.50,31.30,38.50,2.50,14.99,0.00
41.20,39.90,36.10,34.50,31.30,39.30,2.80,14.93,0.00
41.30,39.90,36.20,34.50,31.30,39.10,2.20,14.85,0.00
41.40,39.90,36.20,34.50,31.30,39.10,2.20,14.80,0.00
41.50,39.70,36.10,34.40,31.30,39.30,2.50,14.66,0.00
41.60,39.90,36.10,34.50,31.30,39.10,1.40,14.53,0.00
41.70,39.90,36.10,34.50,31.30,39.60,2.50,14.52,0.00
41.80,39.80,36.00,34.50,31.30,39.30,2.40,14.37,0.00
41.90,39.80,36.00,34.50,31.30,39.10,2.70,14.20,0.00
42.00,39.80,36.10,34.50,31.30,38.50,2.50,13.79,0.00
42.10,39.90,36.20,34.60,31.40,39.00,2.70,13.96,0.00
42.20,39.90,36.20,34.60,31.40,39.00,2.00,14.29,0.00
42.30,39.50,36.00,34.50,31.30,39.00,2.00,13.70,0.00
42.40,39.60,36.20,34.60,31.40,39.10,2.70,12.62,0.00
42.50,39.60,36.20,34.60,31.40,38.80,2.40,6.46,0.00
42.60,39.60,36.10,34.50,31.40,39.00,2.50,4.44,0.00
42.70,39.60,36.10,34.60,31.40,38.80,2.70,3.47,0.00
42.80,39.60,36.10,34.60,31.40,38.70,2.40,2.77,0.00
42.90,39.50,36.00,34.60,31.30,38.70,2.70,2.24,0.00
43.00,39.50,36.10,34.50,31.40,38.80,2.50,1.86,0.00
43.10,39.50,36.10,34.50,31.40,39.40,2.40,1.60,0.00
43.20,39.40,36.00,34.40,31.20,38.80,2.50,1.36,0.00
43.30,39.30,36.10,34.50,31.40,38.80,2.50,1.22,0.00
43.40,39.30,36.10,34.50,31.40,39.00,2.40,1.01,0.00
43.50,39.50,36.00,34.50,31.30,38.80,2.70,0.95,0.00
43.60,39.40,36.10,34.60,31.30,38.80,2.50,0.04,0.00
43.70,39.40,36.10,34.60,31.30,39.40,2.40,0.09,0.00
43.80,39.40,36.10,34.50,31.30,39.00,2.70,0.09,0.00
43.90,39.40,36.10,34.50,31.30,39.00,2.70,0.11,0.00
44.00,39.50,36.10,34.50,31.40,38.70,2.40,0.11,0.00
44.10,39.40,36.10,34.50,31.30,38.80,2.40,0.07,0.00
44.20,39.40,36.10,34.50,31.30,38.80,2.40,0.02,0.00
44.30,39.40,36.00,34.40,31.30,38.70,2.80,0.04,0.00
44.40,39.30,36.00,34.40,31.20,38.80,2.80,0.05,0.00
44.50,39.30,36.00,34.40,31.20,38.80,2.40,0.05,0.00
44.60,39.20,36.00,34.40,31.40,38.80,2.40,0.00,0.00
44.70,39.30,36.10,34.50,31.40,38.80,2.80,0.00,0.00
44.80,39.30,36.10,34.50,31.40,39.10,2.50,0.00,0.00
44.90,39.20,36.10,34.50,31.40,38.80,2.50,0.00,0.00
45.00,39.40,36.10,34.60,31.30,38.70,2.80,0.00,0.00
45.10,39.40,36.10,34.60,31.30,38.70,2.80,0.00,0.00
45.20,39.10,36.10,34.50,31.30,38.50,2.80,0.00,0.00
45.30,39.20,36.10,34.40,31.30,38.80,2.40,0.00,0.00
45.40,39.20,36.10,34.40,31.30,38.20,2.00,0.00,0.00
45.50,39.20,36.30,34.60,31.40,40.00,2.40,0.00,0.00
45.60,39.20,36.10,34.50,31.40,40.40,2.20,0.00,0.00
45.70,39.20,36.10,34.50,31.40,38.70,2.50,0.00,0.00
45.80,39.10,36.00,34.50,31.20,39.00,2.00,0.00,0.00
45.90,39.20,36.00,34.50,31.30,39.30,2.50,0.00,0.00
46.00,39.20,36.00,34.50,31.30,39.30,2.50,0.00,0.00
46.10,39.30,36.20,34.70,31.40,39.40,2.70,0.00,0.00
46.20,39.10,36.00,34.40,31.30,39.00,2.50,0.00,0.00
46.30,39.10,36.00,34.40,31.30,38.70,2.80,0.00,0.00
46.40,39.20,36.10,34.60,31.30,38.80,2.50,0.00,0.00
46.50,39.10,36.10,34.60,31.30,38.80,2.00,0.00,0.00
46.60,39.10,36.10,34.60,31.30,38.50,2.70,0.00,0.00
46.70,39.10,36.20,34.50,31.40,38.50,2.70,0.00,0.00
46.80,39.10,36.20,34.50,31.40,38.70,2.50,0.00,0.00
46.90,39.20,36.20,34.60,31.30,38.70,2.50,0.00,0.00
47.00,39.10,36.20,34.60,31.30,38.80,2.20,0.00,0.00
47.10,39.10,36.20,34.60,31.30,39.10,2.70,0.00,0.00
47.20,39.20,36.20,34.60,31.30,38.80,2.40,0.00,0.00
47.30,39.00,36.00,34.50,31.30,38.80,2.50,0.00,0.00
47.40,39.00,36.00,34.50,31.30,39.00,2.40,0.00,0.00
47.50,39.00,36.10,34.60,31.30,39.30,3.10,0.00,0.00
47.60,39.20,36.00,34.60,31.40,39.30,2.70,0.00,0.00
47.70,39.20,36.00,34.60,31.40,38.80,2.70,0.00,0.00
47.80,39.10,36.20,34.50,31.40,37.00,2.70,0.00,0.00
47.90,39.00,36.20,34.40,31.40,37.00,2.70,0.00,0.00
48.00,39.00,36.20,34.40,31.40,39.70,2.40,0.00,0.00
48.10,39.00,36.10,34.60,31.40,39.30,2.50,0.00,0.00
48.20,38.90,36.20,34.40,31.40,39.10,2.80,0.00,0.00
48.30,38.90,36.20,34.40,31.40,38.50,2.20,0.00,0.00
48.40,39.00,36.10,34.50,31.30,38.80,2.80,0.00,0.00
48.50,39.10,36.10,34.60,31.40,37.10,2.50,0.00,0.00
48.60,39.10,36.10,34.60,31.40,39.10,2.40,0.00,0.00
48.70,39.10,36.30,34.50,31.40,39.00,3.10,0.00,0.00
48.80,39.10,36.30,34.50,31.40,39.00,3.10,0.00,0.00
48.90,39.00,36.00,34.60,31.30,38.80,2.40,0.00,0.00
49.00,39.00,36.10,34.50,31.30,39.40,2.70,0.00,0.00
49.10,39.00,36.10,34.50,31.30,39.10,3.70,0.00,0.00
49.20,39.00,36.10,34.50,31.20,38.80,3.30,0.00,0.00
49.30,38.90,36.00,34.40,31.30,38.70,2.00,0.00,0.00
49.40,38.90,36.00,34.40,31.30,38.70,3.00,0.00,0.00
49.50,38.90,36.10,34.40,31.20,39.10,2.80,0.00,0.00
49.60,38.90,36.00,34.60,31.30,39.00,2.70,0.00,0.00
49.70,38.90,36.00,34.60,31.30,39.00,2.80,0.00,0.00
49.80,38.90,36.20,34.50,31.40,39.00,2.80,0.00,0.00
49.90,39.10,36.20,34.60,31.40,38.50,2.70,0.00,0.00
