Time(s),T1(DegC),Wall Temp(DegC),Top Plate(DegC),Bottom Plate(DegC),P1(PSI),P2(PSI),Mass Flowrate(g/min),Heater Energy (kJ)
42.70,37.00,31.80,29.30,27.10,40.00,2.20,0.00,0.00
42.80,37.00,31.90,29.30,26.90,39.90,1.90,0.00,0.00
42.90,37.00,31.90,29.30,26.90,40.20,1.90,0.00,0.00
43.00,37.00,31.80,29.30,26.90,39.90,1.90,0.00,0.00
43.10,37.00,31.80,29.40,27.10,40.50,2.50,0.00,0.00
43.20,37.00,31.80,29.40,27.10,40.50,2.50,0.00,0.00
43.30,37.00,31.80,29.30,27.10,40.20,2.20,0.00,0.00
43.40,37.00,31.90,29.40,27.20,40.00,2.20,0.00,0.00
43.50,37.00,31.90,29.40,27.20,39.90,2.50,0.00,0.00
43.60,37.00,31.90,29.40,27.10,39.90,2.80,0.00,0.00
43.70,37.00,31.80,29.40,27.10,40.00,2.70,0.00,0.00
43.80,37.00,31.80,29.40,27.10,39.70,2.20,0.00,0.00
43.90,37.00,31.80,29.30,27.00,40.40,2.20,0.00,0.00
44.00,37.10,31.90,29.30,27.20,40.50,2.20,0.00,0.00
44.10,37.10,31.90,29.30,27.20,40.50,2.20,0.00,0.00
44.20,36.90,31.90,29.40,27.20,39.90,2.20,0.00,0.00
44.30,36.80,31.80,29.30,26.90,39.90,2.50,0.00,0.00
44.40,36.80,31.80,29.30,26.90,40.70,2.20,0.00,0.00
44.50,37.00,31.80,29.20,27.10,40.40,2.50,0.00,0.00
44.60,36.90,31.70,29.30,27.00,39.90,1.90,0.00,0.00
44.70,36.90,31.70,29.30,27.00,39.90,2.20,0.00,0.00
44.80,36.90,31.80,29.30,27.00,40.20,2.00,0.00,0.00
44.90,36.90,31.90,29.20,26.90,39.90,3.00,0.00,0.00
